2526,16875,17539
15116,97439,99470
16201,96523,99301
16534,96025,99466
16775,97065,98185
19479,93982,98564
20424,94781,96820
21154,93142,97729
21918,91858,98249
22052,94197,95776
23162,90152,98711
23323,91249,97453
24179,89724,98122
25180,88332,98513
25746,87750,98529
27034,88881,96110
27134,87444,97447
27268,90193,94564
27284,86332,98409
27916,89235,94874
27918,87352,96755
28083,90333,93609
29958,85369,96698
30540,84648,96837
30683,82650,98692
31153,85764,95108
31406,90266,90353
31718,84209,96098
31927,85525,94573
32290,85188,94547
32366,85125,94534
33424,78977,99624
33971,82622,95432
34114,84921,92990
34912,83421,93692
35077,80388,96560
35278,82707,94040
35833,80251,95941
36179,85860,89986
36291,80974,94760
36967,84030,91028
37008,87207,87810
37440,87084,87501
37649,86114,88262
39944,84400,87681
40000,84814,87211
40594,74019,97412
41057,83380,87588
42953,82852,86220
43126,84351,84548
43260,77824,90941
44425,79153,88447
45787,81883,84355
45841,81988,84196
46103,81573,84349
46936,71661,93428
47886,80481,83658
48011,70736,93278
48466,78182,85377
48586,69385,94054
49463,71292,91270
50303,80090,81632
51559,76730,83736
51910,77321,82794
52071,68082,91872
52388,60560,99077
52950,65566,93509
53302,71761,86962
54097,70901,87027
54398,71090,86537
54427,69585,88013
54986,71002,86037
55158,78373,78494
55552,73427,83046
56441,75572,80012
56737,57217,98071
56871,74504,80650
57815,70325,83885
58076,64880,89069
58314,75628,78083
59280,63132,89613
60187,75210,76628
60209,71074,80742
60327,72070,79628
61164,69518,81343
61411,64663,85951
61507,62107,88411
61617,62155,88253
61628,73138,77259
61727,74662,75636
63123,64131,84771
63985,64980,83060
64618,65650,81757
232,62009,63918,85866
3081,37766,77488,93690
4065,65902,66981,75077
4243,47162,75675,84945
4249,65258,65704,76814
4350,60559,65192,81924
4405,40317,75539,91764
4443,49099,77371,81112
4460,24683,83356,99526
5203,37267,84300,85255
8124,26998,87904,88999
9696,42987,75177,84165
9920,24747,87688,89670
11727,43449,78163,78686
13405,51640,67913,79067
14034,41541,57446,99004
15642,60373,67439,68571
15964,40961,58681,96419
16627,47954,72009,75435
17288,46894,73705,74138
17549,28937,68961,96578
17688,42766,75736,75835
18254,31596,81069,81106
18620,46911,64385,82109
20070,54540,54692,82723
20981,42286,71332,77426
21737,58753,58800,72735
22821,23766,75353,90085
22868,34370,60989,93798
24787,25992,61739,99507
25938,53578,62309,70200
26222,38436,65635,81732
26534,59140,59241,67110
27224,40673,51091,93037
29699,59098,59267,63961
35362,38936,41699,96028
37814,38579,61135,74497
39065,53445,54190,65325
39391,49414,49467,73753
43483,54223,54280,60039
43904,55957,55967,56197
44313,44540,53170,70002
44862,47345,47380,72438
47528,48134,48183,68180
279,12672,46025,59625,93424
459,37278,40257,66912,67119
695,3467,33797,86992,87074
732,16824,62514,65889,66066
785,13387,62179,67767,67907
1085,7369,50118,76640,76813
1601,20811,57769,59402,72442
2340,6550,15379,89114,98642
2793,6434,41196,69702,91900
3770,9183,19764,88520,90788
5685,19490,32595,56243,98012
6306,9754,30588,77630,87747
6540,25391,34123,58844,87127
7099,33463,42992,56218,72253
7471,12260,62600,64165,65529
7543,47061,47570,47836,62015
7623,44556,49409,50832,59605
8096,17938,47143,57911,80937
9909,13238,29533,78517,80828
10238,10490,10739,87686,92872
11666,21418,21603,70684,86654
14165,14990,41102,58103,83665
14187,30466,38603,42838,85931
14501,24786,34418,58350,79970
16077,29120,32941,38334,95553
16279,18920,28380,55974,92472
20941,21709,30948,56876,81551
22154,23863,33239,46869,85900
26794,27029,36738,56922,64542
29383,29470,29573,42757,80842
31636,31722,31734,41495,75438
31793,37145,37219,37231,68637
36010,41216,44206,44220,46373
770,20875,27496,45369,55018,62497
928,28389,29291,40585,44708,68124
1296,10342,13933,32245,70755,83454
1383,4180,7850,11715,92947,93950
1507,6319,35157,40072,53245,75725
1786,26570,39406,39811,39870,64582
1894,12329,31458,36154,40668,89522
1896,2267,15944,39892,73640,78386
2178,3212,21315,44932,49552,90836
2185,21665,34873,36360,52361,64581
2623,29752,44198,44306,45470,45676
2934,6100,31467,35038,57257,79229
3118,13946,24353,42878,61310,66420
3683,16571,17618,30542,70390,73221
3927,13910,21360,36068,60693,76067
4106,5171,7141,48904,64494,82209
4359,15968,21832,56465,56598,56803
4468,13662,31771,32752,32908,96464
4600,11037,17592,29899,73679,75218
4893,20587,36676,36831,36856,76182
5004,21949,30641,36204,44698,73529
5419,14240,20650,39483,40862,91371
5515,20154,20740,24991,49218,91407
5655,6458,17963,52033,53547,76369
5794,22750,25775,50219,52739,54748
6331,6771,13900,48105,66487,70431
6800,14942,21884,27766,61017,79616
7289,8644,13297,28649,76982,77164
8398,11839,13493,23252,72693,82350
8687,20758,21483,21567,68074,71456
8728,19664,29885,35610,44798,73340
8949,18884,19593,35683,44849,84067
9295,16563,20081,21975,45227,98884
9355,10969,11258,28964,71313,80166
9617,14288,21713,38640,44405,83362
9675,16250,27997,36674,55061,66368
9918,13731,18934,51458,56238,61746
10386,26100,33896,34032,46668,60943
11125,12411,15665,49620,61061,62143
11748,14657,20195,33197,49244,82984
12105,18247,27941,31124,40921,81687
13468,15868,20629,37657,47010,77393
13944,15284,27434,40504,40638,74221
14899,15473,23868,42391,46931,68463
15387,16109,17474,48505,56980,57570
15834,30206,30283,30295,31219,74188
15970,16097,27144,30776,55822,66216
16402,22070,29671,34595,38737,70550
16927,24203,40696,41159,42840,46200
17141,20127,31267,39320,50468,53702
17743,25819,28165,40058,49133,51107
22096,25331,27483,27842,34860,74413
24520,26579,34906,35973,36664,53383
25446,27967,34138,35092,41395,47987
1347,11705,22342,33646,34614,53633,54738
2710,7594,9178,32623,42075,52637,65208
5534,17732,21505,30482,36952,39093,60727
6793,8229,21095,24495,36945,43402,71066
7003,9358,10930,28632,35116,59429,61557
7269,10609,19320,38378,41187,46649,48613
13453,13871,19248,29748,32411,45918,57376
15784,17782,26507,27121,33801,43990,47040
