95776
11037,99507
11125,99624
11258,99526
11727,98884
11748,99077
11839,99004
12105,98711
12260,98513
12329,98529
12411,98409
12672,98185
13238,97412
13297,97439
13387,97447
13405,97453
13731,97065
13933,96698
13944,96755
13946,96837
14034,96820
14165,96464
14187,96523
14240,96578
14288,96560
14501,96098
14657,96110
14899,95941
15284,95553
15387,95432
15665,95108
15970,94874
16077,94781
16097,94760
16109,94534
16201,94547
16250,94564
16279,94573
16571,94040
16627,94197
16775,94054
16824,93950
16875,93982
16927,93798
17141,93692
17288,93509
17549,93278
17688,93142
17732,92947
17743,92990
17782,93037
17963,92872
18247,92472
18884,91858
18920,91872
18934,91900
19320,91407
19479,91270
19490,91371
19593,91249
19664,90941
19764,91028
20070,90788
20424,90353
20587,90266
20629,90152
20650,90193
20758,90085
20875,89986
21095,89724
21154,89670
21315,89522
21603,89235
21709,88253
21713,88262
21737,89069
21832,88999
21975,88881
22070,88332
22342,88520
22821,88013
22868,87904
23162,87688
23252,87588
23323,87501
23766,87084
23863,86962
23868,86992
24179,86537
24203,86654
24520,86332
24747,86114
24786,85951
24787,86037
24991,85866
25331,85525
25391,85369
25446,85377
25819,84945
25992,84814
26100,84648
26222,84351
26507,84355
26534,84300
26570,84196
26579,84209
26794,84067
27121,83736
27134,83658
27144,83665
27284,83454
27434,83421
27483,83356
27496,83362
27766,83060
27842,82984
27918,82622
27941,82707
27967,82794
27997,82852
28083,82723
28165,82650
28389,82350
28632,82109
28649,82209
28937,81924
28964,81883
29120,81732
29291,81551
29470,81343
29699,81069
29748,81112
29752,81106
29885,80974
29899,80937
29958,80842
30206,80650
30295,80481
30466,80388
30542,79970
30588,80251
30641,80090
30683,80166
30776,80012
31153,79616
31219,79628
31596,79229
31636,79153
31771,78977
31793,79067
31927,78686
32245,78373
32290,78517
32366,78494
32411,78386
32595,78163
32623,78182
32752,78083
32908,77371
32941,77824
33197,77630
33239,77488
33424,77426
33463,77393
33646,77164
33801,76982
33971,76813
34032,76814
34114,76628
34123,76730
34138,76640
34418,76369
34595,76067
34614,76182
34860,75210
34873,75353
34906,75539
34912,75835
35038,75628
35077,75636
35092,75725
35116,75736
35157,75675
35278,75572
35362,75438
35610,75218
35683,75177
36179,74662
36204,74413
36291,74504
36360,74497
36674,74188
36676,74138
36831,74019
36967,73679
37008,73753
37145,73705
37219,73640
37231,73221
37267,73427
37278,73529
37440,73340
37649,71066
37657,73138
37766,72735
38334,72438
38378,72442
38436,71074
38603,72253
38640,72009
38737,72070
38936,71090
39065,71661
39093,71761
39320,71292
39391,71313
39406,71456
39483,71332
39811,71002
39870,54280
39944,70901
40000,70684
40058,70736
40072,70755
40257,70550
