4744,9358,9368,9386
314,1085,1690,2960,3035,3265,4453,6051,7343,7378,9677,9752,9779,9801
1,199,493,2518,4156,4717,4722,5170,5211,6135,7617,7702,8549,9591,9802
4,328,1419,3080,3513,4058,5402,5582,6078,6134,6140,6982,8870,9331,9662
43,863,1341,1407,3085,3121,3820,5912,7069,7407,8310,8477,8519,8575,8634
50,2389,2757,3242,3278,3701,4386,4712,5635,6661,7526,7640,7673,7833,9100
111,117,1042,1336,2299,2365,6558,6687,6780,6947,7013,7790,8614,9265,9659
116,496,675,1682,1889,3101,5631,6814,7010,7073,7097,7765,8503,8887,9844
120,575,1178,1292,2025,2406,3154,4884,6041,8287,8355,9476,9515,9538,9737
121,450,1272,1479,2544,4233,5683,6450,6573,6718,7327,7394,7463,9046,9830
156,1204,1323,1595,1688,2861,3783,4969,5270,5704,9141,9517,9525,9871,9976
246,2568,2741,2860,3461,3651,3715,4092,5545,7026,7065,7112,7133,9672,9696
251,686,930,1493,3144,3817,3921,4765,5795,7522,8109,8171,8817,9176,9986
295,1369,1527,2623,2912,3040,3960,4391,4592,6893,8211,8810,8986,8987,9987
422,732,1303,1361,3821,4634,4901,5786,6222,6226,6253,8160,8603,8843,9316
434,642,1061,2022,2581,4822,4993,5699,6081,7062,7488,7551,7763,9093,9291
530,1114,2280,2432,2775,3113,4125,5158,6301,6697,7110,7500,8736,8739,9973
538,928,1132,1261,2806,3277,4957,5099,5802,7204,8070,8555,8691,8859,9404
669,980,1607,3037,3444,3515,3681,4574,6206,6812,7637,8099,8161,8850,9311
694,862,2330,3545,3774,4135,5026,5639,5824,6006,6235,6676,7863,8879,9095
756,2085,2172,2576,2889,4032,4208,5123,5284,5559,7093,7862,8329,9293,9322
763,777,837,869,1161,3533,3674,5040,6954,6972,8667,8732,9053,9569,9982
779,958,1738,3561,4146,4602,4784,4785,5460,5938,6127,6816,8339,8896,9654
922,1861,2400,2583,3816,4555,4681,4801,4928,6258,6297,7308,8386,8409,9378
953,1605,1856,1892,2709,2999,3248,5544,5853,7034,7675,7937,8259,9027,9992
1014,1924,2109,3152,3281,4207,4515,4521,5363,5805,6383,8230,8385,8645,9049
1065,1315,1938,2245,3778,4160,4356,4870,4976,6090,7028,8182,8444,8526,9610
1613,2030,2409,2705,3219,3886,4159,5636,5991,6415,6515,6992,7108,8344,9561
57,1330,1543,1903,2146,2588,3362,3446,4189,5126,6197,7543,8520,9241,9692,9700
75,1093,1149,1574,2135,3759,3969,4854,5596,6699,6755,6783,7090,8058,8231,8763
113,462,979,1675,1811,2573,3543,4344,6013,6098,6683,7600,8088,8312,8654,9635
119,481,1094,1660,2722,4101,4478,4896,4935,5060,5968,6385,7075,8326,9342,9941
129,1167,1567,1857,3073,3293,3948,4021,4260,4885,6186,7717,7914,8398,8412,9756
171,1072,1470,1962,1994,3305,4196,4543,5010,5070,5372,6768,8437,8463,8912,9838
189,318,1148,1348,1699,3349,3423,4198,4736,6651,6895,7404,7934,7997,9646,9648
229,600,1358,1363,2986,3061,3097,4501,4727,6449,6930,7604,7739,7896,8957,9086
236,322,326,2321,2522,2651,2933,3738,3838,5240,6906,8159,8799,9319,9604,9669
239,474,1343,1590,2294,3333,3630,3792,4803,5624,7002,7943,8103,8423,8675,9315
253,512,2793,3084,3522,4036,4072,4174,4695,5761,5961,6070,6165,7689,7906,9890
288,1030,2097,2496,2702,2898,2906,3857,4679,4970,7310,7835,8046,8289,8406,8774
293,1237,1498,1751,2646,2650,4331,4668,4824,5586,5836,6772,7347,7882,9373,9889
296,689,1057,1103,1347,1741,2843,4362,6360,6911,7023,7844,7856,8143,9261,9747
350,449,1282,1521,1598,1840,1999,2131,5281,7247,7290,7473,9123,9200,9899,9900
369,1112,1314,1480,1533,2645,2717,5349,5365,5500,5750,8394,8741,8765,8768,8781
382,900,1485,1879,1902,3850,4171,4202,4999,5686,6500,7147,7148,7431,9192,9709
400,749,1929,1983,2005,3192,3700,4219,4813,5047,5461,7288,8149,8539,9193,9916
413,1088,2083,2161,2726,3335,3754,3966,4651,5640,6404,7507,7811,8009,8015,9020
420,825,910,1215,2223,2949,4445,4933,5056,6234,6342,7493,8049,8245,8515,8729
436,503,556,831,2795,3194,3216,4345,5711,6154,6212,7459,8283,8800,8869,9219
507,520,823,1203,2128,2914,3535,4754,5727,6400,6669,7105,8253,8278,8302,9465
597,1503,1525,2832,3010,3318,3500,3699,3761,4337,6510,6666,7573,9043,9084,9625
634,789,1831,2939,3252,3317,3523,4860,5685,6161,6539,6549,7082,7140,7387,8895
647,926,1511,1974,2279,3102,3300,5413,5543,6337,6581,6785,7162,8087,8131,8805
692,1104,1947,2210,2397,2527,2899,3576,5376,6435,6484,7058,7337,8061,9045,9435
704,753,966,1496,1704,2231,2487,4671,6396,6743,7529,7538,7752,8438,8547,8628
752,1004,1722,2274,2426,2515,3013,4272,4635,5156,6775,7684,8324,8377,8690,8964
793,882,1986,2157,2354,2967,3390,4015,5174,6157,6353,6707,7348,8175,8461,9664
806,961,1863,2480,2600,2788,3272,3614,5004,6250,6306,7708,7721,7830,8214,9166
839,1283,1425,2116,2567,2773,3600,4675,5619,5769,5845,6324,6495,7989,9383,9881
845,2419,2799,2856,3399,3404,4182,4524,4951,5161,5374,6093,6372,6921,7912,9371
1090,1399,1996,2415,2674,3531,4008,4649,4819,4958,5408,6024,7425,8092,8268,9827
1119,1143,1200,1978,2425,2632,2875,4779,4786,6405,6677,7020,7489,7682,8963,9410
1223,1560,1674,2604,2957,3883,4243,4783,4907,5039,5177,5180,6071,7839,9634,9809
1243,2018,2639,3260,3454,3629,4064,4097,4511,5333,5438,6811,6847,6873,7377,8989
1508,1957,2143,2240,2606,3042,3379,3612,3656,6141,6162,7205,7217,7245,8658,9812
