4345,9378,9383,9386,9404,9916
1924,2480,2583,7058,8049,9515,9517,9525,9625
2912,3921,4125,5500,8058,8520,8526,8741,9973
296,1200,3774,4515,8171,8302,8398,8406,8409,8805
400,1061,1527,6873,7148,8245,8654,8658,8667,9043
436,2773,2898,3816,4555,9123,9141,9166,9176,9192
1204,2632,3600,4935,6360,7640,8070,8092,8109,9634
1292,1598,2365,6098,6811,6921,8477,8503,8515,9696
1303,2128,2646,3612,6404,7790,8519,9053,9084,9737
4,199,1879,4356,5177,5805,6405,8869,8870,9020,9692
43,1341,3272,4951,5795,6165,6197,8061,8143,8149,8159
293,1369,1574,2274,3761,6306,6775,9291,9293,9358,9982
530,2406,3630,3715,4651,5333,5685,7493,8912,8957,8964
2722,3792,3886,4182,5270,5281,5699,5761,5802,8895,8986
1,413,2639,2651,2799,5211,5543,5786,8438,8444,8461,9890
116,1215,1348,2933,3101,4386,6258,6768,7543,8329,8675,9604
129,2161,2581,2793,3614,3948,4015,5349,8087,8131,9659,9809
171,1030,1590,1861,5156,5413,5991,6222,6954,8463,8575,8850
189,1042,1358,1889,2967,5284,6930,7140,7507,8253,8690,9027
246,2432,2795,3013,3404,4511,5070,5126,6707,8326,9315,9331
288,953,3278,3333,3349,3446,5047,5460,6783,8729,9669,9941
369,979,1261,1480,2856,5961,6906,7133,8310,8312,8324,8385
382,1148,1315,3097,3444,5174,5363,6162,8015,8268,8859,9049
512,675,831,1999,2645,4501,6093,7069,7082,9311,9756,9802
575,2400,3219,3265,4521,4602,5408,5845,6847,6895,7934,8765
669,966,1567,1974,3010,4801,6006,6581,7906,8547,8549,9700
694,1595,3300,3305,4021,4196,5060,6051,6450,6677,9100,9827
753,2143,2544,2999,3335,4064,4101,7028,7343,7844,8800,9322
763,1347,1682,3154,3700,3838,4993,5040,7093,9371,9465,9830
777,806,1093,2354,2496,3883,5727,6893,7108,9561,9591,9987
793,922,1493,1892,4202,4331,4783,6206,8161,8987,9241,9265
823,1143,1243,1496,4813,4870,6539,7673,7675,7684,7689,8628
869,1419,3216,3754,3820,4156,4803,6337,7308,7459,7473,9662
1103,1722,1863,3121,3318,3390,6718,6816,6911,7765,8739,8810
1237,2588,2709,3423,4092,4524,6324,6353,6383,6495,7062,9086
1272,1856,2109,4198,4219,4675,5824,6135,6676,6743,7752,8817
1521,2330,2717,3037,3533,3701,4272,4671,6669,7863,9976,9986
50,910,1203,1330,2957,4854,5376,6071,6161,6699,7387,7407,9871
57,236,350,1112,1688,5056,6041,6449,7002,7708,7721,7763,9093
75,119,1903,2223,2757,3293,4884,5938,7425,7896,7912,7914,7937
111,113,689,1065,2568,2875,5968,7337,7347,7348,7377,8259,9219
117,520,882,1090,2210,4824,5099,6396,6435,6992,8009,8386,9316
120,1094,1399,1560,3778,4822,4907,6234,6235,6250,6253,8781,8843
121,692,1996,2005,2705,3817,4969,6081,6297,7247,7290,8160,8896
156,314,845,1425,3651,4032,5161,6500,6772,6814,7378,8182,9046
229,481,507,1167,1902,4097,4634,7110,7147,7431,7573,8099,9899
239,493,1014,1994,3194,3857,4174,5544,6385,6697,8394,8614,9677
251,503,1525,1840,2294,2397,2843,7073,7204,7604,8691,8732,9319
253,900,1498,1738,1929,3656,4233,4999,5004,8423,8736,9261,9646
295,752,2567,2899,3113,3545,4058,4478,5686,7034,8046,8603,9200
318,449,2726,3281,3759,3960,4445,4958,5624,6510,7522,8287,8437
322,538,2487,2515,3192,3576,3629,5750,7105,7162,7217,7245,9538
326,597,825,2231,2600,3513,3783,6812,7112,7551,7600,7617,9709
328,958,1479,2518,2527,2788,2949,4765,6415,6549,9410,9752,9838
420,1363,1957,2172,2674,2960,3738,4744,7717,7833,7839,8214,8645
422,1004,1085,1503,1751,3242,3969,5438,6573,7835,8231,9569,9654
434,862,863,1314,2131,4785,5639,6342,6372,7097,7830,8230,8377
450,1161,1978,2702,3966,4668,4885,5586,5619,5635,5636,8555,9435
462,474,1178,2097,4036,4208,4260,4754,5461,6683,7327,9664,9672
496,1323,1674,2522,2860,3543,4784,6186,6400,6661,6785,7394,9648
556,928,1811,2245,2321,3102,3515,5180,7013,7463,7882,8887,9373
600,732,926,2025,3040,5596,6127,6134,6140,6154,6157,7010,9635
634,1149,2135,3144,3681,4344,5365,5372,5374,6078,6301,8344,8355
642,1607,2083,2116,2415,4160,4453,5640,6141,7090,7310,7856,8763
647,1072,1361,1983,2576,3035,3152,4159,4786,8412,9368,9844,9881
686,789,1470,1699,2604,4189,4574,4679,5170,8175,8211,8283,9747
704,839,1132,2806,2889,4008,5631,5836,5853,5912,7488,7702,9476
749,1508,1613,1675,1741,1986,2409,6226,7288,7862,8539,8879,9801
756,1343,2425,2939,3084,3379,3699,4779,5039,5402,8768,8774,9889
779,980,2146,3042,3061,3522,4896,6013,6024,6070,7811,7943,7989
837,1088,1283,1690,4928,4957,4970,5123,5711,6212,6755,8088,8634
930,1704,1962,3500,4695,4712,4722,4727,4736,5683,5769,7526,9610
961,1336,2299,2419,2573,3850,4146,4860,5240,7020,7538,8989,9045
1057,1511,2280,2832,3317,3561,4681,4901,5010,5026,7489,8799,9812
1104,1543,1831,2861,3248,3461,4243,4362,6651,6972,6982,7026,9992
1114,2426,2650,3362,3674,3821,4207,4543,4635,4717,7682,8103,9342
1119,2022,2623,2741,2914,3073,3531,4135,6090,6947,7023,8963,9095
1223,1938,1947,2085,2775,3277,4592,4819,5704,7065,7075,7997,9779
1282,1485,1605,1660,2906,2986,4072,4976,5582,7205,8278,8339,9900
1407,2030,2157,3252,3523,4337,4391,5545,5559,6484,6687,7404,7500
1533,2018,2389,2606,3260,3454,4649,4933,5158,6666,6780,7637,9193
1857,2240,2279,3080,3085,3399,3535,4171,6515,6558,7529,7739,8289
