56315,796395,985658,985826,985857,985878,986357,986616,988791,990189,990278,990932,990986,991587,991912,993035,993316,993382,993895,994588,995164,995226,995435,995532
30973,677237,851379,951378,952018,952485,952587,952739,953916,954808,955820,956062,958696,961419,961542,961614,961651,961690,962363,962668,963400,963518,963758,963912,965517
475995,887277,920344,920536,920657,921362,923038,923210,923482,923715,924043,924555,925079,925184,925745,926063,926232,927230,928481,928785,929286,930467,930536,930859,930989
781025,904534,905206,905263,906165,906339,907154,907219,907325,908721,909158,909365,909612,909651,910538,910644,911060,911097,911476,911668,911726,911736,911786,911851,962831
9478,66149,610856,811957,813900,941785,966869,967454,967706,967724,967935,968295,969062,969142,969613,969734,969979,970022,970188,970895,971442,971738,972356,972543,973106,973222
10874,165584,901455,931124,931658,931712,931887,933646,934135,934325,934490,934703,935222,935760,937383,937905,937960,938928,938976,939148,939693,939868,941138,941203,941320,973053
52362,174005,257970,799984,809875,973514,973896,974756,975142,976171,976715,977109,977513,977664,978240,979261,979369,979957,980099,980188,980677,982081,982628,983659,985144,985171
55500,152146,794558,851283,942082,942494,942919,943321,943335,943609,943922,944047,944340,944379,944491,944549,944875,945063,946141,946179,947496,947504,949203,949454,949489,950771
231988,888912,889291,889497,889629,889888,889913,891188,891209,891396,891447,892528,892547,893428,893593,894301,894498,894651,894848,895358,895626,896329,896438,897232,898257,989158
24219,678509,869980,869991,870410,870609,870821,870983,872773,873526,873663,874636,875038,875134,875873,877182,877955,878146,879715,879996,880195,880367,880479,880634,881947,882044,928325
27909,267742,445232,901531,902837,903099,903839,904366,904408,912067,913533,914109,914475,914854,914864,915347,916015,916040,916353,916529,916669,917007,917582,918644,918818,918985,920296
66165,829681,831313,831464,831499,832158,832487,832610,833049,833481,834297,835366,835484,835622,835638,836026,836449,836861,838007,838562,838772,838985,839043,839247,840203,840597,841693,858391
283793,816805,817045,817197,817428,817596,818515,818817,818947,819347,819484,819800,821224,822092,822714,822905,823172,823558,823835,824466,825592,825899,826517,826532,827401,827561,827992,996916
425739,427799,531104,632860,853375,853405,853854,855137,855187,857199,857614,857670,858711,858768,859707,860618,861287,861324,861344,861589,861620,862000,862515,862775,863832,864363,865496,866258
23467,45917,221360,611895,628783,850499,851064,857699,866675,867269,868096,868524,882174,882257,882522,882660,882751,883035,883255,883306,884643,886379,887346,887667,888024,898472,898768,898896,899747
26769,94940,611610,812640,814416,814901,816376,816611,828976,841970,842345,842899,843415,844222,844273,844432,844905,845637,845668,846001,846464,846532,846824,847005,847326,847692,848046,900034,900221
1243,44017,165560,563678,567620,801435,801642,801750,802959,803319,803669,804271,805235,805250,806281,807391,809461,809809,809925,810048,810196,811156,811701,811881,995693,996252,996710,997192,998229,999577
73874,752037,766596,767136,768338,768644,768850,768898,769226,769373,769559,780447,780783,781528,781580,781821,781901,782968,784315,784319,784437,784454,785086,786546,786869,788117,788650,788762,788823,789213
977,625099,752203,752297,752445,752467,752859,752866,753214,753359,753651,753657,754021,754488,754622,754765,755454,755521,756650,756839,757590,757829,758161,758490,758546,758878,759957,760348,760361,760604,864932
85406,148177,686938,769568,769785,770279,770827,770885,771209,771226,771450,771667,772434,772839,773849,774446,774543,774670,774711,775872,776095,776107,776330,776339,776586,776994,777900,778343,778563,780055,829057
123359,737854,738478,739153,739430,739680,739725,739956,740669,740789,740910,740968,742041,742864,743431,743476,743754,743822,744664,744896,745015,745409,745684,745782,746057,746223,747023,747825,748815,748971,976427
546660,724535,724663,724667,725579,726281,726534,726563,726819,727039,727286,727419,727770,727819,727954,728179,728653,728718,728949,729140,730030,730424,731043,731847,732051,732605,732612,733362,734745,735332,967872
10384,86537,510841,656918,657417,657612,658479,658555,658717,659387,766440,790125,790226,790981,791135,791305,792013,792165,792325,793587,794119,794522,794739,794783,794888,795599,796012,796366,796535,796590,796679,797169
450325,678772,679044,679063,680245,680299,680447,680924,697536,712656,712839,713397,713409,713882,714486,714579,717154,717350,718079,718444,719191,719319,719625,720914,720927,722069,722255,723367,723413,723474,723627,942039
561718,697675,697777,697852,697974,698137,699645,699910,700071,700473,700729,701540,701752,701951,702241,703233,704295,704777,704816,704845,705471,706046,707462,707591,707810,707936,710414,711158,711254,712134,712168,972295
2276,7192,325878,590755,659366,735485,735523,735613,735638,735666,736591,736689,737218,750027,750282,750919,751487,751577,751790,752084,760949,760987,761852,762569,762684,762768,763382,764112,764176,764230,764285,764331,764769
305416,338446,345404,681115,682706,682958,683820,684152,684217,684850,685250,685947,687148,687229,687380,687654,689969,690500,690578,690642,691590,691769,692052,692714,692845,693287,694262,694813,695932,696067,696341,696952,697333,971812
105899,275213,659512,659622,659711,659788,660465,661841,662540,662958,664331,665124,665385,665577,665648,666287,666338,668667,669752,670704,671697,671742,673009,673125,673409,673490,674212,674455,674738,675539,677134,721298,723929,724090,735921
435366,634559,634600,636053,636283,636478,636713,638275,639097,640101,640243,640783,641619,642068,643005,643118,643354,643418,644262,645584,646014,646169,646944,647405,647908,647912,648720,649555,649740,650059,650255,650278,650422,650793,975997
9202,95355,528129,549791,620220,620682,621471,621485,622092,622535,622836,623046,623335,623369,623425,623456,624905,626622,626629,626632,627966,627977,628149,628273,628357,628583,628762,628934,629795,629821,630386,630454,630543,630681,630931,631035,631234,796052
99768,595018,595069,595268,595396,595452,595458,596424,596472,596781,598032,598377,599313,599992,600417,601078,601747,602077,602322,602566,603138,603473,603886,604386,604607,606285,606803,606906,607169,607583,607921,608471,609465,609981,609993,610148,610243,865665
18849,127159,165884,166251,506575,613189,613247,614173,615051,616102,616152,616717,616785,618487,619390,619776,619899,620116,631553,633367,634108,634339,650831,650866,651122,652344,652617,652707,652812,653128,654531,654716,655260,655297,655439,655468,655852,656373,656618
17606,332764,570840,571010,571119,571617,571902,572483,572564,572714,572969,573103,573409,573591,574312,574428,574547,574577,575689,576354,578276,578566,579338,579431,579660,579768,581365,581375,582587,582593,582871,584493,584516,585678,585917,585925,586556,586630,586938,913069
56561,245751,531227,531438,531480,535173,541547,549140,549291,549476,549687,549721,549734,550394,550494,550747,551787,553009,553986,554066,554653,554792,554952,555024,555211,555814,556043,556449,556497,556865,557556,558178,558771,559437,559512,559806,560327,560342,560873,561288,561828,804223
64222,91053,187023,245080,277471,314402,568151,568326,568349,569138,569481,569928,570133,570310,570729,570788,570813,587674,587867,588116,588619,588869,588922,589623,589968,591007,591293,591581,592014,592115,592779,593208,593310,593588,593928,594509,594707,594838,594902,598737,797464,798115
10607,245321,531553,532101,532313,532508,532642,533381,534277,534576,534751,535168,536071,536174,536369,536439,536754,536878,537155,537176,537389,537857,538068,538892,539085,540281,542511,542743,543271,543433,543644,544340,544717,544744,545032,546097,546580,547409,547820,548234,548377,548698,811714
16892,396633,501456,510371,510766,512070,512156,512360,512662,513198,513272,513349,513528,513557,513849,515483,515603,515677,515815,516531,517064,517633,518343,518933,519122,519330,519615,519655,521876,523204,523795,523922,525061,525690,525916,526009,526146,526526,526937,527179,527315,528237,529580,970834
9,2130,6247,9516,10421,27469,115453,126688,141749,176346,261416,293299,303623,304760,319327,333366,416787,421610,431629,482164,494298,507511,512877,515990,571743,581374,589867,639030,646793,699329,721811,722988,730581,763004,766906,837153,840046,847204,867219,867468,898560,907201,969342,972930,997916
12,4098,9764,18190,31958,36926,44028,87363,118738,172658,178717,197239,216331,240606,268433,296247,353373,424556,484875,505728,506997,574439,578316,594095,609049,613895,665403,674295,699271,708920,732751,734130,734479,740444,782776,784309,816587,827730,843626,898206,925239,955499,972331,992196,998327
18,24161,27218,28482,44676,51244,57220,57717,68648,77532,108434,113335,123160,130823,236109,332759,356718,387028,412890,460387,481512,497679,581238,609922,627604,629264,648169,673755,697727,729655,785335,786870,818740,851149,867086,872891,878942,894079,911954,918879,937146,939928,962347,970235,982485
112,22263,28776,61717,64235,83572,165224,221120,245727,255124,261025,282292,292668,326951,345407,372593,394116,405160,416121,431461,447755,471754,513704,516423,546343,551726,560391,571864,595797,644255,672622,689968,726719,736152,779253,788336,804319,828423,882438,897184,912411,931910,936266,978565,992908
115,22697,27491,55121,66372,87175,126704,136331,142831,152114,194257,203825,235680,260565,271684,284440,316648,337227,342127,455763,469396,552707,572082,581215,604239,618523,619872,639904,686813,695675,713064,727295,754890,770207,791109,832632,848468,879730,909881,911448,936776,939652,940619,942493,995293
180,7119,40760,86876,93160,138351,145311,147979,181558,192245,207447,210740,214252,243565,250862,262197,308319,376215,405910,486981,556428,558576,563203,611242,633250,633571,639491,641785,656636,675717,680578,688783,752034,756494,759294,768007,801185,822175,867063,893411,908677,914482,936279,939520,995242
206,5930,13510,40334,49239,68172,103478,105834,120427,127007,191003,246263,275163,304569,318937,322617,379147,410061,413829,455715,518411,537339,539756,560891,588779,629593,682080,684635,686069,698469,714515,722420,737735,766452,794166,800592,811630,820879,845147,849726,871397,906238,959993,984020,990777
249,52104,91300,105214,119774,121244,190264,218704,234321,238064,253417,257036,266100,313472,314429,326706,338589,403413,414934,419969,428041,462302,531343,547612,564973,571271,629502,635039,643959,666925,671593,695028,702787,734283,738665,739865,787083,810394,853679,857201,902758,925088,937296,952246,984914
266,3330,6143,16039,17581,43042,56217,90309,110489,131101,154890,209910,212491,212635,223611,283831,284650,338573,343321,417979,471626,487202,610235,638541,660949,677474,700243,716149,719706,734818,764911,778643,785723,806008,807158,807985,865160,871167,877262,877395,929224,962035,978742,979200,989186
291,1605,3313,15332,26120,39339,71185,78215,152321,152474,222643,228795,248483,299191,357359,362181,371488,428518,480163,487134,487737,506429,509126,517113,524957,573504,592097,610150,614307,681276,698563,758743,770663,819183,830878,848656,867445,895019,908635,912117,916443,923773,928014,954354,977818
333,15942,37934,40907,83434,90086,98729,122173,175861,188410,192311,262710,275724,315003,329738,335644,336791,357891,387787,402120,404539,459688,525306,529907,538711,641537,641793,665123,677296,729102,736029,782363,784900,797792,813537,815571,817875,835645,863101,864060,879348,924133,955889,957766,962611
376,13199,31370,35283,124109,150002,152267,157284,178456,192709,204167,273468,309834,314087,367543,398963,412019,424842,434744,440068,477114,501028,520642,522382,526736,535134,541617,566423,628202,638550,645710,651779,682395,685359,828943,833078,853370,874964,885185,907449,908249,920317,922644,981769,999321
381,30625,59201,66460,71632,73594,80454,172703,173510,175635,222680,225677,274574,294400,296534,339441,360469,398384,401339,425848,432157,495038,516958,560784,577619,581772,584738,590092,652058,659430,677580,695998,718814,719475,806977,848688,862818,875001,883438,909825,943854,959463,967316,994421,995295
389,11338,43215,67536,101186,129582,139833,165033,174921,197809,221485,260815,315163,328723,344157,346205,427695,445854,480483,507117,523456,538618,541711,541762,577097,602343,610886,640015,647443,676358,681223,700501,703902,721405,723147,730333,730465,792576,806654,818119,888068,917629,918643,927772,984485
395,3106,6443,34604,71822,118019,119924,128363,150303,194296,202259,227239,244091,269912,285047,300285,324904,326020,391825,421423,451085,453313,483717,576887,598053,618221,633719,656360,659514,698430,750997,760521,788664,826941,845535,851550,852995,867193,868544,877673,882704,919406,939213,976585,995050
402,8831,45914,84050,128854,145248,167376,183250,185036,202218,218445,292397,325674,381989,386440,389772,438667,443999,459829,468334,481908,514563,536176,554185,560233,568278,570723,584668,591233,596150,613557,643605,668033,682371,710253,740907,758091,796944,848712,890835,937972,949510,956718,956830,983970
630,42707,48746,56136,65928,67145,102371,123322,181098,201202,203397,225209,236449,263850,268696,331135,333503,351934,415105,440713,464278,469161,578648,584661,591850,648929,661766,684266,690963,696065,719413,743069,757372,769750,789446,801179,833321,864199,871694,875316,880950,910872,919608,938089,949009
658,14809,22990,36692,107759,139320,153917,187301,202267,226759,231832,267885,318859,324215,351879,377086,398349,435796,445284,477256,490564,503872,536227,556040,569020,595720,611539,617849,634225,648926,681179,692035,696609,726402,737299,776014,782712,816858,825340,834306,870160,910470,917178,923287,978406
752,9489,37419,51164,63660,99700,171596,191348,204410,257689,265657,275044,296907,301339,324704,326156,330854,371439,401455,404598,437397,455225,476841,483729,515993,547582,569147,580969,607685,639664,687867,748517,762050,783967,808483,869894,874328,889756,894284,902629,908465,921848,961764,962349,977337
754,22236,30657,53279,62899,91195,101080,109959,172611,184009,220163,221615,254153,258398,258827,294180,359540,389091,470294,483740,518879,523393,525502,534245,538335,542618,586138,697070,701954,705508,715196,732371,756927,773512,790354,794106,794657,812766,864550,878934,938281,945283,970929,983334,989628
759,4199,12063,16262,19694,43591,59328,78490,141221,157062,211578,243341,246052,299699,320214,363781,366252,374571,413144,424081,429145,436411,440471,504955,649262,676472,694036,714665,715164,717135,734065,758826,761866,784546,789415,804171,815378,844557,871148,878476,954605,955592,964043,965804,997560
764,46927,57499,68278,96158,135295,143288,152322,157985,167626,186546,195959,197754,220798,268330,270149,289578,313919,315858,351286,418626,501355,548512,580941,597351,651789,664167,676181,681479,695224,700601,702211,703336,795850,845733,847224,848406,907854,909545,926855,935813,954567,960397,978504,984310
812,40174,54113,58073,70958,114130,114796,116695,124207,151465,180954,190675,236314,271235,432198,440586,452527,460184,510066,526201,531092,531670,538008,566354,589235,624852,653403,681808,685571,685724,698254,698858,727452,729396,737818,769905,772264,786170,831254,837930,841915,858623,886592,899175,943464
835,78920,137801,144512,161380,165356,186085,197795,223833,255125,286785,293448,298357,304474,329222,340491,388507,399179,408460,414663,433225,449174,537156,542516,552109,580582,617953,629303,632979,639720,652457,658693,738763,759896,762062,800199,805965,808609,811761,815245,817979,824651,827772,946140,993013
