1,8,124,940,956,971,1000
1,8,124,940,956,971,1000
1,8,155,909,956,971,1000
1,26,138,908,956,971,1000
1,26,138,908,956,971,1000
1,26,138,908,956,971,1000
2,61,322,836,910,927,942
2,79,94,895,958,973,999
2,79,94,895,958,973,999
2,79,305,866,895,911,942
2,109,305,836,895,911,942
2,126,498,820,836,852,866
2,220,403,821,836,852,866
2,287,338,820,836,852,865
2,287,338,820,836,852,865
3,30,95,943,959,973,997
3,30,95,943,959,973,997
3,30,95,943,959,973,997
3,30,95,943,959,973,997
3,62,79,927,958,973,998
3,62,79,927,958,973,998
3,62,79,927,958,973,998
3,62,79,927,958,973,998
3,62,79,927,958,973,998
3,62,79,927,958,973,998
7,123,235,878,892,925,940
8,92,533,819,834,850,864
8,92,533,819,834,850,864
9,28,93,941,957,972,1000
9,28,93,941,957,972,1000
9,43,78,941,957,972,1000
9,77,321,865,893,909,926
9,77,321,865,893,909,926
10,43,78,941,957,972,999
10,43,78,941,957,972,999
10,43,78,941,957,972,999
10,43,109,910,957,972,999
11,45,537,822,837,867,881
11,62,340,854,895,911,927
11,482,644,691,708,724,740
11,498,628,691,708,724,740
12,62,324,867,895,912,928
26,92,304,850,893,909,926
27,43,337,851,893,909,940
27,60,321,864,893,909,926
28,109,253,879,894,910,927
28,109,253,879,894,910,927
42,76,515,819,834,850,864
43,77,287,865,893,909,926
43,78,270,879,894,910,926
43,78,270,879,894,910,926
43,78,270,879,894,910,926
43,155,689,752,771,787,803
43,156,417,819,835,851,879
44,206,629,754,773,789,805
44,206,629,754,773,789,805
45,95,482,821,837,854,866
45,95,482,821,837,854,866
45,142,419,822,837,854,881
45,157,675,755,773,789,806
45,174,404,821,837,853,866
59,415,672,688,706,722,738
60,77,269,865,894,909,926
61,305,517,753,772,788,804
75,203,611,752,770,786,803
77,172,356,819,834,864,878
79,127,206,854,895,911,928
92,123,672,752,771,787,803
92,171,370,819,834,850,864
93,124,385,819,835,865,879
93,155,371,819,834,850,878
94,126,659,754,773,789,805
94,372,417,753,772,788,804
94,386,403,753,772,788,804
107,155,626,752,770,787,803
107,171,611,752,770,786,803
109,206,498,772,789,805,821
109,254,517,754,772,789,805
110,126,387,821,837,853,866
110,127,358,821,837,866,881
110,157,357,821,836,853,866
110,157,357,821,836,853,866
110,157,357,821,836,853,866
124,155,337,819,835,851,879
124,155,337,819,835,851,879
125,357,659,690,707,723,739
125,357,659,690,707,723,739
125,357,659,690,707,723,739
126,141,357,821,836,853,866
126,141,613,754,772,789,805
126,156,599,754,772,788,805
126,156,599,754,772,788,805
126,339,674,690,708,724,739
139,252,496,752,771,787,803
140,155,321,819,835,851,879
140,402,599,690,707,723,739
141,173,567,754,772,788,805
141,322,674,691,708,724,740
