1000,1000,1000,1000,1000
495,901,901,901,901,901
385,923,923,923,923,923
25,995,995,995,995,995
5,999,999,999,999,999
324,406,854,854,854,854,854
363,435,550,913,913,913,913
205,405,554,959,959,959,959
332,778,778,778,778,778,778
7,386,784,823,1000,1000,1000
100,616,748,884,884,884,884
75,420,901,901,901,901,901
453,454,465,907,907,907,907
84,206,942,942,942,942,942
25,163,832,995,995,995,995
2,4,832,832,832,832,833,833
38,134,443,633,938,938,938,938
22,256,467,504,751,1000,1000,1000
20,261,282,887,887,887,888,888
242,285,333,700,860,860,860,860
55,437,501,596,597,938,938,938
450,650,650,650,650,650,650,650
142,170,654,654,845,845,845,845
131,154,584,655,869,869,869,869
158,230,619,619,670,796,954,954
9,713,713,713,713,713,713,713
66,274,369,738,757,932,932,932
71,371,418,700,860,860,860,860
144,214,441,725,869,869,869,869
209,279,407,569,884,884,884,884
19,265,315,632,914,947,947,961
1,186,560,561,923,923,923,923
126,176,185,809,926,926,926,926
23,49,78,970,970,970,970,970
2,4,24,994,994,994,994,994
4,4,6,21,993,993,993,993,993
16,234,438,712,712,712,712,712,752
2,20,217,289,668,951,951,951,951
11,12,17,24,987,987,987,987,988
55,195,393,394,612,675,764,937,975
56,66,228,424,562,916,916,916,916
55,77,269,372,649,712,904,981,981
94,95,119,362,481,962,962,962,963
26,63,107,443,801,890,890,890,890
71,113,242,429,429,929,929,929,929
55,101,116,163,895,895,895,895,985
28,117,155,380,864,864,864,864,864
33,107,141,264,627,957,957,957,957
142,204,398,417,417,688,824,955,955
193,312,435,435,558,650,677,870,870
119,239,362,404,456,855,855,855,855
124,344,344,502,518,606,854,854,854
40,60,150,323,528,959,980,980,980
200,600,600,600,600,600,600,600,600
62,91,409,542,604,730,854,854,854
26,156,230,437,604,874,874,874,925
75,95,230,545,668,668,811,954,954
69,171,680,680,680,680,680,680,680
22,34,59,289,688,977,977,977,977
21,30,707,707,707,707,707,707,707
136,199,289,450,785,785,785,785,786
84,90,111,430,789,859,879,879,879
206,209,290,418,461,820,836,836,924
3,322,323,386,485,868,871,871,871
133,156,524,525,569,592,727,887,887
59,145,168,532,532,891,891,891,891
6,103,189,233,885,896,896,896,896
4,220,327,409,440,900,900,900,900
9,77,129,220,913,913,913,913,913
64,73,149,443,611,915,915,915,915
56,96,171,187,788,925,925,926,926
4,29,54,283,926,926,926,926,926
23,49,185,419,564,940,940,940,940
3,106,205,268,582,959,959,959,959
66,134,217,218,525,960,960,960,960
67,83,223,279,468,970,970,970,970
6,59,66,303,671,973,974,974,974
12,21,31,66,974,974,974,974,974
19,43,67,195,779,974,974,974,975
1,30,42,45,976,976,976,977,977
20,55,145,154,686,985,985,985,985
9,12,22,27,986,986,986,986,986
26,45,166,167,632,991,991,991,991
14,115,385,498,498,499,997,997,997
3,15,41,203,408,408,964,986,986,986
4,72,114,344,361,661,817,875,876,876
7,7,8,15,248,868,871,992,992,992
11,20,58,495,570,614,651,719,912,950
12,12,47,57,812,812,812,812,812,812
13,95,144,222,393,619,844,890,890,890
16,160,387,412,449,532,571,824,824,825
19,30,157,184,187,649,803,990,990,991
20,84,119,139,143,899,899,899,899,899
21,146,195,341,347,594,675,816,886,979
28,83,84,146,412,412,958,959,959,959
27,34,34,201,387,617,773,965,979,983
34,132,283,338,346,423,492,984,984,984
35,189,255,412,447,448,493,747,987,987
2,35,85,136,280,646,939,939,952,986
21,39,269,388,403,537,537,890,952,964
42,76,94,326,533,652,676,808,808,985
41,44,253,491,495,551,761,763,771,830
45,251,293,308,440,453,496,813,907,994
51,93,182,196,327,500,891,920,920,920
58,186,188,318,435,451,509,936,937,982
59,69,78,93,423,738,885,885,885,885
53,63,118,145,487,607,766,843,953,965
11,43,66,140,790,790,790,790,790,790
67,162,227,251,362,665,665,867,867,867
74,125,172,391,485,529,806,806,806,806
43,75,198,333,596,596,596,821,834,908
89,104,172,258,552,599,654,679,915,978
54,81,90,605,695,695,695,695,695,695
12,92,110,270,383,665,867,867,867,867
89,94,286,302,314,783,783,783,783,783
95,251,291,336,402,417,743,743,743,979
98,134,233,325,554,588,588,652,853,975
16,33,98,128,316,631,943,945,945,945
72,100,149,150,182,614,883,950,950,950
19,47,61,100,134,915,915,915,915,979
20,101,203,396,413,547,830,830,830,830
70,103,178,179,258,683,705,893,946,985
107,145,253,345,371,576,740,740,855,868
111,115,347,376,385,524,533,793,908,908
42,112,286,340,431,469,692,845,846,937
61,112,302,380,413,437,577,817,946,955
113,113,239,239,682,682,682,682,682,886
38,115,133,295,390,724,740,855,855,855
23,116,125,355,372,797,797,797,797,821
73,78,117,148,309,490,871,965,966,983
119,192,324,324,427,607,648,731,776,852
7,90,120,154,549,690,731,825,837,997
24,35,68,120,462,571,788,977,977,978
32,37,84,121,130,718,969,969,970,970
124,163,279,336,367,560,632,633,953,953
61,127,437,437,438,438,501,681,940,940
98,128,265,340,439,463,630,801,889,947
72,130,286,359,441,454,572,822,927,937
6,100,131,308,315,398,744,999,999,1000
1,22,52,131,398,408,997,997,997,997
65,73,82,131,662,723,727,809,847,881
80,131,258,338,339,355,804,825,935,935
137,209,371,527,527,528,528,547,770,856
31,137,286,378,392,488,702,747,843,996
128,137,269,357,583,611,627,627,712,949
4,51,138,248,415,729,816,866,866,867
30,138,417,431,664,664,664,664,664,664
138,155,224,360,361,386,844,844,844,844
7,41,43,89,121,140,190,443,693,742
41,140,315,432,435,468,530,803,846,990
29,99,141,342,362,722,764,847,847,847
11,45,71,144,546,617,645,964,964,993
128,145,360,386,483,511,571,647,883,886
20,46,149,175,345,816,862,862,862,863
61,78,151,189,380,721,855,855,855,855
59,152,284,403,567,567,646,677,677,968
130,152,159,356,529,688,688,688,755,855
74,83,153,304,362,380,911,911,911,911
5,111,153,368,552,552,584,877,878,920
54,155,277,289,453,453,679,880,880,880
84,141,155,199,220,593,800,898,927,983
160,160,240,548,549,549,549,549,759,937
123,164,290,412,412,412,710,710,808,959
50,71,164,395,474,494,647,864,879,962
53,165,260,266,332,514,739,816,895,960
39,165,245,261,497,550,704,704,901,934
60,165,166,384,385,768,768,768,768,768
169,276,308,313,477,499,668,668,668,954
94,111,170,197,367,632,633,932,932,932
173,216,316,454,468,542,593,593,705,940
94,175,251,456,456,576,618,731,801,842
104,120,130,177,605,626,709,709,910,910
35,64,179,180,447,465,892,895,895,948
181,241,301,362,602,602,602,603,661,845
30,182,191,311,486,511,690,836,836,927
107,182,202,203,324,539,860,861,861,861
181,182,183,183,349,357,866,866,902,931
39,79,183,370,569,752,752,752,752,752
11,120,155,183,307,544,869,895,931,985
132,184,269,362,389,612,617,651,892,892
109,189,277,331,401,559,687,787,788,872
68,189,200,320,418,459,780,810,878,878
51,131,147,180,190,672,784,931,934,980
111,112,190,314,592,600,628,771,771,911
71,194,234,375,376,750,750,750,750,750
84,94,95,194,194,488,932,973,973,973
114,165,195,295,392,536,757,784,784,978
153,195,201,285,314,400,863,863,863,863
196,284,314,319,380,531,744,744,744,744
176,201,201,603,603,603,603,603,603,804
83,204,245,365,430,443,474,871,904,981
44,87,204,408,408,596,809,814,815,815
45,162,205,291,318,456,871,884,884,884
128,197,206,264,383,383,757,894,894,894
40,207,207,275,275,359,835,880,961,961
26,208,214,275,455,639,729,777,804,873
186,208,223,391,548,638,638,670,749,749
120,141,208,218,472,520,679,847,881,914
96,126,131,180,209,739,796,797,947,979
54,209,212,402,402,444,598,893,893,893
201,213,213,284,325,533,657,858,858,858
46,69,135,214,365,656,870,871,871,903
108,114,120,215,223,748,771,794,953,954
43,149,218,400,417,461,545,922,922,923
111,207,223,270,337,526,556,860,912,998
52,140,226,293,392,617,750,843,843,844
26,88,227,414,568,568,569,610,965,965
104,173,227,241,460,535,558,900,901,901
85,227,253,495,500,500,501,672,829,938
7,21,83,118,227,722,955,955,956,956
23,171,229,248,248,616,823,823,846,973
84,123,229,283,341,788,788,788,788,788
231,231,232,232,232,431,798,816,836,961
18,92,232,333,391,413,588,977,978,978
127,233,295,578,578,578,578,578,586,869
145,235,263,266,336,358,801,865,865,866
81,177,235,293,419,420,682,839,927,927
26,84,236,402,490,752,752,752,753,753
41,185,211,236,236,481,902,902,903,903
72,236,339,374,394,631,640,763,767,784
238,393,406,406,406,630,630,630,630,631
239,240,370,375,397,521,643,682,682,851
242,245,246,275,357,495,624,669,857,990
61,242,412,430,443,483,484,611,867,967
219,243,243,332,415,465,512,857,857,857
243,288,316,316,632,632,632,632,632,677
87,153,159,244,526,621,621,863,863,863
245,246,317,367,441,586,596,734,734,734
69,246,354,420,556,556,556,567,762,914
248,315,528,528,528,528,528,528,528,741
93,249,404,406,424,456,603,623,871,871
13,71,181,209,249,429,962,962,962,962
53,182,221,251,377,408,542,988,989,989
137,148,252,395,396,462,462,824,962,962
14,49,121,256,482,592,746,808,966,966
184,260,302,320,417,608,628,722,767,792
222,261,351,436,436,436,437,667,877,877
122,229,262,466,490,490,735,735,735,736
47,72,83,262,481,716,776,783,846,934
42,56,69,263,278,460,958,958,958,958
101,261,264,308,405,729,729,729,729,745
148,152,264,369,370,739,739,739,740,740
89,104,174,218,266,501,850,912,934,952
63,175,266,269,384,480,800,810,859,894
51,158,186,267,460,536,751,803,846,942
132,181,241,267,305,534,694,784,931,931
163,204,268,328,397,423,780,780,780,877
73,268,288,403,418,560,570,752,783,885
158,268,350,525,526,526,526,526,685,910
217,252,267,269,269,269,806,806,864,981
172,189,266,273,455,729,729,729,729,729
193,199,201,255,276,604,635,879,879,879
83,100,105,279,508,730,798,799,799,799
61,183,281,461,477,669,669,669,669,861
4,183,185,285,473,499,822,831,832,886
45,93,285,429,430,473,533,856,856,1000
164,231,231,287,294,469,756,756,862,950
64,116,246,290,579,599,657,690,820,939
240,241,292,331,331,583,671,671,748,892
13,79,281,294,562,733,733,733,733,839
99,198,295,477,477,477,478,669,876,954
136,153,165,295,513,569,575,864,865,865
88,134,296,308,343,484,704,705,969,969
91,173,287,296,379,446,813,813,813,889
40,263,277,299,299,300,828,898,898,898
62,104,304,331,484,527,609,671,934,974
64,143,255,305,307,504,667,851,952,952
50,96,307,321,378,378,518,984,984,984
163,164,266,312,433,513,524,733,946,946
43,210,212,315,421,421,649,879,893,957
265,315,316,316,316,316,631,631,947,947
116,311,319,363,364,619,727,727,727,727
102,268,274,319,446,446,520,776,893,956
1,160,320,373,414,415,829,829,829,830
233,319,320,407,529,581,639,639,639,694
35,166,227,252,323,324,918,918,918,919
213,239,325,424,425,460,507,610,850,947
221,327,331,344,345,504,689,689,689,861
84,85,328,347,571,626,666,666,666,961
184,328,344,374,375,448,619,776,776,776
134,165,172,200,329,800,800,800,800,800
105,141,157,313,330,431,785,785,971,982
87,300,329,330,659,659,659,659,659,659
319,331,358,434,434,434,614,637,668,771
8,30,81,324,326,331,975,975,975,975
117,332,335,520,563,576,576,576,576,829
51,103,169,332,473,674,799,799,800,800
14,77,108,246,333,511,723,996,996,996
136,241,305,334,394,493,594,834,834,835
30,147,332,333,334,481,585,823,963,972
321,334,334,335,335,494,601,669,670,907
15,23,43,314,334,827,827,827,827,963
103,262,306,335,457,666,666,667,667,871
2,338,357,357,376,714,714,714,714,714
44,65,271,338,339,339,801,888,935,980
157,184,252,252,340,691,692,718,718,996
10,64,294,341,471,614,736,736,736,998
32,38,185,342,619,651,657,800,836,840
83,133,280,345,466,507,657,723,870,936
67,202,338,338,339,346,507,954,954,955
33,270,271,349,490,496,634,700,772,985
96,119,131,350,350,646,810,810,810,878
126,169,171,193,229,353,932,932,932,963
126,182,195,353,357,494,658,659,988,988
358,358,358,358,434,435,536,689,716,758
182,225,226,358,570,574,575,629,677,984
202,220,254,274,342,359,538,918,944,949
192,259,267,324,347,360,584,855,861,951
279,364,364,364,372,413,440,727,728,949
115,164,202,367,520,535,664,745,746,942
165,201,222,292,369,433,647,856,882,933
146,363,371,372,432,433,456,661,829,937
102,106,251,372,426,433,498,919,924,969
3,26,42,69,373,605,966,972,972,972
83,153,275,373,569,569,569,580,884,945
138,186,373,374,383,560,746,746,747,747
47,194,340,374,387,470,496,776,924,992
376,376,376,377,377,377,547,610,753,831
187,226,229,290,378,646,646,686,802,910
33,216,216,380,382,733,756,761,761,762
68,125,168,382,383,688,751,751,775,909
149,243,267,382,382,585,700,764,764,764
2,15,121,383,384,589,831,831,894,950
59,94,384,385,399,576,726,727,769,881
211,272,279,351,386,455,647,717,841,841
215,299,377,387,531,531,532,545,664,919
358,388,390,428,445,503,589,628,628,643
38,261,335,388,389,389,583,778,867,972
96,210,222,391,407,613,613,613,917,918
74,132,244,255,393,470,549,961,961,961
118,125,202,352,367,394,795,795,920,932
257,292,394,443,453,557,651,651,651,651
59,78,210,226,396,568,568,965,965,965
28,81,395,396,396,396,777,777,792,962
75,99,241,376,396,396,539,959,959,960
182,187,368,398,398,577,679,737,737,737
41,84,183,398,398,712,796,796,796,796
32,110,260,274,398,703,703,840,840,840
175,215,398,412,512,513,601,601,659,914
145,146,221,306,400,576,591,746,922,947
136,177,402,402,402,472,710,715,781,803
156,220,357,406,406,406,472,859,859,859
164,348,407,407,407,407,631,701,764,764
25,154,228,239,258,407,830,886,986,987
7,107,155,408,430,497,792,815,816,973
118,140,350,409,510,510,545,552,878,988
70,219,222,305,399,410,796,816,819,944
65,143,217,416,417,612,677,677,782,994
33,47,85,379,417,657,792,792,816,982
198,236,253,282,419,454,723,777,777,881
57,65,340,420,584,585,585,585,873,906
83,157,188,318,420,585,655,776,882,936
49,132,328,421,543,543,544,645,842,953
41,234,258,286,422,548,674,674,878,985
156,217,324,422,481,622,622,623,642,891
43,175,276,343,423,668,722,722,722,906
68,336,424,424,424,424,424,780,848,848
50,214,296,330,425,593,593,739,835,925
27,212,230,246,425,639,768,816,816,821
249,283,303,304,315,427,484,757,939,939
341,427,427,427,427,427,428,494,641,961
288,428,428,428,428,428,429,429,856,858
126,305,431,431,431,431,432,585,862,966
41,196,432,450,621,621,621,621,622,775
162,198,433,462,500,601,661,661,661,661
76,170,204,434,486,690,690,690,690,870
48,126,394,437,500,537,539,545,937,937
116,334,362,383,410,439,704,704,740,808
101,439,439,439,439,439,439,537,750,978
108,439,440,440,440,440,574,597,605,917
189,241,281,325,388,442,468,885,885,896
56,247,396,406,406,442,663,690,715,979
200,229,239,331,349,442,635,757,909,909
36,100,362,407,442,526,685,814,814,814
4,39,280,366,367,442,734,884,942,942
135,174,230,230,264,443,881,881,881,881
1,12,87,443,472,472,546,989,989,989
317,318,445,475,475,475,476,477,748,794
252,323,413,445,497,497,497,525,611,940
67,207,279,326,443,445,567,786,913,967
90,131,243,371,414,448,723,723,897,960
27,85,241,372,449,624,673,725,824,980
79,143,170,364,452,758,758,758,759,759
30,44,119,422,452,452,540,980,980,981
247,396,454,454,454,454,454,547,681,859
61,178,328,454,471,546,689,742,755,776
92,246,342,426,454,634,634,635,722,815
90,122,151,455,548,618,632,713,714,957
154,458,458,458,458,458,458,466,761,871
153,154,318,460,460,460,497,723,778,997
119,244,292,440,461,461,461,678,922,922
5,58,216,232,462,585,692,882,934,934
234,286,364,463,463,464,464,694,749,819
107,185,205,464,552,639,639,736,736,737
161,258,327,328,351,465,739,739,816,816
245,465,465,465,465,465,465,574,575,816
312,343,382,465,466,487,488,494,659,904
192,246,280,281,281,466,682,720,916,936
83,185,208,467,676,676,676,676,676,677
24,228,468,468,468,477,673,673,692,829
90,131,209,361,468,671,671,672,847,880
52,86,125,468,592,731,731,731,731,753
174,275,408,408,436,469,578,655,755,842
390,390,390,390,390,391,470,595,749,845
152,208,470,471,542,547,637,637,637,699
60,161,316,472,472,473,473,822,822,929
4,93,129,297,476,593,743,798,919,948
14,220,317,461,477,557,621,777,778,778
42,62,103,168,404,479,904,946,946,946
157,166,209,478,480,480,494,632,946,958
105,171,445,465,474,481,575,688,760,836
84,85,144,328,482,482,494,966,967,968
75,232,419,420,484,559,559,574,839,839
97,115,486,486,487,487,503,693,823,823
80,211,352,421,422,488,702,703,703,918
104,215,252,453,489,489,489,644,924,941
31,87,177,275,382,489,745,862,976,976
95,118,125,490,575,584,633,654,745,981
48,65,285,305,370,494,819,819,868,927
21,99,295,321,444,495,711,817,817,980
98,206,323,495,495,495,496,585,817,990
170,172,210,397,429,496,498,633,997,998
96,188,267,417,499,569,599,740,760,865
22,189,209,308,502,711,711,711,712,925
23,43,120,188,502,504,905,905,905,905
88,362,383,414,472,502,504,504,866,905
216,368,368,369,505,505,551,552,737,829
60,80,123,230,387,505,865,916,917,917
1,6,9,473,506,689,776,846,847,847
94,368,397,450,505,506,506,506,787,881
24,35,41,209,444,507,901,902,965,972
41,75,380,507,619,621,621,621,652,863
286,401,511,511,511,511,511,511,511,736
168,258,478,480,512,576,632,632,632,632
372,514,514,514,514,514,514,514,515,515
27,29,122,481,509,515,600,805,929,983
365,515,515,515,515,515,515,515,515,515
181,213,515,515,516,516,516,516,648,864
348,378,516,517,517,517,517,517,586,587
138,381,518,518,518,518,518,518,519,854
325,519,519,519,519,519,520,520,520,520
4,166,207,249,438,446,520,980,991,999
173,300,342,431,520,520,520,521,746,927
56,169,367,431,442,521,527,584,951,952
1,22,71,403,521,734,735,735,889,889
24,59,365,444,522,548,548,801,809,880
35,113,312,523,558,558,725,725,725,726
88,226,354,355,457,523,561,744,821,871
39,80,95,235,431,528,871,871,884,966
168,318,439,440,523,524,524,529,648,887
94,337,405,529,529,529,529,529,653,866
16,91,304,408,530,553,696,706,730,966
101,292,364,367,461,512,530,619,876,878
136,256,309,530,530,530,586,593,685,845
81,337,393,416,416,417,531,615,894,900
33,139,298,307,531,532,652,773,806,929
74,187,533,534,534,534,535,535,651,883
147,228,271,280,368,536,550,839,839,942
120,161,224,281,283,537,537,952,952,953
137,337,419,536,536,537,537,537,621,803
86,90,201,267,537,603,804,804,804,804
13,132,153,199,282,537,921,921,921,921
66,158,283,428,540,705,705,705,705,705
135,360,540,540,540,541,541,541,541,721
187,243,292,297,329,541,673,752,820,866
17,155,323,406,489,542,609,690,773,996
82,105,178,453,544,545,545,638,955,955
108,226,351,360,422,452,545,703,909,924
99,321,322,493,545,644,644,644,644,644
185,239,423,423,545,568,575,579,699,764
157,273,274,533,533,533,533,546,709,909
131,307,352,504,519,539,547,581,736,784
13,18,527,528,547,547,547,547,787,939
64,138,184,372,547,547,787,787,787,787
106,133,247,372,525,549,678,678,734,978
157,248,549,550,550,550,550,550,551,745
148,148,423,551,551,551,551,551,724,802
66,137,370,553,553,553,554,554,818,842
7,42,227,452,554,555,758,758,758,889
82,474,550,556,556,556,556,556,557,557
256,266,559,559,560,560,560,560,560,560
92,371,469,561,561,561,561,561,561,702
118,141,561,561,561,561,562,616,617,702
87,211,421,561,563,563,564,564,564,902
143,153,261,282,403,488,564,902,902,902
259,424,492,493,508,564,565,565,565,565
37,466,468,468,566,566,566,566,591,706
59,65,272,566,566,633,633,634,634,938
368,368,368,381,414,444,448,567,658,984
11,285,392,556,567,567,567,567,567,921
45,123,193,397,442,555,568,846,866,965
208,266,423,459,567,567,568,568,568,806
35,413,413,414,426,569,569,605,726,830
81,215,318,319,468,569,624,752,771,883
186,236,237,255,375,569,754,754,755,879
84,171,327,348,451,470,569,860,860,860
456,456,456,457,457,457,457,457,569,778
220,251,387,570,571,571,571,571,618,670
53,213,375,481,515,571,572,572,717,931
25,272,291,421,463,489,572,616,924,927
64,108,269,327,421,573,733,735,842,928
52,74,109,379,397,573,777,845,897,897
176,224,383,383,575,575,575,575,767,767
99,285,577,577,577,577,577,577,577,577
186,208,546,579,579,580,580,580,581,581
56,101,353,394,423,510,580,748,884,951
117,207,581,581,582,582,582,582,582,604
69,118,299,326,438,582,621,680,882,985
138,182,224,288,388,487,584,765,972,972
104,259,289,289,406,449,584,873,873,874
225,334,388,495,496,496,496,496,584,990
36,108,253,356,363,585,641,850,904,904
91,174,216,577,587,607,607,607,679,855
196,233,235,374,468,516,588,708,771,911
140,258,329,353,441,500,589,655,770,965
17,101,282,442,442,589,683,748,812,884
143,192,385,408,548,560,589,651,727,797
183,210,249,359,584,590,609,634,723,859
37,119,451,591,591,591,591,591,591,847
275,294,297,590,590,590,591,591,591,591
25,149,566,591,591,592,592,592,592,710
75,131,320,592,592,592,592,593,731,782
93,166,540,594,594,594,595,595,595,634
88,241,254,594,614,614,614,642,642,697
101,182,285,288,595,614,643,648,671,973
35,155,226,429,430,595,673,681,859,917
134,196,310,439,596,596,597,597,597,938
12,147,547,547,547,547,548,599,699,807
131,204,468,599,599,599,600,600,600,600
96,96,601,601,601,601,601,601,601,601
144,172,327,423,423,545,602,614,845,905
4,200,466,579,579,579,579,602,659,753
79,199,201,383,602,651,651,660,787,787
29,48,445,604,604,604,604,604,604,854
38,119,251,414,425,605,606,792,793,957
56,218,218,392,565,607,607,607,777,953
29,75,407,412,607,694,694,694,694,694
40,85,155,188,607,648,657,820,822,978
304,359,414,414,414,415,415,608,828,829
98,270,297,386,551,608,608,608,609,965
320,320,406,406,406,605,609,609,610,709
88,161,239,610,610,611,611,611,663,796
110,300,312,611,611,611,611,611,611,612
61,294,315,315,428,611,744,744,744,744
106,212,356,356,611,611,611,611,611,915
113,165,385,419,420,612,612,612,716,946
157,227,374,374,374,374,612,747,835,926
107,182,324,409,468,566,613,673,673,985
185,295,346,448,449,514,614,617,707,825
134,158,565,565,566,566,566,614,633,633
196,215,294,537,613,613,614,614,614,690
97,129,234,363,375,603,615,725,892,967
104,112,175,614,615,615,615,615,755,780
114,127,289,352,445,617,617,617,843,979
58,178,439,617,618,618,618,618,618,618
227,287,288,354,450,618,618,618,618,922
20,199,400,441,619,620,620,620,620,841
42,132,167,410,463,620,620,622,948,976
19,121,281,281,282,620,822,831,831,912
81,83,306,345,421,546,622,662,967,967
2,137,253,309,621,624,625,625,902,902
45,114,290,319,483,625,625,625,902,972
112,171,193,446,594,626,626,627,704,901
72,140,222,290,313,626,704,704,951,978
156,157,275,342,582,582,582,627,718,979
92,132,291,322,605,627,628,628,703,972
39,142,172,447,628,629,629,771,771,772
49,143,151,344,347,630,771,796,870,899
124,216,430,431,431,431,626,630,754,927
14,202,291,291,418,631,631,632,945,945
96,194,352,391,461,461,618,632,873,922
159,218,219,299,412,635,635,635,800,988
146,223,251,300,635,636,636,636,636,901
28,270,332,494,544,637,638,638,638,781
253,361,390,391,415,638,638,638,638,638
85,186,346,501,541,640,640,640,641,780
46,288,427,532,556,587,641,641,641,641
58,225,260,302,642,642,642,642,642,945
132,154,291,301,302,379,642,933,933,933
152,261,266,320,321,603,642,650,795,990
41,47,281,389,402,407,643,873,933,984
94,155,250,643,643,643,643,643,643,643
107,155,383,489,644,644,644,644,645,645
163,238,294,327,391,408,613,644,961,961
35,494,522,522,523,523,523,566,646,646
178,211,304,457,605,649,649,649,649,649
97,258,294,457,649,649,649,649,649,649
69,210,213,469,486,575,649,654,830,845
66,85,141,450,591,651,675,691,804,846
16,257,478,480,583,583,636,651,651,665
142,216,252,287,335,653,653,653,838,971
55,270,350,469,470,471,483,653,860,919
8,202,353,559,565,654,654,654,654,697
201,210,379,398,543,599,599,654,660,757
92,260,307,521,521,522,592,655,655,875
162,251,267,521,522,655,655,655,656,656
33,172,336,337,498,609,657,673,717,968
93,200,222,249,360,657,657,836,858,868
136,198,277,278,552,657,658,658,658,928
69,120,167,320,372,658,659,659,988,988
158,173,238,278,300,593,659,789,872,940
188,189,221,440,660,660,660,660,661,661
119,215,484,484,485,485,627,654,660,787
129,192,259,259,662,662,662,663,663,849
275,276,307,307,477,662,662,662,662,710
78,89,357,570,590,663,663,663,663,664
57,159,441,532,585,585,586,657,663,735
77,85,108,664,664,664,665,665,698,710
44,351,530,530,530,530,531,531,665,758
58,101,235,402,473,666,766,766,766,767
123,176,207,492,667,667,667,667,667,667
315,334,334,335,335,669,669,669,670,670
34,197,430,438,581,609,649,671,695,696
120,258,419,419,424,672,672,672,672,672
179,187,360,421,421,540,624,672,720,876
105,116,165,570,674,674,674,674,674,674
34,38,469,482,623,639,639,674,687,715
71,100,279,491,502,502,674,755,755,871
112,192,242,321,529,640,640,676,676,972
68,266,272,494,494,494,494,676,779,963
51,283,346,384,455,677,677,677,677,773
146,303,350,587,587,587,587,587,588,678
131,238,267,373,411,678,678,678,678,868
135,247,251,288,511,601,679,679,679,930
18,152,304,335,354,671,671,679,882,934
5,242,340,340,674,679,680,680,680,680
59,77,141,296,421,680,703,843,890,890
33,92,216,217,437,681,737,823,882,882
140,210,217,279,468,684,684,684,685,949
5,222,492,492,517,586,586,668,684,748
93,159,186,371,636,685,685,685,686,814
44,104,110,315,365,685,738,801,842,996
159,224,290,398,398,458,685,796,796,796
205,217,244,469,497,641,680,681,681,685
191,216,230,319,489,636,686,719,719,795
60,292,304,318,344,516,686,781,808,891
68,97,143,194,586,686,687,687,881,971
94,96,290,398,687,687,687,687,687,687
148,167,200,217,607,610,653,688,855,855
38,110,169,463,486,693,693,693,693,962
166,231,232,411,451,573,675,693,693,875
130,261,398,462,462,462,462,693,693,977
63,81,165,216,497,662,694,823,823,976
142,227,269,296,607,608,678,679,697,797
55,70,348,349,696,696,696,696,697,697
6,212,299,381,612,698,698,698,698,698
117,215,348,349,482,697,698,698,698,698
56,101,192,350,637,699,700,700,700,865
147,160,394,407,407,683,700,700,701,701
43,197,226,279,349,536,700,810,930,930
41,148,255,358,380,701,760,760,760,837
62,191,239,300,701,701,701,701,702,702
28,58,282,561,561,702,702,702,702,702
154,159,290,290,317,703,703,704,840,840
248,280,314,340,353,594,594,706,736,835
27,32,352,354,705,706,706,706,706,706
14,43,341,365,519,706,706,706,707,893
110,175,233,234,708,708,708,708,708,708
8,147,258,449,598,708,708,708,708,708
11,265,306,430,447,514,628,710,710,979
99,169,321,321,676,676,676,676,676,710
261,285,308,313,446,464,616,711,729,867
3,121,204,400,712,712,712,712,712,712
213,228,275,276,629,629,629,630,713,778
104,145,286,287,584,713,714,714,714,739
202,357,357,357,358,358,491,714,821,985
121,169,348,406,406,535,535,714,883,883
34,178,263,299,318,412,715,927,927,927
202,239,313,372,391,427,716,716,717,907
51,94,273,310,423,575,717,795,841,921
164,249,250,250,301,635,719,719,728,985
211,228,229,229,499,719,719,719,719,728
137,241,241,384,385,719,719,720,720,734
59,108,301,404,547,548,679,721,721,912
193,193,226,226,559,720,720,721,721,721
43,51,300,350,350,350,722,929,930,975
130,282,370,402,449,512,675,722,722,736
58,61,156,361,490,490,722,736,963,963
12,170,263,295,445,448,696,723,948,1000
100,140,244,471,538,551,551,723,724,958
105,147,165,227,358,617,725,818,868,970
123,142,314,417,558,558,559,703,725,901
62,157,245,324,644,664,726,726,726,726
114,175,315,402,557,619,670,671,728,749
152,236,266,501,501,502,502,728,761,851
58,210,305,332,364,635,728,729,763,876
20,169,282,282,506,729,729,730,730,823
78,92,132,272,343,691,731,830,860,971
161,224,296,460,625,625,626,626,626,731
14,122,150,194,269,670,733,904,972,972
58,107,175,265,626,733,733,733,733,837
157,228,332,336,429,578,735,735,735,735
99,133,319,398,398,544,737,738,796,838
217,219,308,360,563,572,639,639,737,746
107,167,194,366,476,738,738,738,738,738
37,308,369,370,370,508,739,739,741,819
68,170,340,408,408,409,654,740,817,986
66,72,130,366,376,539,741,837,913,960
98,152,153,154,740,740,740,741,741,741
55,156,328,370,386,741,741,741,741,741
202,213,258,296,495,539,741,742,742,772
49,103,272,291,412,445,743,743,963,979
11,164,174,267,373,728,744,744,897,898
75,162,307,349,350,648,723,744,744,898
7,37,122,329,450,744,779,779,779,974
131,154,183,185,548,574,745,745,809,926
69,170,274,408,471,647,647,746,784,784
206,266,342,349,395,442,746,748,749,757
24,125,198,441,488,684,684,749,761,846
103,209,253,366,382,583,645,751,764,944
92,213,223,223,493,751,751,751,751,752
