1000,1000,1000,1000,1000,1000
300,486,869,869,869,869,869,869
12,111,979,979,979,980,980,980
11,13,996,996,996,996,996,996
85,673,676,761,761,761,761,761,761
4,11,855,855,855,855,855,855,855
49,192,323,906,906,906,906,906,906
28,344,358,871,871,871,871,871,915
7,13,24,992,992,993,993,993,993
37,153,203,801,801,801,801,801,801,801
26,27,47,50,975,975,975,975,975,975
79,124,172,172,818,864,942,943,943,943
104,245,329,350,434,538,1000,1000,1000,1000
311,375,376,432,751,751,751,751,751,751
251,276,379,381,514,619,895,895,895,895
35,253,434,435,567,613,915,916,916,916
312,632,632,632,632,632,632,632,632,632
159,649,649,649,649,649,649,649,649,649
75,77,731,731,731,731,731,731,731,731
88,121,452,687,775,775,775,775,776,776
14,175,375,776,776,776,777,777,777,777
8,105,414,421,842,842,842,842,842,842
25,67,83,593,738,877,877,877,877,986
124,193,219,289,692,883,900,900,900,900
108,153,396,396,449,899,899,900,900,900
45,123,143,283,901,901,901,901,901,901
201,237,305,415,482,628,933,933,933,933
104,176,252,315,450,889,953,953,954,954
298,324,334,458,469,517,866,866,914,954
39,60,117,180,749,971,971,971,971,971
83,110,334,408,539,638,972,972,972,972
43,78,93,280,743,815,987,987,987,987
10,12,30,253,738,991,991,991,992,992
48,190,204,406,578,578,999,999,999,999
21,37,98,108,302,514,984,984,984,984,984
25,29,33,47,58,967,968,968,968,968,969
22,26,37,199,646,845,845,845,845,845,845
74,221,235,297,332,547,644,722,976,976,976
14,55,78,361,362,855,855,855,855,855,855
6,17,91,144,287,475,996,996,996,996,996
116,152,153,305,492,797,797,797,797,797,797
122,145,188,196,374,574,880,880,880,880,881
41,126,238,324,357,376,656,945,979,979,979
128,189,306,307,414,776,776,776,776,776,776
14,88,166,297,465,480,660,957,957,958,958
36,89,192,240,541,817,817,817,817,817,817
81,154,220,349,470,471,489,941,941,942,942
72,77,110,350,396,468,895,895,895,895,947
4,244,343,345,383,460,477,936,936,936,936
31,497,497,497,497,497,498,498,498,995,995
47,54,82,193,529,529,876,922,922,923,923
46,277,354,373,446,446,538,844,892,892,892
15,98,392,430,446,554,587,869,869,870,870
98,455,456,456,495,495,495,495,575,990,990
1,320,631,631,631,631,631,631,631,631,631
90,106,118,228,260,643,703,963,963,963,963
186,303,314,408,525,710,710,711,711,711,711
44,107,131,657,723,723,723,723,723,723,723
60,119,283,417,568,605,724,806,806,806,806
125,197,238,362,725,725,725,725,726,726,726
21,178,248,297,642,769,769,769,769,769,769
58,91,308,470,554,629,778,778,778,778,778
35,102,266,396,627,669,781,781,781,781,781
26,194,200,229,593,793,793,793,793,793,793
172,172,220,263,325,808,808,808,808,808,808
15,100,134,160,665,821,821,821,821,821,821
16,41,193,413,494,724,823,824,824,824,824
42,54,78,96,752,829,829,830,830,830,830
35,202,202,428,437,640,640,854,854,854,854
58,87,189,322,408,710,810,854,854,854,854
75,146,169,202,206,867,867,867,867,867,867
130,154,252,384,396,435,768,870,870,870,871
44,139,235,270,357,648,823,871,871,871,871
54,164,194,344,350,524,874,874,874,874,874
84,100,112,115,320,878,878,878,878,878,879
92,266,315,330,426,491,563,879,879,879,880
51,61,138,379,426,515,886,886,886,886,886
178,178,209,218,269,424,894,895,895,895,945
2,24,221,261,287,615,915,915,915,915,930
72,135,149,207,317,465,931,931,931,931,931
151,194,255,260,356,496,559,932,932,932,933
145,201,243,347,347,472,472,943,943,943,944
7,249,275,312,467,474,673,699,948,948,948
226,239,265,269,270,495,679,710,949,949,949
21,37,164,321,321,321,963,963,963,963,963
34,37,39,50,69,904,973,973,973,974,974
1,2,12,13,29,990,990,990,991,991,991
48,98,142,191,330,331,892,992,992,992,992
4,7,19,120,126,749,995,995,995,995,995
10,68,89,167,259,423,996,997,997,997,997
2,69,87,354,424,489,576,999,1000,1000,1000
3,67,138,189,225,295,681,742,894,894,936,936
6,38,119,222,367,400,585,623,910,910,910,910
12,209,379,380,417,417,465,465,465,930,930,931
14,42,166,319,567,589,593,594,594,751,793,978
21,140,155,258,408,409,577,729,816,816,817,854
21,56,262,354,409,409,411,799,819,820,820,820
21,133,143,429,475,533,639,639,640,640,854,854
26,41,138,211,250,277,291,826,985,985,985,985
28,34,104,359,454,513,745,745,745,745,745,783
33,144,161,214,262,530,565,651,860,860,860,860
36,115,223,282,344,529,560,651,709,765,847,939
39,261,363,363,364,364,364,727,728,728,763,936
10,20,41,83,116,495,641,642,988,988,988,988
55,141,192,194,388,403,404,801,839,861,861,861
58,159,207,234,330,420,579,579,580,867,993,994
36,47,60,215,295,358,447,747,907,945,955,988
35,63,99,240,300,488,522,601,913,913,913,913
47,66,117,334,604,665,665,665,665,665,666,841
44,71,137,230,235,424,514,542,938,938,938,989
3,71,160,481,481,481,481,565,670,692,954,961
73,377,456,456,456,456,456,456,456,457,911,990
79,143,188,249,312,542,559,559,608,920,920,921
83,85,148,263,269,335,457,829,840,897,897,897
87,219,254,304,371,572,633,712,712,712,712,712
59,79,90,111,118,157,629,937,949,957,957,957
66,92,213,245,292,423,647,722,723,859,859,859
41,94,270,308,308,402,547,750,778,834,834,834
2,96,101,126,222,275,757,856,857,857,857,994
71,96,196,300,316,538,592,674,718,738,861,900
16,95,96,251,463,463,679,695,695,695,926,926
20,41,96,125,196,275,714,727,877,951,989,989
33,99,101,101,103,457,566,816,911,912,938,963
59,62,100,129,247,400,464,699,934,966,970,970
63,105,106,199,209,437,545,551,918,918,961,988
40,109,111,138,297,466,570,682,865,905,905,912
34,71,110,128,208,650,741,811,811,812,812,812
9,25,110,210,295,323,538,735,861,926,984,984
98,109,114,254,413,461,546,756,812,812,812,813
114,167,218,278,448,550,616,672,678,687,694,878
20,24,29,55,116,209,289,324,367,466,768,842
116,118,234,312,319,371,566,607,720,741,939,957
34,119,120,147,189,202,561,779,944,944,980,981
94,119,175,496,577,577,577,577,577,577,722,932
122,149,179,261,441,453,650,749,749,749,749,749
123,144,294,440,441,442,529,541,549,708,887,902
43,126,285,285,286,340,530,708,718,762,944,973
81,126,201,244,350,414,567,697,787,787,787,959
77,84,127,203,212,319,742,819,819,819,819,960
104,128,155,183,359,448,537,605,617,927,937,1000
23,131,132,248,261,308,362,811,855,913,978,978
115,137,147,300,363,470,471,515,692,900,923,967
67,138,199,210,316,357,633,705,843,844,844,844
106,138,228,242,288,714,714,714,714,714,714,714
78,141,261,341,396,421,526,575,757,832,836,836
141,167,306,427,427,475,485,525,619,642,893,893
110,142,253,455,465,537,537,537,538,569,873,984
99,143,171,185,204,352,454,556,950,962,962,962
101,144,166,169,213,366,384,749,859,944,944,961
26,119,152,416,417,417,480,496,579,912,993,993
1,68,155,412,437,596,608,608,609,662,921,923
103,122,153,155,391,392,607,782,782,783,784,946
56,157,280,281,498,626,683,683,684,684,684,684
145,157,192,250,391,446,638,638,638,638,926,941
164,165,177,328,491,491,491,563,563,669,917,981
60,66,156,166,216,217,449,862,952,952,952,952
9,153,153,168,647,647,647,647,647,655,810,817
132,169,367,398,398,648,648,648,648,648,648,648
65,174,202,328,328,336,422,626,633,962,962,962
20,20,23,118,178,350,589,920,940,940,940,962
147,149,178,264,426,565,565,566,566,783,827,964
19,92,99,101,104,180,900,901,901,901,901,901
80,94,157,182,236,365,530,629,931,932,932,932
153,183,251,258,307,453,481,525,768,776,867,978
51,86,183,411,420,554,605,605,654,716,829,886
35,183,199,270,426,610,618,661,734,734,765,765
78,185,185,252,307,308,426,716,867,868,868,940
56,71,108,186,213,569,589,671,671,955,955,956
