16,28,31,73,73,79,100,100,100,100,100,100
25,28,43,67,67,67,67,67,67,67,67,67,67,67,67
15,32,32,43,43,65,69,75,75,75,75,75,75,75,76
13,14,21,25,26,38,39,40,58,78,91,91,91,91,92,92
1,3,5,6,11,22,26,27,49,65,97,98,98,98,98,98,98
4,4,5,8,14,18,32,34,48,67,95,95,95,95,95,95,96
23,26,27,38,38,43,43,51,52,53,54,68,76,77,77,77,77
1,2,22,24,26,29,33,35,48,85,85,85,85,85,85,85,85
6,9,10,18,22,29,30,32,33,47,94,95,95,95,95,95,95
4,4,11,16,25,27,73,73,73,74,74,74,74,74,74,75,75
3,3,5,11,17,18,30,46,62,84,88,88,89,89,89,89,89
3,4,5,10,16,19,20,22,45,93,94,94,94,94,94,94,99
4,10,17,20,20,32,49,59,66,69,69,69,69,69,69,69,70,70
7,9,21,23,24,25,38,68,68,68,68,68,68,68,68,68,68,73
10,20,23,24,31,38,49,56,64,64,64,64,64,65,65,65,65,69
2,9,18,26,28,35,36,39,41,43,62,79,79,79,79,80,80,85
8,9,11,26,28,32,34,40,49,55,76,76,76,76,76,76,76,76
1,1,7,20,35,35,36,36,45,51,61,81,81,82,82,82,82,82
1,11,13,14,21,23,23,28,43,45,72,86,86,86,87,87,87,87
5,8,10,13,17,28,29,33,43,44,46,80,90,90,91,91,91,91
1,5,5,12,13,17,24,29,32,43,76,88,92,92,92,93,93,93
1,6,7,8,9,15,20,35,37,39,63,90,90,96,96,96,96,96
1,1,2,2,9,11,16,27,30,36,83,88,99,99,99,99,99,99
2,4,9,10,20,24,28,29,32,37,47,53,63,82,84,91,92,93,100
1,1,1,1,3,4,4,4,7,9,9,14,17,18,19,20,21,25,30
3,14,20,30,32,36,50,51,51,51,51,51,52,52,54,70,75,77,80
5,6,6,14,14,32,36,43,46,49,51,52,52,80,80,80,81,82,91
1,4,6,9,24,24,25,27,34,34,38,44,49,96,97,97,97,97,97
3,6,9,18,21,26,31,43,43,43,43,44,75,77,77,80,81,87,93
8,13,13,37,44,49,50,56,57,57,57,57,57,57,57,57,58,58,58
5,6,6,9,9,11,37,37,38,39,61,66,76,76,79,80,82,85,98
5,6,11,12,13,19,20,32,33,43,61,65,72,72,78,85,88,90,95
1,2,5,8,9,12,13,16,33,40,45,88,89,89,90,90,90,90,90
11,15,16,24,31,32,36,41,41,42,42,42,53,67,75,83,83,83,83
3,4,4,13,15,22,28,31,31,42,43,67,83,83,83,84,84,84,96
6,8,12,14,21,23,23,24,31,42,44,46,81,87,87,87,88,88,88
9,20,41,41,41,41,41,41,41,41,42,42,42,44,45,81,82,82,83
18,21,21,30,47,47,47,47,47,48,48,48,48,48,48,48,48,95,96
18,19,26,34,36,38,38,53,53,53,53,53,53,53,53,53,56,76,82
4,6,9,14,14,17,28,41,45,47,50,53,54,66,80,88,89,96,99
7,9,18,20,45,48,54,55,55,55,55,55,55,56,56,56,56,68,77
4,5,16,23,25,46,47,49,49,49,49,49,50,56,60,64,69,92,98
10,12,16,29,30,43,58,58,58,58,58,58,58,59,59,59,59,59,59
11,12,14,15,24,25,59,59,59,60,60,60,61,61,61,61,62,64,72
12,13,18,19,35,35,36,36,36,44,51,59,70,70,70,71,72,72,81
3,7,19,23,31,36,45,54,62,62,62,62,62,62,62,62,62,62,62
4,5,11,13,21,32,34,63,63,63,63,63,63,63,64,64,64,64,83
4,10,24,33,33,34,39,45,49,50,50,66,66,66,66,66,66,66,67
1,9,14,16,22,23,23,28,50,51,62,68,68,73,73,73,73,73,100
6,7,16,27,29,29,30,30,31,31,40,48,72,74,78,79,79,94,100
9,17,20,24,26,29,36,36,36,36,37,41,46,71,72,82,87,96,99
9,10,12,17,26,26,30,31,37,52,54,57,65,73,73,76,76,86,90
2,4,5,13,22,31,33,39,42,42,42,78,78,78,78,78,78,78,79
2,5,5,16,17,26,26,33,35,35,43,48,63,81,89,91,93,96,96
4,5,7,15,15,18,24,25,27,51,54,55,73,73,79,89,93,96,97
