4
1,1,1,1,6,10,10,10,10,10
1,1,1,1,6,10,10,10,10,10
1,1,1,1,6,10,10,10,10,10
1,1,1,1,6,10,10,10,10,10
1,1,1,1,8,9,9,10,10,10
1,1,1,1,8,9,9,10,10,10
1,1,1,1,8,9,9,10,10,10
1,1,1,1,8,9,9,10,10,10
2,2,2,2,7,9,9,9,9,9
2,2,2,2,7,9,9,9,9,9
2,2,2,2,7,9,9,9,9,9
2,2,2,2,7,9,9,9,9,9
2,2,2,2,8,8,9,9,9,9
2,2,2,3,8,8,8,9,9,9
2,2,2,3,8,8,8,9,9,9
2,2,3,6,7,8,8,8,8,8
2,2,3,6,7,8,8,8,8,8
2,3,3,5,7,8,8,8,8,8
3,3,5,7,7,7,7,7,7,7
3,3,5,7,7,7,7,7,7,7
3,3,5,7,7,7,7,7,7,7
3,6,6,6,6,6,6,7,7,7
4,5,6,6,6,6,6,7,7,7
4,5,6,6,6,6,6,7,7,7
1,1,1,1,1,5,10,10,10,10,10
1,1,1,1,1,5,10,10,10,10,10
1,1,1,1,1,5,10,10,10,10,10
1,1,1,1,1,5,10,10,10,10,10
1,1,1,1,1,5,10,10,10,10,10
1,1,1,1,1,5,10,10,10,10,10
1,1,1,1,1,5,10,10,10,10,10
1,1,1,2,2,4,9,10,10,10,10
1,1,1,2,2,4,9,10,10,10,10
1,1,1,2,2,4,9,10,10,10,10
1,1,1,2,2,4,9,10,10,10,10
1,1,1,2,2,4,9,10,10,10,10
1,1,2,2,2,3,9,10,10,10,10
1,1,2,2,2,3,9,10,10,10,10
1,3,4,4,5,7,7,7,7,7,8
1,3,4,4,5,7,7,7,7,7,8
1,3,4,4,5,7,7,7,7,7,8
1,3,4,4,6,7,7,7,7,7,7
1,4,5,5,5,5,7,7,7,7,7
1,4,5,5,5,5,7,7,7,7,7
1,4,5,5,6,6,6,6,7,7,7
1,4,5,5,6,6,6,6,7,7,7
1,5,6,6,6,6,6,6,6,6,6
2,2,2,2,2,5,9,9,9,9,9
2,2,2,2,2,5,9,9,9,9,9
2,2,2,2,2,5,9,9,9,9,9
2,2,2,2,2,5,9,9,9,9,9
2,2,2,2,2,5,9,9,9,9,9
2,2,2,2,2,5,9,9,9,9,9
2,2,2,2,2,5,9,9,9,9,9
2,2,2,2,2,6,8,9,9,9,9
2,3,3,3,3,3,7,9,9,9,9
2,3,3,3,3,3,7,9,9,9,9
2,3,3,3,3,3,7,9,9,9,9
2,3,3,3,3,3,7,9,9,9,9
2,3,3,3,3,3,7,9,9,9,9
2,3,3,3,3,3,7,9,9,9,9
2,3,3,3,3,3,7,9,9,9,9
3,3,3,3,3,5,8,8,8,8,8
3,3,3,3,4,4,8,8,8,8,8
3,3,3,3,4,4,8,8,8,8,8
3,3,3,3,4,4,8,8,8,8,8
3,3,3,3,4,4,8,8,8,8,8
3,3,3,3,4,4,8,8,8,8,8
3,3,3,3,5,7,7,7,7,7,8
3,3,3,4,4,4,7,8,8,8,8
3,3,3,4,4,4,7,8,8,8,8
3,3,4,4,5,6,7,7,7,7,7
3,3,4,4,5,6,7,7,7,7,7
3,3,4,4,5,6,7,7,7,7,7
3,3,4,4,5,6,7,7,7,7,7
3,4,4,4,5,5,7,7,7,7,7
3,4,4,4,5,5,7,7,7,7,7
4,4,4,4,4,4,5,7,8,8,8
4,4,4,4,4,4,5,7,8,8,8
4,4,4,4,4,4,5,7,8,8,8
4,4,4,4,4,4,5,7,8,8,8
4,4,4,4,4,4,5,7,8,8,8
4,4,4,4,4,4,5,7,8,8,8
4,4,4,4,4,4,5,7,8,8,8
4,4,4,4,4,5,7,7,7,7,7
4,4,4,5,6,6,6,6,6,6,7
5,5,5,5,5,5,6,6,6,6,6
5,5,5,5,5,5,6,6,6,6,6
5,5,5,5,5,5,6,6,6,6,6
5,5,5,5,5,5,6,6,6,6,6
5,5,5,5,5,5,6,6,6,6,6
5,5,5,5,5,5,6,6,6,6,6
5,5,5,5,5,5,6,6,6,6,6
