12040,23831,43911,55199,73717,95429,98335,98340,99198
15786,31425,64763,80557,80569,80579,80597,80599,85125
10418,11267,20791,24575,25936,32762,57720,59286,72724,87739
10561,24591,30295,40454,61863,67383,81528,92153,92327,98845
10998,25041,32758,58637,63257,75754,79271,83798,83824,86662
11018,19725,33823,38260,59766,66009,78024,97606,97737,98032
11310,23957,34371,55400,62824,76650,76661,76717,84543,97567
11335,17558,35841,57670,59821,80387,80445,81150,84833,90960
11551,23613,42718,47945,50308,55537,74641,96016,98259,99412
12120,23275,36369,42268,42401,73851,83321,95458,95467,95470
12310,25909,51540,55854,59755,77445,77450,77451,77460,84826
12332,19590,30613,32944,65842,68459,78428,94958,98407,98427
12428,16995,26806,46582,68833,83884,85823,85946,85968,86735
13001,15210,27194,61560,66965,73562,76286,88669,88774,88779
13402,30915,38966,44760,46039,73826,78291,83335,93579,96887
13514,27905,29883,33641,47211,69123,87167,96031,96087,99438
13553,29818,39328,45370,73137,73277,73294,77689,84681,89853
14529,23257,25891,43123,61437,61813,87177,88902,95546,98325
15223,24937,29456,59376,62437,79551,80678,81588,82516,84238
15698,20741,29004,42314,54596,71940,76160,95750,96893,96904
16226,35107,40626,51905,55566,68817,79109,83316,84313,85015
16650,21445,30133,63703,64614,68190,77818,79143,82233,96071
17467,28585,28751,47286,70827,70832,76254,79834,85007,95157
17677,30024,36104,41468,47177,60401,74382,96522,96533,99712
17762,25097,35575,57435,71170,71193,71260,71268,85011,94229
18175,19171,62062,63161,65530,65533,65534,69413,75811,95610
19620,20222,40841,42646,48829,68460,68476,94066,97768,99072
19889,22531,23897,41506,49816,84963,87654,88506,88719,92519
19918,34774,36761,46200,53137,69617,71482,75116,95396,97599
20453,23531,34010,40114,56913,68376,73393,93121,93425,96664
21380,34017,61756,62056,65548,65552,65557,65640,68708,89786
21591,21621,46188,47415,48805,49994,72915,95525,96199,99747
22106,31548,35151,39434,53651,62041,71015,93099,93103,98852
22146,22882,23681,35590,69331,82757,82775,82780,82795,95263
22189,24595,43362,43430,55335,65119,66270,86745,95013,97942
23038,26207,39524,57456,61494,62392,69411,71152,90283,99043
23850,26434,40090,43098,52816,63902,64336,87909,97731,99834
23975,28597,36299,38090,51138,68844,76864,86573,91385,98235
24021,38572,47437,47647,47843,56693,63146,84085,95272,95284
24669,25467,39147,53371,66389,67387,70749,80333,80334,92154
26812,36945,37026,38285,65321,66056,74020,80466,84430,90639
27403,47979,51035,54445,58065,60346,61334,67694,80759,90940
28343,29624,38831,39489,46746,70000,73951,84210,94401,94405
28903,39507,43740,47262,51847,69362,69538,77817,79464,92560
30184,36265,36334,36434,39260,67693,88446,88456,88457,88471
30814,34666,42559,45107,59374,62609,71688,72605,87717,92861
31043,35968,38734,50656,51949,52318,54936,92158,94687,97551
31767,32870,43114,51941,55533,58668,73713,79812,83678,88904
32978,34515,37407,60175,65638,70126,70134,73233,73759,82035
34186,35159,35287,36865,60786,67219,70945,78701,83863,96989
34544,41805,47284,55570,56381,56816,64339,70631,82006,90624
35122,45129,45778,46604,46618,47427,68551,77603,93242,93926
10010,13857,30743,38763,38912,42346,48648,89771,91308,97587,98055
10020,13349,33318,42272,55409,62100,62748,75436,75437,84443,85468
10026,14014,20355,22337,50393,51388,60035,83505,95694,96115,96138
10037,19418,31879,41484,42425,43231,70472,73924,83976,84025,99129
10038,12885,28808,34107,43705,56088,61655,63188,93644,96901,98981
10052,10093,11319,21075,53650,55122,63130,86655,94240,95798,98866
10053,17860,21130,56008,57688,62727,62842,72885,74636,79371,84800
10057,12462,17055,27157,47622,52675,73981,78680,84195,97184,98932
10064,33713,35189,38553,51663,52971,61277,77210,77440,77465,84455
10067,29214,34000,34471,41545,51756,54791,83502,86433,86460,87761
10074,16063,20248,26887,40384,66384,76423,78030,80616,88912,95979
10077,10761,11600,39060,50744,56399,72992,80078,80690,88932,98667
10079,21095,22112,33362,57329,63175,69385,79414,79502,79521,85026
10084,25984,27719,47073,51319,58252,69672,69683,69690,74304,96220
10088,19487,20415,39730,45135,58899,80198,80329,80371,81353,83995
10090,12549,42190,52075,52105,52285,52308,52676,80436,94554,98732
10111,15000,17022,40167,45231,63095,72134,81003,82145,86202,87890
10114,12424,45229,45627,49825,53505,63665,63829,73112,85201,97469
10124,10648,11150,31705,47794,56311,75466,84417,88968,89002,94415
10125,14997,29813,31259,43873,56503,78508,79970,79991,87465,87496
10127,16080,28190,41938,58346,69344,69353,69564,69746,74293,93019
10135,29802,29909,39869,42935,63236,67933,68287,70719,88516,88659
10138,15864,22864,35001,35775,56283,77601,86599,86611,86631,86633
10140,12223,21021,25860,44965,54753,74751,77769,89960,89977,98581
10143,12610,24573,45564,49941,57994,57999,62323,90727,90783,97343
10153,23893,35440,35471,49161,58160,67644,71661,77258,81769,89390
10181,12238,37788,44414,45602,53644,63435,63742,88980,89317,90659
10187,16477,20406,32602,41507,49626,62562,82978,86851,98398,98406
10189,18932,26154,51499,51500,55532,59872,65380,75714,92143,93085
10197,10323,10604,25488,37048,45015,80405,90362,95253,96857,98448
10205,12439,18120,18729,50274,62900,77549,81501,85489,86649,96145
10243,19997,29262,36578,48087,48105,66656,70319,76491,94643,99619
10244,17322,28943,49099,65387,65413,65415,65448,66637,81505,84587
10252,19830,39748,39812,39833,41933,55258,58678,97935,97978,98743
10267,12788,18445,21560,43624,73392,83512,83574,83632,83663,85543
10273,13755,33135,34758,48023,50370,62530,83372,83410,83690,96684
10277,25885,27374,35059,47977,54201,57918,64879,90790,91994,93646
10281,18937,32732,33863,50655,51384,68756,70332,79968,85153,97939
10283,11317,14793,18724,20536,58775,82808,87316,97604,98034,99810
10301,13696,21574,39658,41573,56430,58355,62646,97915,97988,99864
10302,21336,24590,48072,61487,61671,66065,76585,76620,76630,76642
10306,26684,29561,33715,43613,57914,61500,72483,81351,91404,91469
10307,15418,16100,24777,43503,72637,72652,72664,86070,87619,98253
10309,15221,16420,33927,51122,57086,72922,72969,83331,87991,98702
10327,13351,28453,41959,46282,52046,68071,78222,84134,84854,92301
10337,17367,28793,40708,46555,48974,49743,81166,88218,92859,95280
10345,19772,29961,43583,46193,46256,65836,76270,85174,87413,89197
10356,26904,35505,43407,48112,51801,60751,67845,72092,89051,94176
10380,20394,41356,42526,48015,53430,55075,68070,85816,86583,88355
10383,14341,26929,46503,59107,73447,73464,73467,73475,73476,75408
10398,11375,29975,34289,41227,54559,82366,82369,82393,82404,88645
10401,31176,31704,31783,55926,62951,62958,62973,63006,92867,94255
10402,12434,34067,34724,42291,57034,67149,76174,82540,90621,92564
10415,35040,36562,36727,40214,55087,67521,73505,77405,83746,83778
10435,24191,26795,33151,40694,59595,64158,70907,82622,90971,96481
10437,11734,17723,41128,42464,43585,63312,82428,94132,95577,97480
10440,11304,16192,27870,49799,69910,78074,79547,79772,87087,90005
10447,12946,20560,20908,52622,52643,54987,79806,97154,98197,99730
10448,15900,24793,30863,31024,53683,81128,88031,88039,88042,88049
10457,30701,32498,36457,54589,56909,58084,65996,69054,90465,94790
10465,16416,27770,28517,50229,63711,64744,70088,89349,89354,89357
10471,10842,11560,19677,51656,59234,70809,72216,95793,98281,99461
10491,13770,28615,41243,42058,44338,72941,83291,83324,86273,93656
10498,15724,24161,24493,56714,63602,66980,66997,80656,94278,95897
10508,14478,21654,32076,42920,45756,80407,85714,88704,88705,89078
10540,16383,23206,25004,29244,49681,52266,97903,97910,98014,99849
10541,23051,32071,42162,52668,52705,53028,69730,82958,88740,92346
10551,10787,11639,36285,42221,72685,72706,76067,84459,89339,93261
10559,11450,29129,32651,43531,71577,74359,76159,76223,84551,89811
10571,24698,36803,38483,41480,53049,74959,77092,77099,79412,86354
10574,24580,32838,37692,38215,46591,49185,82132,92703,92743,92747
10580,24791,25111,36205,52818,52823,67187,70625,82071,85504,92285
10582,19055,25668,30116,34672,64925,67952,72406,78492,98061,98071
10589,17644,26041,47548,51999,60672,65290,70536,75837,78242,95602
10593,13273,18316,34338,36258,49429,67156,81046,93477,96454,99660
10603,10769,18574,44097,46033,60973,69027,78203,85320,86366,90035
10612,13626,16642,18896,52781,67594,82446,82447,82466,86112,86378
10650,12553,22865,42071,43594,56660,61519,78108,88180,91892,91908
10674,10731,11188,11532,53640,55869,77581,85025,91383,92440,99937
10684,12853,27610,58029,58041,58045,65704,68214,72898,74014,93908
10703,24063,28299,37855,48544,48555,67196,72843,81005,88009,92928
10706,24559,30163,31009,32303,69853,71027,81670,81740,81744,85226
10714,14989,45970,49668,53549,58905,59680,64672,64676,78624,98553
10717,13464,49354,53223,57057,57634,61531,64448,67828,72792,91952
10775,14352,27098,38442,38664,51381,68411,70296,91239,92237,97105
10777,13042,20545,38250,43394,63294,67265,74701,84197,89097,95438
10781,20830,23939,30930,35781,58238,70067,73167,83254,94015,98998
10784,27261,31648,33714,34618,41666,47978,83198,94908,94923,99302
10802,11171,25400,29078,34712,50659,80674,84575,86749,86753,99427
10809,18689,27011,45529,55211,66583,66601,66606,70715,83932,88314
10827,17186,22319,39600,43212,55365,58465,75159,92296,92304,93267
10838,11512,20616,32265,42198,65914,72962,79664,81095,82968,99968
10840,12160,33422,35909,46736,49288,66042,78631,84568,90287,92117
10845,16889,17736,29869,29897,45436,75129,79590,97292,97338,99979
10864,12484,14615,22210,55259,67673,79175,80605,81461,83373,92281
10865,11231,26615,28269,32822,64230,70409,75836,85973,95903,97847
10868,12041,28023,54097,57441,61336,63526,69545,70987,78472,93664
10873,13935,38387,45553,55773,63405,66653,66752,70164,74385,94120
10878,14319,34307,46522,46524,58764,60064,60319,82197,93049,93057
10879,17584,36789,39356,47471,52496,55862,73787,73796,94263,97717
10885,15887,21635,29708,38343,58154,64633,70249,96818,96842,96846
10896,18828,27533,36536,37882,43808,63193,81733,92113,93533,93945
10902,12727,18348,26481,42069,62176,65187,83629,88401,90825,99255
10903,17249,36074,39286,44143,46874,64489,69006,78481,96277,97218
10904,12614,17518,33985,48129,60896,62819,72733,86066,96624,97712
10919,18983,20379,23091,24336,57373,72402,91273,91279,91382,98583
10935,16500,24903,29610,38178,44875,45331,96426,96473,97210,99559
10962,16736,28061,31770,48503,58743,65861,69755,73827,96657,99125
10995,35158,46707,47187,47241,57049,62574,69474,69864,75205,78546
11020,28513,28519,32748,37966,63250,70691,71933,77299,88854,89207
11025,16564,20686,38410,72479,72519,72527,72531,72535,75168,75556
11048,24949,33603,38423,58669,59287,66310,70704,78940,78944,79123
11065,13703,36243,43779,50927,52993,68824,68880,68889,88128,96569
11091,13544,19569,26785,31441,47358,79481,84795,89570,96602,99764
11099,31921,43363,43700,44178,44217,62767,65573,79416,86693,87073
11113,16557,36759,51038,59688,60233,62234,64632,73411,74869,89466
11117,26722,27621,53220,53224,53406,53415,53542,86324,87677,93732
11123,24363,37738,42850,47649,50066,54467,73306,80686,82415,95337
11133,14992,20345,41652,48883,48885,56142,77537,82789,97776,99866
11136,11633,34468,51478,54055,59362,61045,67055,67117,89576,93075
11144,24689,32579,48949,58976,59021,59558,64473,77535,81531,81545
11153,23143,37722,41559,41561,44527,50961,76098,90686,90806,91784
11156,20140,34015,39015,43329,67475,69064,78578,78598,78611,80019
11197,16043,23689,25338,36902,50292,62676,88547,95089,95094,95133
11253,21615,22098,36182,42407,46722,69787,76838,90295,90352,92451
11291,31426,33096,36767,54453,62084,65888,75324,75354,75362,78955
11322,29241,30736,31067,33225,39466,64046,81358,93157,93182,93200
11341,14109,19490,29215,42256,55434,74169,79773,87937,88596,97680
11379,19098,34662,34714,49891,60145,63925,64176,81396,84714,95900
11386,29433,29677,38638,47306,60216,73295,74102,74294,80197,81456
11388,26940,35789,39339,48617,48694,72868,77604,77730,78289,82742
11389,23416,27094,30506,60983,66239,67340,68251,75519,77492,91771
11394,35709,36877,37034,41464,45010,64275,69813,83336,86307,88781
11396,22706,23164,32419,37815,55597,74703,80434,83684,85269,92813
11416,16275,21030,33479,48118,49766,57614,80374,90837,94468,96623
11420,31464,31509,41792,50199,56508,58164,64048,79513,81561,93822
11460,22155,26663,30392,43115,54967,58631,77180,79996,95821,99620
11462,24947,38426,39391,47233,47235,66315,77773,77848,84507,84863
11468,14068,21370,26871,30944,66591,70151,80868,88212,94719,94738
11469,12663,23086,24692,39306,48225,64226,82033,97037,98136,99127
11472,17508,32819,36732,37019,61453,70246,76248,77573,86792,92138
11476,30587,34369,40857,47876,52530,52551,76515,80084,80744,92411
11481,17414,38113,38525,52764,58215,64280,67423,69937,88552,93296
11500,22271,32280,33353,33461,68449,70348,75048,79347,82915,91028
11503,26753,32865,55484,55752,60701,62051,62054,77238,77790,77809
11505,14405,19737,20239,22857,65275,79218,84935,85376,98221,98232
11509,35282,36106,39312,40970,47600,58384,67245,81139,85092,97361
11519,20194,29772,35964,37451,53609,59359,84717,86379,89992,91044
11558,23395,35005,37512,43598,44520,62245,69965,88428,90931,92843
11562,22511,24022,35856,36192,42733,65291,69029,95322,98392,99090
11566,16299,26239,32393,44782,48440,73499,80934,83484,91151,91213
11570,28058,43677,44672,47910,48923,53226,62495,86423,86476,86570
11581,23721,32400,36306,53596,55722,56454,64749,85155,89327,90989
11592,21497,35403,43483,44755,54141,63233,64328,78679,84364,98525
11595,20233,30727,49134,60996,63961,68795,70744,73318,74560,75937
11597,23322,30586,33840,36129,36758,62684,79801,93254,93278,98751
11601,29893,30896,33365,47112,52609,58541,62738,79924,94179,99142
11609,33867,37561,48711,57700,64561,67813,67834,67853,67869,74622
11621,13188,21329,49687,68478,68481,68499,68502,68536,68555,93124
11645,37656,39579,40892,42740,60782,64680,70070,73857,79047,79052
11649,16486,17207,28855,57496,57736,57786,81653,82675,88852,99605
11653,13907,22304,27429,31838,43930,81643,81995,89220,97446,98635
11661,28292,28438,32147,48858,53039,64552,65664,70149,97650,99550
11674,31394,38590,43811,47160,58561,64954,66528,72154,78314,86860
11693,36558,36760,40410,51781,54853,72911,73322,73523,73524,74665
11695,13966,16578,29364,57778,60075,62286,83449,83468,85034,96307
11700,14670,39894,39989,52007,52028,58690,76806,77303,83083,93830
11709,13984,30113,32370,57207,59543,59764,66254,88071,89858,91127
11711,27171,29967,31115,33804,70777,70781,70801,70819,85891,97163
11722,20995,26430,45766,54415,59426,60089,64145,76892,84962,95158
11735,27410,39073,45197,51147,55171,55997,56675,68690,92987,95918
11744,23865,28221,31264,44194,55846,60044,76577,77503,92147,98595
11767,12612,19358,34952,39362,60833,71281,71360,88273,94990,95212
11779,22295,24263,32593,33436,39131,56103,89764,91657,99180,99799
11781,12244,45920,47970,58358,58360,58391,58522,64284,84959,99211
11800,23353,28243,29353,46465,56134,67272,69262,85804,86661,95653
11828,22969,26255,28051,40650,63522,75015,75184,76728,89804,89994
11836,29283,31240,46606,58420,58445,58477,58509,67180,87699,92305
11842,20748,32679,41758,50451,53910,66214,66327,76466,80907,98698
11848,13672,40497,50136,50146,50314,55322,65330,74880,93820,94035
11851,31576,37218,44100,55523,60480,63862,66879,69235,76615,82661
11860,12899,17617,44193,60794,61084,63598,65606,83469,89434,89446
11867,11933,16419,18288,58701,61005,67540,81077,86794,93071,93305
11876,25321,42579,51546,52738,52983,57893,64853,71651,81717,86843
11893,12998,15459,33429,40909,69905,78285,82361,83870,84536,86355
11906,34057,39896,46780,46918,54883,66783,66791,66810,66817,98359
11912,16336,26593,36252,40513,56875,68740,73652,88565,89333,91229
11915,24998,26723,29272,38290,44955,47564,92511,92516,92527,98729
11922,12038,14715,39149,55207,55232,63346,78153,90067,90070,90101
11938,22413,25682,37608,40849,67141,68801,70482,78711,81052,95323
11961,17681,20021,38999,46865,63344,65056,79523,79533,83713,93304
11993,23942,41864,46936,59636,59660,59670,64667,73340,74696,83596
12005,38326,43711,48669,55046,59803,61193,63581,64859,73199,79608
12008,21001,39373,43410,46337,47246,71639,73846,81695,81721,81724
12017,26447,34539,35799,35817,57897,66789,79466,80000,85596,85633
12025,14812,16270,27815,53210,64026,66906,68934,88828,90099,97075
