1140738,18320708,34977437,51799798,63577207,87934805,112206417,900986407,917572884,932108059,945586650,959718193,976471276,995789071
3205407,18347824,35515344,53183871,63673274,75380701,113605394,901871958,918161537,933719464,946134549,960269266,978976418,995901075
7227594,21964771,39795532,53914131,63834548,78140375,89428706,902083799,919329643,933802783,946626881,961662425,980182707,996179200
7616451,22450930,40317282,54901110,63858382,78635475,89677019,885227946,919486758,934456114,947614736,961739929,982692582,996458965
7935042,23265945,40453422,54911746,64422925,78922086,91517721,886514658,919729362,934944513,948308370,963227952,983135894,996609920
8911116,23845950,40663447,55940942,65572777,79516282,92640097,878045391,923464208,935101728,950104603,963270301,984405564,996909587
9523779,24229222,42940204,56034536,66000920,81021528,94204732,861100348,923595707,936041336,951504995,964233848,985084025,997741825
9893064,24770880,43566357,56059576,66519815,83759983,95549521,846141829,923785427,938215182,952380488,964959682,986049681,998485229
10583347,26597099,45586480,57062076,69584117,83875043,97490546,835932088,924218453,938956578,952879199,966848381,988254978,998890192
10818554,27476740,48532967,57801304,70361044,84954345,98702172,819214347,924947677,941308730,954892336,969273347,988397277,999839080
11731385,27926688,49601794,58265146,70688473,86134737,98857616,896774424,910913519,925313577,942862980,956361132,972019623,990791420
12240667,29248751,50149146,59470798,71328209,87261883,99382788,883148351,911607280,925600400,943671015,956579347,972981002,991798854
14897846,30496670,50467478,61306554,71955778,87281306,99824616,868190917,914417711,927005236,944579780,956752446,974607206,991881257
17280102,33245934,50518514,62094406,74158489,87430094,99883300,853037272,916200499,927164720,945057976,956842558,974945059,995497461
17426847,34727436,50838962,62964796,75146614,87563142,111310589,838819265,917519305,928187016,945499527,957201375,976256147,995521160
75341195,103581994,129990600,137768459,151309817,165554621,364848013,784937970,811394232,823995593,839813992,853908819,872437537,884785982
88637092,104232029,130004020,139795218,151622652,184792278,320064971,790444722,811784492,824663815,840287677,855629425,872514570,884853665
102067471,127491937,135992710,150437139,165231743,183848243,196816545,783289483,810182629,823819709,853148412,870673179,884691114,900736956
104892959,113778055,130257799,141022669,151740727,175368646,291941853,790708682,812288415,829218194,840586025,856749384,872766798,885081140
105565691,117639880,130670789,143255400,152619845,188290103,247288227,792020329,812577332,830976209,840616339,857672935,876746931,903121983
105903279,118304091,131728427,143913160,152840850,177573516,248462950,793273671,813004821,831591713,840661396,859032671,877911785,904602652
106003266,121289208,132110808,145064623,155561615,179470709,191301864,795000700,817066220,833464579,840924826,879228089,892696469,905730974
106142974,123218411,132405755,146399021,157510128,179524863,191906153,761890328,818315473,834771912,864190301,881148476,893772266,907766893
108369778,125531562,134198850,149252932,164274550,181235223,295026169,781859352,806839963,819783204,837321242,847078162,866932352,881905817
108725415,126017900,134256063,149647484,164289960,181963848,265762499,782094654,807667450,820194023,837364892,847367983,867527349,898002032
109204223,127185418,134700392,149873635,164451604,182117125,242397987,782101163,809118040,820848112,837901505,851135689,883567610,898843530
109837340,127244473,135413627,150135888,165099201,196703174,208929520,782200777,809545646,821250959,838261321,870207268,884439077,900678646
377707977,392941404,393966055,408420355,410826290,425634508,426716996,438894595,458095982,492343620,502230150,529467692,541678672,548880892
105926665,119320603,131784493,144782033,153675270,179315105,218160728,794652308,815260839,832121036,840840276,860495068,889065125,904965956
106539817,123779630,132440083,146736038,157534445,179890882,191975422,744280777,818771497,846589012,865834473,881276198,894047705,908332024
108179914,124374274,134117956,148024506,158940668,181069124,204579062,704253073,836348365,846851080,866731136,881628996,895853868,908499969
171658348,197122906,214829616,233149795,245426318,258445981,596332137,679513833,697734830,713219090,723801209,735484129,755045466,772088823
176723308,199614457,216310559,235864797,259894403,274711310,531209557,681841494,699132161,715387665,725505606,739445580,757072698,775021380
182856886,225648823,243547496,256141039,269075695,288710537,476707523,677625095,693147481,707422723,721978185,734136063,751336659,770214101
183957170,197065415,213417243,230560707,244127540,256422613,593770507,679223851,696645469,709863806,723538056,734793622,754053813,771515890
185809697,198200330,215120229,233268635,246490586,258756011,571679265,681838306,698443049,713928337,723933670,738718818,755854649,774168010
189244390,200552732,216939356,235901923,260717321,274918387,508815727,682600021,699184753,715577545,726650648,740136174,758557402,776779301
190176734,201868690,237660914,248893105,261808474,275104496,465263798,682787483,699369901,716304080,726812495,740719014,759075050,777540337
192952374,221481139,239642192,252189538,264656584,280683655,310632689,686410966,719902265,731629447,747398542,765080960,781500579,805564842
193369916,204803098,222189912,240199995,255086560,265369735,580132961,672212069,687542964,704349682,719980481,732396074,750085910,765367576
194270029,206256283,223414004,241923968,255557341,288216541,549000495,674593876,689045906,705064421,720813928,732779222,750738963,766244176
194788579,208531094,224114712,255951762,266191661,288708904,514441627,674786218,692493353,705674502,720921909,733856851,751256724,766401992
202365349,218386678,238224257,250725021,261887799,276265556,432423906,683099776,699809972,717952144,728140597,741338171,761572540,777756079
203086081,218570729,239034574,250931090,263061149,276342398,387548312,685624505,700982521,718310954,728634500,743544172,779022287,798442938
204112336,221270211,239063347,251434682,264466435,280359645,342777607,686070377,702550116,718799367,731574865,764786878,779972809,801899989
209395984,228047871,243974688,256396003,269460606,289549935,440334493,678551396,693721699,708761007,723372156,734283581,751949968,771410370
271559171,291741216,303007366,320035806,478569337,529730979,543137622,552661455,570435762,583224528,607872380,631448271,644255685,660951142
352007615,377822612,395476834,411946208,426731110,441717100,459445241,461116652,477112020,493656371,502496389,516649887,529473217,542043000
375649214,377623066,392151284,406223676,425625695,438482185,457745012,472976533,474210826,488843262,489859511,500114535,500940087,514035710
272737585,291773466,303118063,335035045,461431765,530713589,543350194,552992902,571219236,583365321,609505091,631527544,644342281,662233562
273499223,303582797,320356779,336278501,398893097,531200255,544584478,553212552,583681166,596578417,611420099,631676649,644652903,663116413
291976442,304374247,321574712,336994509,355668103,521948753,553229939,572689394,584457927,597412104,614728242,634056511,645498743,664540074
292766611,304926363,321824628,337190467,368471993,496094981,553891295,575285855,584969614,597740003,615216912,634076818,646334533,666371171
293470549,307564877,322436566,338067484,356135906,496664184,554473714,576722605,585544936,598192343,617102584,634156011,648159218,666848903
293996343,308165017,322875620,340181691,370731600,465292833,559071058,577413378,586217680,598194301,621866971,636857816,649533184,667988483
294158789,308538324,324393293,340705431,358919937,468008632,559707370,577655032,586413210,598961396,622160503,637562265,650298140,668435975
296679591,311693489,328641315,344035607,389583519,528083321,540256851,564344288,580497559,587191122,604181484,624237515,639560082,657450945
299870712,318964637,329243525,346073821,362171653,516537669,550426980,567913767,581404017,589749883,606471110,625610146,641049011,658843290
301293808,319755739,333281909,351308308,362269019,492869447,552019093,568475004,582818388,592191216,607213161,627969098,641656547,660074179
353438475,366006113,378197042,398190452,412217433,427427317,443210629,479176156,494089811,504275740,505669796,517287968,518819476,542271654
294174989,309977834,325159698,359129011,372190527,421567427,560284325,578654431,586549829,599362054,622311735,637770369,652030326,668861957
294801227,328273428,343235271,360421216,373133741,388829926,548297791,579697715,587122109,601398129,623258496,637960697,653428827,671683387
299752594,313601461,328953386,344796644,361171525,528276776,550238636,566518627,581009600,588108429,606263386,624655074,640949821,658576756
403502485,422562838,437668082,454090264,469106338,486470409,498546988,512377727,523606846,524263167,536851927,537949013,548025658,560619060
361145457,375519385,404209860,423937319,425262217,437903119,437971356,454516652,457143893,472498623,488302396,498821467,513166688,539245119
355708243,384908379,399835290,417750095,430410020,430603948,449758851,450251440,464525699,464848460,481427487,495895699,506249045,522597858,544599926
355077716,367092327,367864154,381858854,383015382,399487487,413563140,417161974,429960357,449126859,462802396,481239848,494265237,505781351,521275725
358155767,369925147,387098350,400291245,418082811,430865870,450624417,481438615,482677140,509107541,522777339,532267300,532669357,545488967,545856743
371655007,387491804,401331455,419261008,419391227,435620546,451116651,452632365,483013781,484478867,496836371,509173065,523088242,534012641,546735814
281748636,311534755,328522804,343881974,361084705,373751321,388919276,403818103,528039439,563463427,587145037,602990208,623668592,639147417,656706784
334628500,388310283,402956028,403463964,437461554,452992135,468416959,486051662,497474610,498456960,511108024,511401056,523552276,535333802,547859550
