115,514795,516752,518111,519902,521403,523169,524283,527361,529987,532150,534204,539545,543322,558913,581196
123,514803,516760,518128,519951,521681,523173,524306,527430,530312,532835,534219,539548,543416,560253,580976
141,514853,516765,518284,520002,521737,523227,524838,527550,530338,533020,534233,539734,544345,561228,580935
177,514883,516779,518286,520020,521906,523231,525344,527582,530349,533173,534422,539746,546426,561351,580830
178,412930,491116,527534,529042,530411,531990,533235,535041,538094,542016,546519,552015,559437,567239,601519
180,514943,516867,518342,520059,522034,523233,525916,527600,530361,533225,534509,539833,546481,561453,580494
186,515030,516916,518403,520077,522041,523291,525958,527675,530458,533386,534846,539964,547410,561512,580489
189,415055,496505,527565,529668,530423,532097,533257,535134,538228,542055,547409,552181,559715,568115,591301
191,512437,517026,518502,520081,522240,523370,526000,527720,530462,533432,534991,541543,549522,561540,580476
201,415209,502907,527618,529677,530461,532156,533293,535135,538476,542173,548434,552187,560212,568688,583030
204,509903,517030,518514,520131,522340,523379,526051,527948,530722,533531,536663,541609,549582,561564,580303
206,415683,501083,527680,529678,530497,532198,533374,535300,538789,542397,548545,552307,560390,569441,582178
207,416005,496911,527702,529738,530499,532242,533415,536772,538795,542423,549140,552353,560755,569790,582028
218,505897,517411,518604,520365,522444,523385,526185,528134,530904,533549,536754,541633,549781,567149,577144
234,500069,517433,518728,520650,522455,523626,526386,528237,531303,533561,536921,541697,549959,571216,576963
238,414701,448653,529070,530466,532172,533678,534295,537347,539756,543609,550009,558318,561627,574916,603915
244,415361,449707,529190,530515,532237,533683,534578,537561,539825,543787,550229,558325,561772,575203,600793
245,415992,449839,529485,530583,532243,533700,534630,537845,539854,544364,550572,558399,562232,575988,596802
249,416228,495639,527732,529778,530580,532700,533464,536967,538933,542612,549389,552656,561080,570409,581355
250,416493,492081,527924,529815,530603,532804,533481,537135,539021,543143,549735,552947,561361,570965,581340
260,416812,489755,527930,529907,530626,532817,533555,537160,539541,543472,550167,553004,561603,571119,581240
266,416701,450823,529529,530601,532247,533719,534714,538068,540031,545281,550590,559161,562998,576703,596107
291,416875,487736,528017,529955,530723,532854,533579,537264,539572,543498,550389,553565,561739,572888,580917
297,497680,517593,518820,520651,522473,523641,526683,528484,531495,533562,537175,541709,551686,572050,575451
318,416911,451939,529568,530615,532642,533729,534753,538076,540281,545343,550973,559403,563304,577312,589269
323,417040,452555,529680,530618,532951,533766,534782,538162,540600,545376,551229,559536,565937,577316,588626
329,417115,443720,529713,530682,532991,533856,535036,538222,541039,545947,551685,559812,568585,577919,587344
333,496261,517620,518874,520686,522760,523844,526752,528514,531560,533635,537339,542013,552301,572748,574496
337,417678,444362,529745,530711,533126,533907,535168,538236,541217,546551,551773,560275,568672,578934,586463
344,417999,436465,529956,530775,533180,533917,535186,538803,541797,547310,551859,560369,568771,579152,586358
356,420898,437345,529996,531012,533208,533926,535194,539230,541923,547717,552162,560553,568947,579352,585870
376,417459,480964,528029,530009,530740,532877,533713,537269,539580,543620,550532,553944,561909,574238,580774
381,463959,483097,506511,521318,523558,526444,530449,533280,536446,540542,544840,551329,557473,565740,614237
389,495245,510612,513915,516197,518726,521535,524310,528043,532275,535225,539589,543865,552704,560527,603553
390,422858,437563,530107,531135,533226,533945,535359,539243,541944,548428,552294,560631,569041,579431,583910
395,417760,478349,528031,530017,531111,532913,533741,537295,540077,543828,551239,557450,562235,574301,580162
402,464038,477617,514343,521404,523615,526527,530502,533381,536717,540546,544869,551714,557543,565784,610739
423,418696,471955,528133,530052,531242,533024,533973,537301,541126,545039,551302,557590,563476,575943,579857
438,419007,467653,528172,530059,531267,533050,534021,537307,541239,545445,551480,557636,564954,576354,579657
452,420199,461123,528276,530176,531334,533082,534338,537350,541398,545722,551530,558101,564991,576392,579174
462,417171,482955,506691,523922,528145,530639,533686,536246,540235,544087,549839,557249,562809,570729,614807
474,490722,517623,519029,520906,522797,524056,526777,528545,531610,533639,537479,542054,554844,573538,574350
499,421612,463628,528641,530192,531537,533112,534437,537430,541601,545766,551547,558130,565387,576631,577606
507,427323,456735,528748,530275,531590,533113,534571,537569,541605,545920,551580,558489,565411,576920,577437
516,422882,438356,527315,531174,533238,533953,536174,539386,542075,548578,552344,560692,569546,579660,582443
529,464089,490493,502875,521470,523747,526583,530616,533394,536835,540709,545032,551734,557549,566091,607871
535,445081,477713,483162,523958,528148,530813,533836,536397,540288,544185,549856,557307,563001,570832,614526
552,419177,464763,521879,523972,528169,530910,533872,536529,540479,544604,549906,557309,563644,570889,613247
565,421434,483609,506970,517878,528262,530937,533886,536713,540514,545253,550154,557583,563735,570946,611411
572,488415,511645,514295,516519,518757,522078,525400,529619,532664,535210,540151,546237,553228,562596,600145
576,495251,510892,513922,516379,518879,521572,524323,528459,532278,535295,539824,543876,552939,560712,602717
597,457124,483453,518782,521523,523751,526705,530678,533434,537016,540961,545102,551747,557587,566098,605374
630,495523,510981,513972,516423,519033,521715,524358,528577,532316,535306,540046,544200,553020,560784,601946
632,446059,459338,513198,522464,525897,529295,532320,534326,538818,542418,548466,554216,560562,568970,622622
658,464846,478256,514969,521585,523877,526859,530738,533488,537091,540967,545465,551785,558217,566149,604828
659,505299,510401,512980,515451,518412,521304,524369,527398,530977,534056,537671,542204,550124,561778,605562
673,421878,465396,518210,524311,528272,530960,533930,536802,540586,545619,550729,557790,563898,571256,609341
681,505357,510450,513028,515598,518654,521511,524468,527416,531039,534206,537842,542516,550159,561844,604611
