25,61,73,99,377,401,402,417,506,809,838,891,906,906,908,911,971
2,97,139,290,346,394,400,426,432,610,633,649,695,740,825,904,906,960
35,62,139,143,144,242,332,522,580,624,709,715,802,819,862,894,930,947
67,148,149,150,250,269,339,450,455,667,691,703,796,796,805,841,948,977
74,120,130,190,228,230,326,446,515,554,556,845,863,865,869,871,883,936
93,152,264,272,276,301,388,482,516,517,552,682,755,826,830,851,852,892
2,41,237,251,281,348,356,402,459,525,532,668,687,690,695,729,744,855,999
3,31,248,313,321,331,371,380,423,428,494,514,626,658,734,787,908,934,997
4,41,42,47,213,222,276,330,386,489,526,772,785,807,820,856,914,978,993
5,123,148,150,169,180,348,421,434,449,460,660,747,797,819,824,830,965,972
6,61,105,125,138,170,241,266,493,610,644,645,680,708,780,943,944,960,982
6,142,207,225,251,376,390,391,409,531,549,559,574,751,751,764,818,871,936
7,30,105,110,315,329,360,438,446,532,618,625,632,729,731,769,834,944,947
7,31,84,92,97,147,369,418,479,547,619,632,709,728,806,863,957,957,959
7,69,105,174,243,259,262,274,496,539,544,610,621,738,817,836,938,979,990
8,19,46,119,123,163,214,294,464,556,567,599,650,791,968,970,980,984,986
8,186,202,283,307,315,354,361,412,448,578,599,626,644,690,790,867,914,917
9,54,59,127,302,340,373,375,511,517,586,618,721,738,810,821,823,830,887
10,94,113,122,147,181,331,426,504,537,641,655,657,727,770,814,818,965,989
11,21,88,297,321,362,395,408,419,485,508,509,555,715,758,855,858,947,989
12,73,124,128,162,263,336,539,552,608,646,646,670,691,695,762,780,834,980
14,66,139,175,197,280,397,428,449,552,562,593,637,665,728,818,898,923,980
15,28,203,226,280,361,368,519,550,577,580,633,636,648,677,735,786,814,865
16,100,129,139,199,366,407,432,444,467,484,502,536,748,762,827,972,980,991
18,26,36,174,179,190,374,419,421,430,554,659,768,789,813,901,901,905,944
20,24,51,165,287,359,460,466,492,523,585,614,650,651,669,821,879,880,905
21,52,85,227,244,312,319,355,433,527,539,597,650,736,798,808,897,946,955
23,64,168,257,281,319,355,368,372,561,628,689,730,736,765,772,773,777,863
26,95,167,199,262,305,381,407,526,549,555,563,588,664,740,753,864,924,933
30,49,181,238,351,383,394,445,519,546,549,556,568,593,698,798,836,857,910
31,86,125,148,268,291,302,336,449,453,469,697,728,763,831,832,879,900,913
34,79,96,97,208,261,331,334,488,501,502,703,751,790,811,836,844,880,955
35,127,130,255,278,306,372,380,381,414,573,585,619,709,799,834,834,890,980
36,47,130,190,282,379,384,395,493,497,567,651,667,723,737,743,778,820,982
36,181,196,216,311,326,330,393,459,462,493,578,594,618,684,899,900,900,925
40,41,83,151,181,223,246,348,458,458,489,654,666,779,835,950,959,965,975
41,71,83,186,192,259,377,402,468,541,584,594,700,749,769,855,868,880,882
42,44,54,70,204,216,247,287,392,586,648,702,708,789,853,867,895,948,949
42,111,115,223,236,295,335,449,462,507,537,572,705,717,761,763,858,904,909
47,84,94,198,221,284,291,382,452,460,525,631,664,689,786,879,884,954,976
48,94,210,221,228,271,300,432,556,562,565,577,587,611,751,762,773,961,992
48,124,132,185,233,278,292,472,478,506,577,642,681,724,774,776,805,846,928
50,74,96,200,214,302,306,389,454,474,543,602,638,749,753,886,907,915,949
52,220,286,322,353,358,387,409,434,455,578,616,641,647,654,698,708,744,939
60,219,223,323,334,334,343,391,392,452,463,506,522,651,661,702,939,993,993
64,98,143,206,211,243,308,400,482,507,597,624,700,712,734,735,839,924,974
69,147,157,196,226,262,411,425,473,481,484,617,657,688,708,767,827,952,954
78,111,159,239,258,285,355,369,399,420,547,679,719,730,732,735,763,948,975
93,166,210,230,265,276,276,291,435,478,521,560,579,692,797,838,853,949,992
99,170,245,249,266,320,338,352,411,477,530,617,626,668,736,776,807,886,928
133,187,188,218,233,342,344,365,374,392,505,519,569,634,840,851,932,937,938
144,158,168,175,214,236,273,336,399,480,507,640,681,688,820,848,884,884,966
174,190,223,236,280,283,283,298,347,426,429,735,757,768,788,807,825,825,827
