94,110,150,295,455,480,519,577,610,780,838,839,846,971,982
44,51,123,150,225,266,368,423,602,798,825,886,924,934,957,970
2,93,105,162,174,181,340,428,484,539,640,807,867,906,906,937,975
2,175,223,278,281,401,460,463,467,497,578,610,772,789,813,836,901
3,9,64,73,97,151,434,493,522,565,626,717,753,809,811,814,891
4,94,97,127,302,409,419,430,504,544,650,736,777,827,834,894,898
5,48,94,123,149,216,375,555,588,647,709,737,767,808,906,909,910
6,41,49,245,271,362,426,434,522,549,577,772,791,821,852,879,949
6,159,244,278,283,336,386,515,539,567,586,597,728,758,802,805,957
7,14,129,139,211,342,373,377,452,644,668,715,719,915,933,949,959
7,20,36,251,284,432,433,546,552,617,642,703,703,735,751,880,954
7,60,148,168,369,377,449,450,466,507,554,723,768,790,858,904,948
8,30,31,61,148,148,237,419,525,736,788,810,820,851,955,982,997
8,143,262,266,395,438,448,459,494,519,556,660,680,690,697,863,968
10,30,105,236,258,294,371,474,541,547,698,749,751,830,834,864,954
11,83,83,144,180,259,331,492,532,599,721,780,827,834,844,901,925
12,50,97,139,262,322,402,454,460,593,738,818,818,821,823,824,913
15,48,115,262,276,319,332,348,383,506,695,702,805,845,948,972,975
16,74,100,186,276,368,374,389,539,616,665,740,819,825,825,865,869
18,111,167,174,250,259,339,488,526,549,645,689,807,855,856,899,914
19,84,152,181,228,239,372,429,446,631,689,705,806,838,867,917,943
21,41,64,163,257,384,392,402,421,562,670,728,776,887,890,936,952
21,61,69,207,230,241,264,418,610,649,655,724,796,798,863,961,979
23,42,120,213,242,331,355,380,502,636,651,668,738,819,905,928,993
24,144,181,196,261,330,449,477,479,634,654,687,692,731,743,892,972
25,170,269,286,315,334,397,409,432,559,633,651,684,732,786,880,984
26,26,139,190,280,353,361,478,527,626,688,712,727,729,765,939,980
28,133,206,219,272,300,311,313,453,468,618,730,762,883,908,949,993
31,130,130,158,185,214,485,519,526,552,657,657,715,858,879,900,950
31,190,220,249,302,343,382,449,458,567,586,648,651,755,757,978,980
34,41,113,190,208,221,355,400,425,624,682,736,764,904,928,947,974
35,124,170,218,223,246,283,458,532,614,646,658,786,814,836,914,989
35,168,181,233,346,390,391,511,561,611,617,618,708,730,747,769,930
36,54,96,216,238,243,372,462,644,698,709,735,762,770,779,827,905
36,128,143,198,214,236,379,493,530,572,573,654,790,862,868,884,986
40,47,67,287,290,308,421,489,531,597,625,626,744,778,834,882,980
41,47,142,169,306,307,355,391,426,667,690,763,797,799,807,884,955
42,54,62,214,282,306,414,506,547,580,593,688,773,836,848,857,944
42,70,186,188,291,411,446,464,482,585,587,619,659,709,886,944,977
46,196,274,276,283,323,402,407,452,460,482,550,554,924,947,980,990
47,52,78,203,292,365,394,400,514,619,666,748,769,785,835,884,895
52,86,147,157,202,321,356,417,516,549,556,796,817,831,840,938,965
59,210,321,326,334,358,369,395,496,506,537,555,569,751,900,900,960
66,192,200,330,359,387,407,432,459,517,618,646,691,695,734,820,993
69,73,132,226,263,352,412,462,473,481,537,556,681,879,966,992,992
71,85,166,210,230,281,291,351,392,411,508,841,871,948,960,965,965
74,175,223,287,319,334,335,380,469,578,579,628,702,776,863,865,959
79,84,165,248,326,336,338,374,560,562,577,584,650,728,947,989,999
88,111,236,301,315,408,420,428,509,543,574,599,735,740,774,789,976
92,119,130,331,348,392,435,449,472,493,521,633,661,818,853,855,944
93,174,190,227,233,247,291,502,563,578,667,708,708,708,826,851,980
95,124,199,276,280,348,381,489,525,552,621,632,641,751,853,871,908
96,98,122,139,251,255,394,568,594,632,664,691,695,744,768,897,938
99,105,147,179,226,312,360,505,556,580,638,669,753,763,797,911,946
99,285,302,336,347,381,399,484,501,585,594,624,664,679,700,734,832
125,127,187,204,221,228,280,344,361,507,700,820,830,830,855,936,991
125,265,305,354,366,376,388,426,445,455,536,648,650,735,762,787,923
138,197,222,268,297,320,329,393,478,523,608,681,729,761,763,907,932
147,199,223,243,273,298,399,444,507,517,637,641,677,749,773,880,939
