181,997
181,999
186,993
186,993
187,993
188,992
190,989
190,989
190,990
196,984
198,982
199,980
199,980
200,980
202,978
203,977
204,976
206,974
207,971
208,972
210,970
214,965
214,965
214,966
219,961
220,960
221,959
221,959
223,957
223,957
225,955
226,954
226,954
228,952
230,948
230,950
233,947
233,947
236,944
236,944
236,944
237,943
239,938
242,938
243,936
244,936
246,934
247,933
248,928
250,930
251,928
255,925
257,923
263,917
265,915
266,914
266,914
269,910
271,909
272,908
273,907
274,906
276,904
276,904
278,901
278,901
280,900
280,900
280,900
281,899
282,898
285,895
286,894
287,892
290,890
291,884
294,886
297,883
300,880
306,871
308,871
311,869
312,868
315,865
315,865
319,855
321,858
322,858
323,857
326,853
334,846
335,845
336,844
339,841
340,840
342,838
343,836
344,836
346,834
347,818
348,830
348,830
348,832
351,827
352,827
353,827
354,826
355,825
355,825
355,825
356,824
358,821
359,821
360,820
361,819
361,819
362,818
365,814
366,814
369,810
369,811
371,809
372,807
372,808
373,807
374,805
374,806
375,805
377,802
380,796
381,798
381,799
382,798
383,797
384,796
388,790
389,791
390,790
391,789
391,789
392,788
393,787
394,786
394,786
395,785
399,776
400,780
400,780
401,779
402,777
402,778
407,773
407,773
408,772
409,768
411,769
411,769
412,768
414,763
417,763
418,762
419,761
420,758
423,757
425,755
426,749
426,753
426,753
428,751
428,751
429,751
430,749
432,735
432,748
434,743
435,744
438,740
444,736
445,735
446,734
446,734
448,732
449,729
449,729
449,730
449,731
450,730
452,728
452,728
453,727
454,723
455,724
458,719
459,721
462,715
463,717
464,715
466,709
467,709
468,712
469,709
472,708
473,703
477,703
478,702
478,702
479,700
480,700
481,697
482,698
482,698
484,695
484,695
485,695
488,692
489,691
489,691
492,688
493,681
493,687
494,681
496,684
497,682
501,679
502,677
506,667
507,668
509,670
511,669
514,666
515,665
516,664
519,660
519,661
521,659
522,657
522,658
523,657
525,646
525,655
526,654
526,654
527,646
530,650
531,649
532,648
532,648
536,644
537,642
539,632
539,641
539,641
541,638
544,636
546,634
547,633
547,633
549,619
549,631
550,626
552,628
554,626
554,626
555,625
556,624
556,624
559,621
561,619
562,618
562,618
563,617
565,614
567,610
569,611
572,608
573,599
578,602
580,599
586,594
586,594
587,593
2,568,610
2,585,593
3,567,610
4,579,597
5,578,597
6,507,667
6,556,618
7,493,680
7,556,617
7,585,588
8,181,991
8,292,879
9,555,616
10,519,651
11,537,632
12,517,651
14,331,834
15,331,834
16,185,979
18,578,584
19,181,980
20,211,949
21,179,980
21,421,738
23,577,580
24,251,905
25,216,939
26,507,647
26,577,577
28,298,853
30,175,975
30,387,763
31,459,690
31,460,689
31,504,645
34,502,644
35,196,949
35,455,690
36,169,975
36,238,906
36,326,818
40,216,924
41,259,880
41,283,856
41,284,855
41,434,705
42,170,968
42,192,946
42,258,880
44,223,913
46,264,867
47,302,831
47,320,813
47,336,797
48,227,905
48,368,764
49,245,886
50,222,908
51,291,838
52,276,851
52,276,852
54,262,864
54,552,574
59,174,947
60,241,879
61,302,817
61,368,751
62,281,836
64,167,949
64,168,948
66,474,640
67,377,736
69,144,965
69,148,960
70,334,776
71,302,807
73,119,986
73,268,839
74,243,863
74,334,772
78,331,767
79,175,924
83,125,972
83,262,835
84,148,948
84,262,834
85,330,765
86,139,955
88,330,762
92,105,982
93,150,937
93,379,708
94,94,992
94,397,689
95,421,664
96,110,891
96,376,708
97,395,688
97,432,651
97,433,650
98,143,939
99,261,820
99,319,762
100,249,830
105,143,932
105,223,848
111,158,911
111,517,552
113,332,735
115,291,774
120,197,863
122,152,906
123,287,770
123,329,728
124,174,882
124,419,637
125,506,549
127,174,879
127,190,863
128,380,668
129,399,650
130,163,887
130,166,884
130,306,744
132,313,735
133,307,740
138,180,862
139,144,897
139,218,823
139,305,736
142,301,737
147,149,884
147,213,820
147,295,738
148,165,867
150,283,747
151,321,708
157,168,855
159,170,851
162,458,560
210,462,508
228,409,543
259,460,460
283,392,505
336,338,506
386,392,402
