100212315,117413871,135422990,208963192,606472622,926458248,943872880,960942039,999758121
100550399,117415223,152429001,209027091,588798861,926659889,943920922,961036070,999582521
100591807,117460758,135578174,189620573,624554997,926767899,943921112,961054736,999316369
100727377,117612909,135607970,189781891,624571866,926770004,943926066,961072309,999259518
100733807,117650846,135653699,189839631,624627175,926772748,944043887,961094120,999213825
101028480,117723067,135735068,171936213,641316955,926787795,944048811,961094694,998926288
101103800,117801858,135874382,152712874,659979765,926823542,944169877,961295188,998905857
101161637,117820188,135927717,152729290,660060273,926916571,944240876,961403113,998727118
101354340,172335977,209891949,228604967,761747325,854381955,871852953,890807102,908818617
101394948,248711200,265096225,321132084,536434947,854446760,872057457,890855840,908948207
101395489,248717358,265109461,303191742,553994977,854531350,872073485,890871621,908951625
101447761,118407885,153479219,387806430,406204846,927005270,944595592,961778373,998453158
101480430,118492470,153604454,387863008,406295033,927138132,944658457,961806937,998327829
101528377,210399609,248802050,303305545,608271679,854874532,872381648,891049879,909046484
102046750,119952178,211480558,304278419,427598584,927892584,945489992,962598393,997512070
102069878,120031684,173768637,249925439,519169323,927921412,945542049,962684325,997504656
102139334,120160647,137345522,249937469,555147608,928029811,945552597,963147204,997418298
102377681,120481541,137371632,250034969,555165954,928123615,945559746,963323667,997389227
102515134,120567253,173956077,211903596,555179057,928181786,945816400,963455744,997270053
102759426,120628867,137549432,211973426,590678024,928269689,945873430,963498394,997231142
102839547,120738361,137551137,212053641,590780596,928364746,946019939,963588700,997200055
102868973,120834197,137616143,212166313,590825126,928404084,946030530,963641582,997067744
102899738,121038862,137620803,212230485,590829252,928431344,946189324,963645997,996781755
102939227,121039947,137633878,212239195,590991256,928622379,946198254,963667403,996418650
103060955,121116597,138049950,174185417,627435903,928708177,946337318,963924273,996407063
103101505,121221059,138061797,174242496,627528154,928733142,946417022,963937980,996384522
103222950,121237385,154855147,174342398,609875931,928816708,946472466,964068023,996305685
103234962,121351261,155016080,174423813,609922509,928844889,946475259,964306613,996244382
103561351,121505925,138111229,155053371,644890802,928985674,946491142,964364587,996200786
103563803,138351357,155337090,174571834,591754821,929044474,946519565,964507291,996009972
103658633,138703500,155395693,192717916,572014396,929045001,946595168,964580751,995896545
103805612,138780463,155398069,192791984,572035029,929119520,946615965,964667321,995857147
103947664,138810800,155463053,192982030,572047302,929263093,946630435,964707189,995676734
103958948,138811253,155606815,193041079,572105842,929459545,946695993,964708921,995547433
104779542,214189939,356624977,392434199,464126909,784577027,875836392,893850030,913375812
104794842,123272301,233661255,252310831,447095701,929996911,947169506,965432497,994973549
104805011,123345866,139834103,252388835,540553286,930059938,947228311,965509091,994832504
104999641,123369412,139859486,252427066,540658194,930168719,947310535,965587378,994825082
105164758,123436094,139904923,252453685,540677806,930231969,947314199,965614598,994633823
105185044,123754955,139933820,234110566,557570929,930304041,947364032,965834820,994567649
105195599,123795563,139945955,234205544,557679482,930358121,947465890,965850679,994468385
105260061,123849864,140215760,234209698,557893943,930360184,947493843,965862220,994466571
105269769,123959885,156976528,234236857,540744964,930403511,947707403,965866305,994347352
105280608,124032178,140355088,269041659,522435380,930426572,947753404,965973780,994192244
105471051,124068260,157115796,215188949,558043707,930435895,947905353,966013709,994127300
105483332,124097992,157326676,215220613,558156997,930490852,947960331,966020086,994068718
105875975,124115074,140487197,215905429,573572874,930541615,948108626,966108146,994016223
105896973,124118695,141010650,176744163,612179982,930571930,948309127,966113643,994002650
106131576,124198244,141120274,157851739,630221449,930577128,948336744,966170979,993888987
106178901,124465165,141302806,157909045,630237420,930618666,948452038,966201974,993697888
106324074,124505955,141387815,157925802,630300005,930649609,948496299,966326811,993659232
106598925,124528489,157951056,177319482,593762899,930721306,948664215,966397545,993525027
106639696,124752260,158086710,195465307,574011157,930810271,948677491,966412225,993498677
106721043,124795257,158314334,195536714,574023101,930842971,948776532,966459156,993389058
106887108,124848372,158366796,195563537,574029141,931079099,948925729,966462249,993316094
106933556,141799804,158409963,177938742,574286964,931181824,949245125,966836934,993251810
107379405,125121123,290314163,309434998,324827078,931826569,949517057,967385442,992801818
107425894,125207000,290455992,309499656,324912818,931929206,949526880,967431710,992562269
107448569,217640913,235301746,254227817,342647641,932031387,949602989,967661245,992413055
107624085,142499326,254338392,309696863,342679954,932050438,949763619,967804485,992289791
107671889,125355343,254462058,309805814,359415758,932244759,949772605,967863627,992038704
107696095,125535438,235422185,254814707,433211736,932303567,949816567,967877441,991846650
107714304,125542636,235484301,255009169,433390259,932381765,949887950,967921155,991405500
107761535,125633615,236001368,255063987,433396806,932444398,949999944,968131660,991375964
107782866,125669679,218000984,271303178,433612913,932474149,950016000,968137473,991350872
107922548,125671444,178749539,310249886,433627139,932474474,950020231,968308460,991191091
107925944,125706588,142930038,255293211,524322151,932526776,950197312,968485644,991175656
107930553,125799215,142965710,236158460,543021827,932551172,950235000,968504442,991137624
108045186,125855391,142970702,236429568,543074984,932608593,950286106,968507649,991012209
108046737,126069021,143186382,218229429,560424639,932614903,950325021,968635283,991011346
108049596,126085382,143236992,218323858,560484790,932624713,950399907,968686821,990752564
108110876,126105555,143258385,218415814,560513316,932651410,950512378,968926414,990739371
108147678,126175533,143288020,218550368,560620880,932661029,950534169,968982474,990713827
108282946,126276427,179608223,198120692,543934094,932672416,950617433,969008522,990616831
108313644,126314404,179717726,198152267,543998933,932697165,950764810,969010950,990466483
108349152,126500438,143709445,179729519,596549228,932827833,951051901,969087717,990462445
108364933,126500562,143841263,179734975,596660474,932854523,951098499,969138218,990395086
108381031,126598702,143846891,160392464,615319831,933050131,951130438,969677380,990386800
108422457,126671625,143989191,160482121,615324594,933057993,951169859,969813536,990385763
108494808,126714733,144115356,198483962,576578212,933631311,951212708,969985641,990025227
108589686,126916558,160768744,180245957,576705452,933686745,951312289,970214679,989971265
108619677,127000924,161222949,180267848,576745520,933940956,951317793,970248791,989875676
108735863,127026592,161400322,180306563,576775388,934037747,951318452,970327259,989766091
108872861,219672200,237909035,311869025,561682113,862247567,881103514,898264654,917650255
108875019,127365034,256698960,311954315,633544739,862393426,881164460,898603542,917823158
109062442,219747604,238040452,273500205,312062971,934289902,951603051,970576265,989543958
109113078,180681169,256880190,293148265,312257515,934412064,951615275,970667036,989473732
109190360,180720880,256898106,293243819,312295452,934469251,951679865,970671959,989391855
109200940,199335207,220343271,256898835,651211496,862766410,881431955,898931342,918171390
109222939,220425721,238232090,256914796,327287496,934721291,951937717,970722614,989151065
109513853,127936699,256924835,312568762,344667259,934776287,952193787,970788435,989099954
109691427,128032405,220659198,256982044,435723568,934791532,952375988,970820597,989088496
109774044,128065543,220679296,257113994,435747557,935092637,952401611,970873522,989018069
109782055,128133043,220687694,257221213,435805713,935106530,952444271,970908547,988951046
109971383,128288080,144943505,220854563,546419700,935165095,952455663,971225624,988858147
110009007,128314921,145089271,221016397,546437340,935283255,952492367,971251713,988646842
110042267,128331517,145127706,221033117,546486570,935284271,952532895,971314170,988616859
110503083,128340592,145185144,221111858,546654584,935314002,952552363,971369322,988611479
110628634,128586106,145198299,221170530,546686315,935326611,952568048,971408429,988364559
110658438,128673956,145206192,239326613,527913682,935394146,952623479,971481992,988297507
110713534,128822593,163275387,200818951,546733339,935713017,952642521,971614504,988107910
