39404,91926,91939,91943,91971,92817
78819,84168,84172,84190,84195,84456
56479,88497,88536,88555,88556,89377
49209,89748,89750,89774,89780,91739
68453,86116,86120,86122,86139,87050
69513,85964,85969,85985,85994,86575
18950,95982,95985,96003,96004,97076
48327,90024,90047,90060,90076,91466
3062,99293,99353,99420,99421,99451
44738,90882,90897,90927,90936,91620
31382,93546,93633,93634,93639,94166
26121,94311,94329,94332,94334,96573
50073,89709,89711,89719,89723,91065
3818,99007,99230,99235,99242,99468
3269,99164,99187,99194,99206,99980
72777,85162,85164,85188,85193,86516
76386,84547,84618,84703,84710,85036
55080,88898,88903,88908,88912,89299
57752,88279,88300,88302,88305,89062
67846,86322,86345,86387,86462,86638
79282,83882,83883,83885,83912,85156
66871,86428,86435,86439,86441,87386
43388,91171,91172,91176,91181,91912
15101,96866,96868,96874,96882,97409
10104,97815,97819,97841,97842,98579
27365,94462,94476,94551,94557,94589
37187,92174,92187,92201,92203,94048
60088,87633,87645,87678,87680,89276
1816,34281,91297,92937,93041,93102,93526
5391,64035,79531,84893,84930,86639,94581
9915,32950,64989,97881,97915,97940,98410
11808,38230,80409,92293,92295,92299,92666
12897,46767,77527,90426,90432,90438,91513
13268,70730,79045,83980,83999,84000,84978
7738,19763,94392,94440,94441,94451,94775
19148,21072,76316,95454,95470,95473,97067
13370,21296,82810,95612,95616,95628,95668
23670,27797,67898,95149,95153,95160,95173
25299,49548,84982,84986,84989,85000,85196
27092,55991,69700,86698,86699,86704,87116
31142,44536,77783,84254,84280,85155,92850
33533,51555,74090,85047,85079,85099,85597
34649,45056,56090,90737,90741,90747,91980
34143,38228,58340,92150,92317,92409,92413
16101,39156,58527,96551,96553,96554,96558
42251,42286,76110,84524,84533,84536,85760
43919,43947,60477,87851,87855,87915,88036
39323,45036,78905,84042,84051,84243,84400
40225,45279,46572,91807,91838,91863,92416
44024,47819,47824,89743,90123,90133,90334
48380,57314,59220,70786,88099,88100,88101
23968,48916,71122,88849,88850,88852,89443
28852,54394,83146,83221,83255,83263,83869
18322,63291,68996,87317,87325,87326,87423
23252,63546,65306,86804,86807,86823,87462
23539,40851,67860,91398,91404,91424,93524
16246,50817,74540,89569,89577,89596,89655
18789,23794,76438,95137,95141,95148,95553
16439,28935,77633,94057,94064,94069,94803
7239,18021,80448,98422,98431,98454,98985
12288,55415,82609,82641,88760,88785,89502
34365,49986,77959,84251,84354,84357,84728
39474,57256,63001,85011,85016,85023,85219
17798,66407,69038,86657,86665,86714,86721
21574,79694,79716,79720,79730,79751,79815
36780,49229,69592,85820,85999,86007,86573
10195,69645,75757,85825,85841,85858,86879
14249,47871,87491,87575,87602,87605,87607
43770,43789,62314,87500,87504,87508,87615
18684,59168,69114,87802,87829,87836,89567
42502,45593,59270,88098,88103,88115,88319
26473,56985,61978,88448,88460,88468,89188
7846,56292,80728,88657,88677,88813,88987
39445,50259,50272,89727,89729,89741,90827
41923,44220,53701,89786,89850,89933,90587
5716,48650,84386,90003,90009,90106,91130
14177,33902,90161,90217,90221,90222,91100
28590,38375,63487,92059,92065,92087,93337
19909,33548,73058,92956,92969,92973,94587
3918,26711,93732,93752,93771,93772,94344
13697,16448,93836,93859,93889,93893,94378
5608,39630,78305,94081,94087,94103,94186
64973,72352,72359,72388,72389,72390,73149
24155,47238,47803,95005,95006,95017,95776
9617,13355,95317,95368,95381,95404,95558
21161,38132,58100,95636,95647,95660,95664
5872,14130,95826,95847,95855,95858,96612
2780,15413,96060,96079,96095,96098,97475
1399,5256,77703,82955,82962,82963,82971,83791
1440,2459,9829,97033,97282,97287,97327,97343
3764,19529,36679,42911,99132,99136,99137,99712
3747,4626,67259,81998,82787,86519,86525,86539
4441,6798,29790,68820,97514,97533,97551,97553
640,9040,74021,83055,83057,83068,83085,84034
14485,69177,69178,69266,69295,69317,69318,69964
18277,68376,68377,68384,68389,68413,68414,71370
9591,21952,70038,79622,79627,79630,79639,79901
10017,37139,39499,44163,89429,89440,90580,99733
15781,34653,41496,53775,88424,88473,88475,88923
17609,42772,43041,67670,73088,85264,85265,85291
21564,41216,48718,61500,80149,80168,81199,85486
8164,22760,40268,58065,75774,98321,98322,98326
23473,24236,35663,82200,83305,83328,83373,84422
1277,20945,24460,80614,80749,96524,96527,98904
23154,24800,37585,71646,85505,85520,85532,86258
26175,28290,30633,39367,93720,93825,93829,94161
85,27768,39754,40388,97872,97990,98047,98096
3902,28160,36104,57919,93466,93469,93484,93496
18934,30443,38257,47906,90883,90885,90890,91802
35349,40709,52028,55070,58160,85765,85787,87132
10063,28029,41305,42270,94410,94427,94436,95060
8080,33069,41372,49154,90393,90444,91082,96406
3913,25741,42701,56522,73339,99117,99160,99507
21630,46833,47900,58008,63510,87149,87206,87764
8087,26734,48968,66160,70794,92857,92858,93542
950,37403,50959,57486,87406,88338,88340,89118
10444,16487,40450,54038,94483,94493,94542,95063
37612,38046,59225,72991,73001,73033,73041,73051
1288,20365,33127,62439,95588,95601,95691,95901
10126,26242,64654,67200,75421,85411,85447,85499
21793,30358,56057,65591,69901,82116,86746,87438
3014,33809,44027,63989,67008,95914,95920,96319
22063,25273,67229,71964,71982,71990,72878,96621
20609,40459,52422,68432,68714,69771,89368,90225
940,27610,30209,69567,72229,99748,99769,99928
12451,59881,66226,72133,72137,72170,72182,72820
21746,59792,59812,59821,74171,74173,74174,76311
36666,38667,46888,75330,75344,75359,75361,76385
3845,22265,75776,79596,79607,79612,79649,79650
3832,44011,54702,68928,78215,78241,86031,86040
24791,28591,31052,69794,79269,79316,93574,93613
8146,10247,80068,80074,80092,80094,80108,81171
16227,38561,41750,80296,80301,80307,80308,82250
12608,33777,49688,69831,83464,83469,83477,83686
18787,27708,56398,59637,84084,84088,84092,85206
3208,38244,46757,64083,84134,84144,84154,95276
7539,24883,60367,72909,78618,85223,85225,85236
8469,40219,45364,70062,79159,85565,85577,85585
289,30793,45383,76305,84474,84483,85797,92476
22606,23129,33281,67432,86391,86402,86453,94306
33571,40685,45861,52995,66359,86548,86556,87425
15975,36214,56558,75195,75200,75204,77246,88408
11230,27838,50582,51080,89622,89626,89652,90370
1345,26518,45419,62920,90720,90768,90776,91534
16627,29546,42091,45300,91477,91483,91500,91976
8037,36230,40756,65994,74067,91623,91624,91669
20767,40592,45168,47308,70837,91761,91769,91798
13544,24702,46093,46149,92275,92284,92285,92668
23821,29751,34995,38222,92213,92311,92486,96201
2191,16202,34015,74392,92788,92793,92795,94824
649,11611,48275,66105,93244,93246,93331,93539
6468,19822,44210,51999,94124,94141,94144,95092
16361,33546,38145,58466,63730,96579,96586,96587
1357,3050,6519,97618,97628,97629,97639,98560
2071,2854,26498,72214,98721,98846,98873,99923
5011,7834,31695,61928,94693,99567,99572,99700
245,8635,26303,55087,62008,71264,81316,97562,97580
1502,11673,20265,63559,70634,79427,83827,83862,85251
2092,23499,24952,47048,51511,64491,95042,95056,96309
