232,34032,39870,50118,52388,54398,61017,62107,64663,67767,74188
459,15964,21095,24991,25992,27134,28964,30948,34418,35157,39093
279,34370,37267,48183,52637,57815,61061,62143,64980,67907,74138
1347,14942,21737,25819,36154,37814,82723,83665,84400,85525,86654
1383,6434,9918,11258,17618,29958,94197,95941,96820,98249,99004
1507,6458,17688,23162,31771,55957,82852,83885,84648,85860,86992
1601,2934,6540,10238,13387,41216,94547,96028,97065,98513,98711
1786,5515,7594,10342,16824,33424,94564,96098,97412,98529,98692
1894,5534,6771,28083,39892,53445,83060,84165,84921,85931,87084
2710,4180,5171,13933,27121,56803,87681,88447,90085,91371,93278
2793,5203,7471,8949,13297,38378,94534,96025,96837,98409,98884
3081,15379,21949,27224,46649,48466,76982,78182,79970,80974,81924
3118,7623,16097,16875,21975,41495,87750,89069,90333,91872,94573
4243,11666,13944,15968,16627,47143,87686,88520,90152,91407,93424
4249,5419,16775,19320,23252,39811,87688,88881,90193,91764,93428
4350,6550,9183,11715,20629,55974,87747,88999,90266,91858,93509
4359,9295,11727,14165,15387,21483,93609,96110,97439,98564,98642
6331,9909,13910,18920,20154,41159,87588,88411,89986,91270,93142
7369,13238,14990,20195,34123,47061,82794,83736,84548,85764,86962
7543,9178,20587,27144,31793,67110,76814,78163,79628,80937,81883
8687,15944,17592,39391,54223,59241,70390,71313,73138,74221,76640
8728,16571,18934,36179,41187,42838,76730,77824,79229,80828,81732
9920,15116,21884,33197,34138,49414,76813,78083,79616,80842,81757
10386,19490,31267,36664,45227,51910,69385,72009,73640,75077,75725
11705,15284,17732,21360,29383,40638,82984,84030,84771,85866,87027
13405,14034,19479,21418,23323,44220,83046,84067,84814,85900,87074
13453,20650,23766,29533,30466,44306,77164,78373,80012,81069,81988
13946,15970,31153,36291,44206,53302,70684,71661,73427,74504,75636
16077,24787,36360,37219,38579,41395,70736,71761,73529,74662,75675
16563,22821,24520,29899,31722,40504,75539,77630,79153,80742,81687
17743,32290,35683,46025,49133,51107,58350,62600,65889,69518,72442
17782,32245,34595,35362,49552,59605,63123,64618,65704,67439,70755
19248,24747,29291,30206,31124,60693,70550,71456,73340,74497,75628
20424,27268,32595,43483,51458,53383,60209,63918,65902,69702,72438
21154,21832,22868,35092,40585,54280,70431,71332,73221,74413,75572
21315,33463,36945,41699,51640,53578,55158,60727,63985,70200,72070
21918,33646,39320,42391,52033,54097,56197,58844,60943,70325,71066
24683,36068,40072,42953,50303,53245,57257,58314,61557,62309,74019
24786,26100,27967,44862,55967,58103,61628,62514,64581,65635,68637
25938,29120,31734,32941,55822,59267,60560,64494,65529,66912,68463
26222,36674,43126,44798,48011,53547,55061,60187,61746,65192,66216
26507,42878,44313,46869,49463,51559,54692,56243,60989,62009,65258
27034,30776,38436,43990,49620,56238,56876,61507,62155,66066,68082
27916,33239,39065,41196,46200,49409,56980,60559,63961,70002,72253
27918,38603,46373,47162,47987,54427,56598,58800,59280,61617,62015
27941,35116,36204,37008,39483,56871,62497,64542,65566,66981,68571
27997,30295,31927,40668,44932,56922,61727,64582,65650,67119,68961
29470,33797,37145,42840,44556,48105,57446,59098,66420,70901,71002
30283,35278,44198,46668,49218,51091,57217,58681,60039,61739,66368
31219,38334,40594,45470,47040,48586,52950,56465,62179,65208,72735
31636,38640,43402,46931,47380,48613,50832,57769,58753,64131,72693
32908,35077,36952,42766,43904,49244,55552,64385,65325,66487,68180
37231,40862,46103,46936,47886,49467,52071,56737,57911,61411,64165
37649,40257,42987,44849,48505,50468,52739,54540,59402,61310,68074
39406,40673,40961,43449,44708,45676,46894,47345,48134,53170,54190
695,36967,54738,54748,55018,56218,56441,58076,59140,59429,68124
732,1896,4405,5655,10490,25180,30482,93690,94760,96419,97447,99624
770,2178,3467,5685,15642,19664,31458,93692,94781,96464,97453,99526
785,2185,5794,7003,14288,20811,27483,93798,94874,96523,97729,99507
928,2267,4468,7099,12260,20070,30588,93950,95108,96560,98012,99470
1085,2340,4600,10969,14657,15834,27766,93982,95432,96578,98071,99466
1296,2526,4065,7269,13900,20981,27029,94040,95553,96698,98122,99301
2623,4106,5004,7289,11125,12672,34114,94054,95776,96755,98185,99077
3212,6793,7850,9355,16109,28165,42992,87127,87810,89114,90353,91900
3683,4460,13662,16250,19764,22096,32411,87211,88013,89522,90836,92872
3770,6100,9675,10930,15784,20875,44540,87352,88253,89613,90941,92947
3927,6306,7141,13871,17539,25746,36856,87444,88262,89670,91028,92990
4443,13493,16201,17963,21567,27434,38737,82209,83362,84209,85125,86037
4893,8644,12411,15868,16534,17549,35038,87501,88332,89724,91249,93037
6319,9754,11037,20127,22750,27842,40317,82707,83658,84355,85377,86537
6800,8096,9358,10609,22070,26570,29671,87207,87904,89235,90788,92472
8124,9617,15665,17288,18247,21603,48904,82350,83380,84300,85188,86114
8229,14501,17474,18254,27496,28632,31596,75353,83421,84349,85255,86220
8398,9696,12329,18620,20941,29752,41057,80481,83454,84351,85369,86332
10739,12105,24179,26579,30542,33801,37440,67913,77371,78517,80251,81343
11748,14187,15473,16927,20740,26534,34614,82109,83356,84196,84945,85951
11839,14240,17141,23868,25331,37278,44405,69585,77321,78494,80166,81112
13468,17938,19593,21505,29573,40696,41541,59625,77259,78386,80090,81106
13731,21665,22154,25446,26794,29748,36831,61164,78686,80388,81551,82622
14899,18884,21713,24495,28937,29885,42757,60373,77488,79067,80650,81632
