232,34860,36831,37657,47886,57257,58800,61507,62143,64131,65208,67767
732,27284,41057,45227,50468,53170,56737,58314,59605,63985,65258,72442
785,34138,41395,44198,47380,53578,55158,56871,62015,64165,65635,68961
279,459,695,1085,35973,36179,36664,37278,37814,39811,40921,42391
928,30540,33801,44798,49244,51091,61061,61557,63918,64581,65650,67110
1296,35116,43126,44698,49409,52361,56441,57570,59402,63123,64618,67119
1347,32752,38436,46025,47836,50118,54986,58844,61017,62600,64880,75438
1383,36068,38378,44306,50303,53445,56980,59098,60989,62179,64663,66487
1601,3081,5655,6800,14990,19490,61628,93424,94547,96098,97439,99526
1786,4405,8229,9696,15116,21603,52388,93428,94564,96110,97447,99507
1894,3212,7099,13238,15284,17938,54190,93509,94573,96419,97453,99470
1896,3467,4460,6100,8644,25938,61746,93609,94760,96464,97729,99466
2178,16109,17141,18247,22821,27144,73340,81343,82622,83454,84355,85525
2185,3770,4600,9920,11705,13405,66420,93692,94874,96560,98071,99077
2267,3927,4893,6331,15642,17474,61135,93798,95108,96578,98122,99004
2340,4065,7471,9178,16279,24787,47010,93950,95432,96698,98185,98884
2526,4106,5171,9183,13493,24991,51559,93982,95553,96755,98249,98711
2623,7594,10490,17592,29752,30683,47061,87127,87904,89522,90941,92990
2710,4243,5419,12105,14657,19248,51910,94054,95941,96837,98513,98642
2793,6771,15944,16571,21483,22052,59140,87211,88253,89670,91249,93142
3118,7003,11037,17782,19593,30283,61727,86332,87501,88411,90085,91407
3683,4468,6306,7269,8687,24683,56876,93690,94781,96523,98012,99301
4180,5203,6540,9295,14501,21360,49463,94040,95776,96820,98409,98692
4249,5515,7850,12260,13871,17688,48466,94197,96025,97065,98529,98564
4359,9675,16775,17743,21567,25746,55061,86220,87444,88332,89986,91371
4443,5794,8398,11125,24495,33797,61739,86537,87588,88447,90152,91764
5004,6434,14240,21154,21884,26507,51458,87074,87750,89114,90788,92872
5685,22154,25775,27034,35833,42840,50219,74221,75572,76813,78163,79970
6319,8728,17288,18254,24747,26100,46931,86992,87688,88999,90333,91900
6458,10386,14288,15784,21315,21918,56218,87084,87810,89235,90836,92947
6550,21975,23863,25331,30776,31734,34370,81757,82984,84067,84921,85951
7141,16927,20875,22750,29470,31406,49099,81112,82350,83421,84351,85377
7289,15473,16201,22868,32595,36154,45676,81551,82650,83658,84400,85764
7369,8949,11715,16250,20127,23162,60039,87027,87747,89069,90353,92472
7543,11748,26534,27434,30641,34123,37219,81687,82794,83885,84771,85900
7623,10609,13731,15868,20587,27496,49467,87207,88013,89613,91028,93037
8124,10969,13910,27916,29120,31927,56598,80974,81988,83356,84209,85188
9355,16563,21418,26579,33197,37267,62309,73753,76369,77488,79153,80828
9358,14899,20629,27766,31771,34418,35362,81883,83046,84165,84945,86037
9754,13944,19664,20811,21665,39391,52637,81106,82209,83380,84349,85369
9909,13297,13946,16097,17963,36945,41216,86654,87681,88520,90193,91858
9918,11666,13387,14034,20941,29533,49133,86962,87686,88881,90266,91872
10238,13453,24786,26222,31596,32623,37008,81573,82707,83665,84548,85860
10342,15665,18884,31636,36204,40696,53302,75177,75835,77371,78686,80481
10739,19320,23868,25391,29899,47162,49552,74019,76628,77630,79229,80842
11258,15379,27134,27967,34906,40594,52739,73221,75636,76982,78373,80090
11727,13468,20154,23252,29699,34114,43260,81632,82723,83736,84648,85866
11839,13662,15834,20424,25180,26570,61411,81732,82852,84030,84814,85931
12411,15968,20740,31153,33463,35683,60693,74188,75539,76730,78083,79628
12672,13933,20758,24353,29291,32245,44932,81069,82109,83362,84300,85255
14165,21737,29573,33971,35038,36967,40668,70431,75725,77259,78494,80251
14187,27268,30542,35077,40673,41541,58681,62107,68463,70550,71661,73529
15387,20070,21713,25992,33896,39483,55957,70390,75675,77164,78386,80166
15970,16824,31219,39320,41187,44206,57911,65902,67913,70002,71090,72735
16077,27121,27941,29383,31267,36856,40585,74413,75628,76814,78182,80012
16402,17549,18920,29748,32908,38603,53383,73679,76067,77393,78977,80650
16534,18934,23766,28632,38640,40000,42286,72070,76182,77426,79067,80742
16875,22342,30295,32290,44220,46869,55552,63132,68074,70200,71292,73138
17539,28380,35092,37145,41699,44540,48011,57217,68571,70684,71761,73640
17618,28649,29885,35278,38737,47143,53547,60373,64542,70901,72253,75353
18620,21095,21832,28165,29671,39870,47987,75077,75736,77321,78517,80388
19764,33239,39892,42838,46894,51107,54280,56243,57815,62009,64494,65704
20081,20981,27224,28083,42992,49218,58350,59625,68180,71456,73427,74662
20195,23323,28389,39944,40862,42075,45918,66981,68637,70736,72009,75210
21709,24520,30466,32366,36010,42953,55822,66216,68082,70325,71313,74497
21949,36291,38579,41495,44425,46103,53702,55974,57376,59267,64980,74138
24203,27029,30206,36738,39093,41159,48586,65889,67907,69702,71074,72693
25819,33646,36674,42878,44708,46668,54223,56197,57446,61310,65325,69385
26794,28937,30948,38936,40072,42757,43904,60559,62497,71002,72438,75435
27997,34614,37649,40317,44862,46911,52071,58103,60187,61617,64385,65566
30482,31458,32411,34912,36952,40638,44313,63961,65192,68124,71332,74504
34595,35610,39065,40257,42766,44849,48505,49620,55018,57769,69585,76640
770,31718,52950,54097,54427,54540,54692,55967,56465,58076,59429,60727
43483,44405,45787,46649,46936,47528,47954,48105,48183,48904,49414,51640
