4460,6458,25331,28937,31734,38334,41541,87810
232,10238,11705,29958,42953,47570,58681,70901,80828,83046,84400,96578
695,13387,16279,27434,28632,44849,48183,82794,84349,87688,88253,94547
732,3927,10342,29752,33646,53633,73138,75077,76813,79229,85369,95432
770,12672,14187,16402,40673,46025,55957,60187,84945,93509,93692,98071
1601,15387,21975,30283,30683,46869,49552,70431,79067,83060,93609,94573
2178,3118,6793,31124,33424,36360,71002,81757,81988,88332,89986,91028
2185,7594,20587,22750,29120,53578,54986,73340,81732,84067,87681,99470
2623,7289,13871,21418,28165,58076,60559,60560,81687,88881,95776,98185
2710,10490,28964,32245,33197,38603,50219,62155,87074,87084,90152,94197
3467,17688,18920,30948,33239,49244,50303,55018,77824,86537,96837,97065
3683,9754,11666,24991,34912,59625,62143,64618,65902,89613,93428,96755
4106,14288,16534,18620,34906,56238,56441,64131,82622,82723,89069,97412
4443,5685,6306,18247,19320,59402,71292,71332,79970,88411,94040,98642
4468,26534,31467,32595,39406,41495,43449,68180,73221,79616,81106,95553
4600,4893,29899,31793,35038,42757,51559,67767,83421,83658,85764,95941
5004,14240,31927,35833,36179,36664,44220,60327,80251,84921,88520,99004
5171,21483,21505,29748,32752,47040,53245,61135,62107,91249,93142,98513
6100,13405,15964,29291,36738,43483,49409,71456,75572,84548,94564,96560
6331,37278,37440,37814,44198,48466,55974,59098,61017,63985,82109,83380
7099,23162,26794,35157,37649,52033,57570,60039,60943,67110,93424,96110
7141,15834,19593,29671,52388,54398,54738,54748,80166,80842,83362,84209
7269,8949,20081,22821,32623,38436,46936,70736,86332,90333,93690,98884
7471,9920,15868,16077,41102,56465,64385,75628,75725,76730,83665,94054
9183,11748,14034,40317,40668,41057,56980,76369,77164,80090,80481,88999
9358,9909,20740,27144,36676,41159,54223,72693,77371,84165,84351,99301
9918,21737,22868,39870,44556,44862,63123,66066,66368,73529,76982,87211
10386,20127,20811,22342,34860,51640,64582,66981,75210,75835,76067,98249
10969,13468,15284,24179,31406,40594,68637,69585,82350,85951,86220,88447
12260,14501,27029,36674,39892,42987,53547,60373,66420,84300,87207,91900
12329,17141,34873,42838,42840,45676,54540,63961,65208,70550,74662,92472
14899,17288,19248,21665,21949,58314,61061,70390,80974,81551,83885,85866
15116,33801,35092,35973,36945,38936,46200,55552,74413,76814,78163,90085
15473,20981,25446,36856,37219,40504,43990,57376,65192,89235,90836,93982
16627,16875,27034,28389,31219,39391,67439,68082,72253,72735,85188,91858
17743,27224,27918,36154,40921,40961,60989,61310,65635,73705,79153,85377
279,11715,16571,16927,26579,28380,46911,64494,65258,71066,83454,87444,98012
459,10609,15968,20424,24786,38378,51091,57217,75218,78182,78494,78517,87747
785,13493,14990,15970,26998,31722,53170,60209,61746,67907,86654,87027,96419
928,5655,27766,28649,40072,47954,49099,50468,57446,64980,77393,82650,84030
1085,11258,12411,21360,35683,36010,39093,57769,58753,78386,81632,87127,96523
1296,9617,13453,19479,43402,46668,48904,57911,59267,68074,71761,87588,89670
1347,7543,8644,13731,23863,42992,44932,69702,75353,75636,78373,85860,89114
1383,1507,24747,29533,36204,36967,47143,47162,55822,73640,83736,89522,89724
1786,16824,18254,20758,34418,48105,50118,54097,55158,56803,71090,91270,98409
1894,24203,24683,27483,30641,33797,37008,46373,47836,76182,84196,87686,95108
1896,6434,6550,24520,30776,39320,61557,61617,64663,65325,69385,90266,94781
2267,11839,26222,29470,36831,40862,53383,56871,59241,59280,70755,84814,85255
2340,8728,17732,21154,27496,30482,62600,70002,70200,73427,74138,75435,83356
2526,3770,5794,8687,25819,49467,50832,54427,65529,77321,80937,94534,97447
2793,12105,18934,25775,27967,31771,37657,47886,55061,82209,86962,91872,96098
2934,4350,17963,22096,38579,45470,51910,52637,60693,61739,66216,93037,99466
3081,13933,25746,33896,34123,43126,45369,54280,61628,62309,70684,82984,85931
3212,11125,14165,20070,42075,44306,59429,62497,65650,65704,72070,75675,81112
4065,8398,15665,24495,29383,37267,42391,49463,70325,71661,80012,87501,96464
4180,13944,16563,17474,25391,40696,47345,60727,61507,66487,74019,90193,98564
4243,4405,15379,20650,28083,44425,52739,61411,64165,74504,80742,81573,84771
4249,17549,20875,27284,31458,35116,44206,44708,56598,68124,76628,90788,99507
4359,9295,16201,18884,34114,40585,47987,52361,56922,73753,75539,88013,99077
5203,25180,27134,31718,39483,40638,47061,48505,49414,49620,71074,88262,93798
5419,10930,21884,22154,37145,39065,42766,46931,54692,71313,73679,92990,98122
5515,9355,21709,31267,32366,38737,39811,42878,53445,62009,90353,92947,96698
5534,6319,13662,21567,30540,37231,44698,49133,63132,77488,78686,91371,97729
6540,9178,16097,32290,34032,34138,41187,47010,57257,78977,81069,86037,93278
6771,11037,16109,23766,27916,45918,49218,53702,62015,65566,75736,81883,97453
6800,17539,25938,26570,32411,33971,40000,53302,58350,67913,72442,87904,93950
7003,17592,17782,17938,21832,24787,30542,45841,72009,82852,84355,96028,98529
7369,9675,13238,16775,20941,22070,30466,58103,64542,86992,91407,96820,98692
7623,19664,21713,22052,29699,35077,41699,43260,66912,74221,74497,84648,96025
7850,9696,13297,13946,27941,48586,51107,56218,62179,69518,74188,85125,97439
8096,20154,31153,33463,34595,47380,48134,56243,58800,64581,64880,68961,80650
8124,13910,16250,19764,31596,40058,43904,45227,54190,68571,77259,98711,99526
