1109,2255
1136,2072,2128,2294,3706,4134,7066,7368,7538,7580,8175,8528,8838,9437
1163,1215,2489,2497,3593,4384,6495,6522,6631,7347,8294,9783,9791,9796
1279,1872,2545,3022,3851,5527,6155,6325,6603,7210,8167,9130,9151,9163
1745,1806,2597,2609,3373,3589,4332,7013,7616,7652,8953,9123,9752,9840
2120,2415,2880,3186,3705,3759,4178,5431,7355,7502,8512,9425,9637,9895
2573,2913,3712,3872,4037,4721,4766,5240,6111,6596,7390,8983,9148,9938
3737,3798,3861,4565,5515,5723,5727,5818,5833,5840,5864,7483,7525,8711
1002,1760,2289,2540,2724,4505,5236,5568,5892,6084,8068,8072,8200,8371,9689
1039,1295,1764,2509,3362,5331,5592,6014,6019,6030,7149,7905,8225,8709,9057
1040,1327,1564,2037,3235,3882,4622,6739,6988,7042,7374,7897,8120,8139,9994
1072,1403,2099,2730,3127,3201,4145,6133,7019,7233,7388,7833,8470,8618,9529
1079,1482,2093,2282,2338,2885,3162,4993,6752,7016,7332,9534,9642,9683,9727
1081,1567,2292,2490,3682,4282,4757,6192,6242,6281,6582,7418,7423,9775,9936
1085,1935,3541,3953,3978,3996,4038,5032,5877,6278,6842,7360,8027,8319,9739
1100,1164,1219,1839,2390,2703,3893,6956,7039,7479,7670,8207,8926,9671,9744
1112,1190,1738,1756,3750,4640,4680,4870,5809,7317,7740,8542,8726,8940,9190
1121,1790,2175,3009,4455,4469,4473,5320,5392,5499,6247,7990,8238,9845,9977
1134,1174,1278,2971,3097,4357,4812,5173,7454,7717,7761,7815,7822,8322,9113
1151,1933,2208,2555,2659,4295,4682,5924,5944,5998,7135,7870,8171,9566,9909
1162,1177,1272,2319,2601,3453,5159,5584,5916,6475,7762,8598,9286,9315,9921
1194,2358,2402,3042,3394,4302,4628,7141,7154,7160,7172,7193,7363,7375,8122
1199,2192,2260,3035,4671,4782,5161,5635,6182,6224,6241,6609,8218,8716,8875
1205,2078,2970,3352,3524,4708,4754,4807,5306,6257,7096,7386,8393,8698,9466
1207,1628,1895,2422,3591,4643,5266,5316,6148,6319,6795,6965,9090,9134,9581
1217,1313,1715,1989,2002,3277,4704,5684,6641,7409,7577,8461,8620,9508,9883
1246,1686,2022,2924,2995,4923,4994,5696,5829,5865,7126,8062,8378,8874,9380
1248,2160,2804,3053,3395,3972,4681,5257,5547,6786,6803,8088,8197,8830,9179
1249,1339,1554,1573,2866,3994,5171,5618,6167,7367,7592,8094,8622,9217,9577
1264,1333,2227,2544,2847,3226,3667,5596,5673,7145,7309,7742,9670,9804,9953
1286,1793,2211,3133,3715,3887,4507,5369,6136,6284,6330,7542,9096,9285,9426
1290,2396,2535,2986,3613,3616,3739,5097,5475,6646,6687,7433,9165,9373,9949
1292,2331,3183,3205,3306,3600,5111,5871,6289,6362,6480,6738,8486,8517,9229
1315,1574,2447,3644,3818,4045,4062,4167,6583,6923,8221,8237,8261,8290,8413
1328,2122,2411,2636,5016,5199,5351,5379,5439,6706,6808,6885,7827,8375,8518
1330,2293,2320,3139,3147,3560,4466,4836,5687,6382,6732,7010,9544,9554,10000
1378,2231,2996,3045,4205,4596,4599,4860,5361,6115,6804,7957,8384,8420,9049
1410,1926,2364,2437,2565,3054,5759,6721,6848,6891,6905,7130,7359,8691,9940
1439,2314,2997,3227,3721,4347,5651,6184,6341,6371,6826,7069,7109,7354,9050
1450,2461,2713,2788,4163,4654,5056,5552,5765,5825,6142,7940,8382,8515,8594
1458,1615,1710,2947,3831,4032,4878,5284,5530,6907,7262,8559,8579,8702,8706
1492,1552,1633,1763,2825,3263,3399,4237,6919,7413,7946,7997,9749,9825,9987
1502,1651,2158,2375,3212,3468,4372,5335,5617,5954,8018,8099,8981,9319,9939
1509,2143,2389,2602,3046,3204,3253,5943,6858,6876,7078,7966,8552,8738,9843
1529,2654,2711,3087,3252,4743,5503,5693,6069,6532,6701,6708,7463,7560,9795
1534,1538,3931,4128,4196,5048,5071,5169,6486,6542,6605,6903,6918,7575,8356
1550,2529,2933,4115,4232,4537,4613,5362,5389,6563,6735,7287,7393,8266,8496
1580,2387,3219,3312,4380,4916,5144,5255,6062,6270,6490,6566,6620,7969,9830
1620,1752,2462,2691,2766,3634,4711,5060,6306,6450,6844,8226,8684,9201,9593
1621,1749,2010,2141,2852,3406,3696,4423,4442,7384,8041,9013,9557,9760,9905
1689,1787,2694,2914,2966,3628,4171,5771,5895,6551,6562,8591,8707,8987,9087
1702,1889,2744,3548,3685,3743,4366,5120,5519,5817,6785,6797,9161,9506,9618
1718,1820,1968,2403,2805,3077,3374,3856,6700,7043,7891,8444,9351,9633,9917
1741,1854,2031,2280,3950,4762,5134,5226,5457,5781,6899,7503,7850,9578,9954
1754,1923,2168,3200,4224,4478,4756,5193,5367,5637,6650,7806,8229,8827,9788
1831,2360,3020,3113,3904,3999,5132,5401,6037,6520,6553,6845,7498,7901,9886
1853,2171,2342,3528,4296,4321,4644,5259,5413,6040,6776,7116,7980,8905,9356
1862,2043,2271,2538,3612,3948,4427,5380,5923,6441,7551,7678,8308,8757,9261
1881,2419,3010,3412,3958,4161,4204,4225,6286,6412,6481,6597,7719,9287,9948
1917,2137,2633,3275,3844,4349,4539,4892,4977,4997,6679,7758,9269,9348,9386
1924,2520,2643,3273,3535,3911,4229,4402,4659,5722,7548,7692,9231,9242,9469
1960,2712,3455,4047,4444,4700,4784,4887,5123,5138,5228,6295,7868,9512,9847
