1081,1745,1839,3619,4691,5515,7891,9050,9087,9090,9096,9113,9130,9148,9905
1333,1760,2208,2712,2924,4169,5592,5635,6919,7678,9825,9830,9840,9845,9847,9883
1079,1121,2805,3205,5199,5316,5335,5392,5413,8041,8099,8120,8122,8171,8175,8200,8207
1100,2255,2766,2996,4115,4302,5071,5169,6289,6481,7039,7418,7850,9261,9286,9287,9315
1112,1190,1738,2995,3721,3739,4878,5672,5689,5765,6600,6785,6795,6797,8711,8905,9351,9557
1136,2375,2438,2520,2544,3035,3750,4167,4802,7130,7193,7375,7413,7957,8559,8716,9151,9739
1164,1567,1702,1862,3009,3252,3368,4916,6808,6903,7013,8294,8308,8334,8356,8378,8382,8384
1194,1249,2099,2141,2461,3045,3173,5240,6037,6907,8225,8226,8229,8237,8266,8272,8290,8709
1199,2509,2565,2682,3540,3644,4372,5366,5401,5916,6441,7719,7758,7761,7762,7806,7815,9744
1215,2338,2411,3818,3978,4505,5016,5723,5727,5759,6062,7154,7160,7262,7577,7923,7997,8375
1248,1554,2609,3097,3541,4708,5892,5954,5998,6084,6752,7233,7287,7347,7355,7360,7363,8618
1450,1686,1718,2364,3162,3263,3306,4836,6190,6651,6739,7393,8062,8094,8420,8579,8818,9269
1492,2602,2711,2847,2866,2885,3113,3931,4994,5490,5583,6965,7384,8197,9633,9670,9683,9954
1689,2257,2540,2971,3253,3844,3944,4171,4196,4678,4743,7145,7374,8976,9425,9437,9566,9791
1752,1787,2043,2396,3297,4229,5138,6542,6551,6553,6562,6563,6596,6603,7575,8018,8068,9727
2093,2171,3370,3548,4296,4366,4469,4537,5720,6040,6069,6885,7010,7069,7548,7740,7946,9123
2280,2292,2447,2652,2730,2804,3046,4163,4282,6286,6625,6738,6858,7999,9348,9671,9843,9936
2360,2573,2788,2947,3972,4466,4675,4766,4870,4997,5809,6803,6899,7367,7368,7937,9508,9895
2659,3911,4045,5781,5817,5818,5825,5833,5840,5864,5865,5871,5877,5895,5923,5943,5944,7289
1002,1933,2158,2320,2437,2526,2535,3373,3524,4860,5255,6184,7042,7141,9512,9529,9534,9554,9581
1039,2713,3020,3406,3591,3628,3685,3831,3882,3994,4427,6631,7409,7870,7897,7905,7940,7969,9163
1040,1219,1552,1633,1935,3235,4188,5617,6278,6412,6421,6486,6495,6522,6583,7126,8221,9285,9752
1072,1109,1573,2402,3204,3362,3950,4349,4680,4682,4892,4940,4993,5924,9749,9760,9775,9788,9796
1085,1854,2497,2825,3133,3227,3634,4062,5171,5193,5361,5568,5696,8410,8413,8444,8461,8470,8496
1134,1615,2314,2601,3201,3580,4380,4565,4782,4784,4977,5257,5979,6138,6735,8162,9917,9939,9940
1151,1538,1651,2037,2231,2694,3200,3868,4756,5379,6284,6480,6901,8518,8528,8542,8591,8594,9057
1162,1917,1968,2419,3042,4539,4596,4613,4806,5048,5499,5626,6597,6609,7109,7390,7827,9544,9689
1163,1328,2913,3186,3290,4700,6270,6281,6295,6306,6319,6325,6330,6341,6362,6371,6382,6450,7388
1174,1741,2120,2358,2597,3887,3904,3948,3958,4762,4812,6153,6905,7309,8013,8684,8702,9190,9783
1177,1295,1749,1923,3453,3560,3612,3667,4643,5144,5266,6019,6700,7332,7822,7990,9134,9593,9921
1205,1286,1330,1458,2703,3535,4038,4145,4204,6133,7454,7479,7498,7502,7503,7525,7538,8726,8738
1207,1628,1853,2211,2331,2633,2755,3743,3861,3893,5236,6956,7742,8517,8691,8830,8926,8987,10000
1217,1924,2022,2462,2914,2966,3022,3183,3600,5771,6115,6142,6981,7043,7066,8698,9493,9577,9804
1246,1439,1881,2128,2260,3077,4444,5320,5464,5673,5684,6136,7172,7560,7616,7652,7670,7692,9886
