1333,1787,2437,3406,5817,6286,6306,6330,8197,9148,9201,9752
1002,1286,2591,2602,2971,5161,6651,6752,7538,8200,8356,8375,8515
1039,1738,1968,2489,2565,2914,5490,5596,8120,9351,9356,9426,9948
1040,1689,3798,3861,4296,4704,5255,5480,6319,7172,8552,8847,8987
1072,1580,2529,3540,3628,3696,5362,6795,7355,8393,8410,8591,9049
1079,1100,2122,2540,3958,5457,6153,6603,6785,7717,7740,9217,9529
1081,1315,1763,3978,4347,4366,4427,5351,6600,7233,9791,9795,9953
1085,2520,2947,3045,3911,4892,5840,6167,6701,7670,7940,8225,9057
1109,1134,1790,2415,4145,4997,5689,6475,7145,7850,8062,9506,9683
1112,1686,3263,3844,4225,5108,5134,5818,6844,6848,7367,8757,9994
1121,1806,1933,2160,2509,4700,5450,6542,8013,8072,8308,9386,10000
1136,2158,3182,3235,3931,3972,5120,5723,6084,8162,8620,9165,9512
1151,1279,3953,4812,5007,5092,5864,6138,6190,7043,7210,8122,8139
1162,1482,3113,3999,4640,4756,5781,6142,7066,7309,7409,7822,9319
1163,1194,1554,3077,4384,4784,5266,6030,6625,7990,8684,9578,9671
1164,1502,3212,3612,4037,5123,5236,5361,6858,7069,8444,8594,9788
1174,2168,2175,3548,3721,3872,4039,6553,7193,7423,9161,9229,9744
1177,1628,2744,3362,4246,5173,5519,5943,6383,7042,8709,8726,9348
1190,1534,3204,3374,3893,4870,5696,6732,7109,7616,7937,8384,8461
1199,2022,2099,2211,2360,2498,2545,2825,3127,4675,4782,5259,7762
1205,2703,2805,3341,5316,5672,5673,6184,6735,6988,7347,7503,8528
1207,2636,3183,3715,4232,4473,5637,6019,6062,6278,7980,8738,9840
1215,1917,3394,3868,4163,5527,5547,5552,5592,6520,7957,8810,9938
1217,3009,3231,3370,3712,4302,4678,6786,6826,7019,7463,8542,9845
1219,2231,2292,2654,4599,4802,5530,6708,6721,7997,8068,8226,8953
1246,1749,2143,3996,4994,5111,5138,5923,6421,6441,8874,8981,8983
1248,1272,2002,2724,4295,4923,5877,5895,7078,7368,8027,9315,9976
1249,1552,2010,2462,3468,5684,6247,6270,6486,7923,7999,8711,9939
1264,1745,2390,4442,4671,4916,5169,5472,5954,7354,8420,9013,9190
1278,1621,2402,3020,3290,4777,5475,6738,7126,7135,8413,8830,9895
1290,2072,3399,4045,4478,4659,5284,5759,6159,7418,7946,8378,9113
1292,1529,1764,2120,3644,4469,5431,5583,8018,8371,8559,9493,9727
1295,1492,1702,2227,3619,4682,5016,5048,7393,8238,9633,9825,9830
1313,1754,2100,3395,3948,4204,5257,6158,6241,8470,8494,9286,9380
1327,1854,2403,2813,3035,3205,5144,6562,7548,8598,9087,9163,9261
1328,1793,2257,2280,3219,5617,6566,6582,7685,7719,8221,8237,8496
1330,2128,2137,2141,2171,4332,5651,6842,7016,8702,9050,9231,9269
1339,2192,2490,3147,3162,3275,4128,5464,7479,8261,9554,9749,9760
1378,1564,2282,2342,3667,5240,5413,6281,6650,7160,8940,9096,9987
1403,1439,2461,2497,2852,4613,5871,6371,7359,7375,8716,9134,9909
1410,2820,3139,3851,4062,4171,5369,5722,6596,6956,8579,8618,8707
