5111,9123,9130
1752,9437,9466,9804,9825,9830,9886
1121,5892,8598,8618,8620,8622,8684,9845
2072,8225,8226,8229,8237,8238,8261,8512
7039,7390,7393,7409,7413,7418,7423,8515
1081,1278,3374,5335,9775,9783,9788,9791,9795
1286,2880,6605,7850,7868,7870,7897,7901,9843
1330,1702,1889,6495,9593,9671,9683,9689,9948
2122,3999,4032,5060,5877,9506,9727,9739,9938
1174,2852,3737,6923,7538,7542,7548,7551,7560,7575
1574,4473,4478,4654,6111,7193,7652,7670,7678,8517
1756,1853,4565,4599,5618,8221,8290,8294,8308,8496
2260,2462,2766,4539,4640,6905,8953,9151,9161,9163
2293,2597,2804,3162,3972,7096,9356,9380,9386,9954
2489,3054,3366,3882,4644,4675,9287,9315,9348,9940
2914,3009,3235,5480,5583,5596,6609,8827,8830,9917
1002,1292,5240,5284,6475,6480,6481,6486,6520,6522,8218
1100,1272,3844,3872,4466,4782,5431,6721,9090,9469,9953
1112,1620,3201,4455,4923,5490,5617,6646,8197,8818,9921
1134,1710,3212,3453,3682,4347,8167,8171,8175,8200,9749
1163,1763,2160,4357,5369,5871,6306,6795,8088,8702,9426
1177,1219,1715,3042,4224,4777,5320,9508,9512,9529,9977
1194,2694,2744,4860,4887,4994,5199,7069,8579,8875,8905
1246,2389,2437,3580,3628,3667,6808,7360,9373,9752,9760
1313,1764,2411,4878,6069,6876,7309,7317,7332,7347,7384
1315,2966,3399,3540,5016,5568,6040,6062,7289,9261,9544
1333,1754,2565,3139,3994,4225,6084,9190,9201,9229,9286
1339,1633,2601,3739,4836,6738,7433,7479,7483,7502,9217
1492,1854,2158,4427,5159,5519,6412,6885,6919,9557,9618
1534,2093,2100,4145,4188,4332,6566,7368,8738,8987,9949
1550,1862,5633,5637,5651,5672,5673,5765,6155,6848,9554
1564,1628,1968,3147,4163,4997,7359,8018,9049,9050,9057
1718,2143,2289,3329,5048,6752,7719,7740,7742,7758,7762
1741,1926,2358,2540,4682,4993,6732,7685,9096,9113,9134
1749,1935,2520,2820,4215,5771,5944,6845,8691,9670,9840
1872,2544,2997,3297,4167,5450,6631,6739,7822,8494,9987
2002,2120,2255,4296,5998,6600,6706,6708,6785,6786,9744
2137,4507,4537,4596,4613,4622,4628,4643,8266,8272,9179
2292,4321,5361,5362,5366,5367,5379,5380,5592,5943,9637
2320,3035,3548,6242,6247,6257,6270,6278,6582,6596,6625
2338,3205,3341,3904,3911,4204,6295,7580,8319,8375,8528
2573,3173,3226,3263,6542,6551,6553,6562,6563,6981,8013
2713,2805,3750,3818,4205,7016,7019,7042,7043,7135,7454
3127,3306,3455,3591,3705,4384,7154,7172,7233,8162,8711
1039,1162,3373,3743,3861,4295,5825,6037,6649,7145,8410,8461
1040,1085,2703,3856,3868,4128,5123,6371,6907,7498,8334,9087
1072,1831,1924,2319,2375,3275,4423,4806,8706,9633,9642,9994
1079,1615,3053,3277,3612,4402,6341,6362,6382,7078,7374,9425
1109,1450,1686,2825,2847,3524,5413,6918,8062,8122,8139,9905
1136,1895,3045,4505,4659,4671,4680,5097,5584,7692,7717,9319
1151,1580,1745,2022,2257,2633,5979,7891,7957,8420,8470,9895
1164,1327,1538,1573,2730,3186,6956,8068,8072,8094,8594,8698
1190,1215,1989,2652,2995,4302,5503,6153,7990,8356,8413,9242
1199,1410,1509,3851,3893,3953,4037,7827,7833,7966,7980,8542
1205,1567,1689,2387,2419,3619,3887,7149,8707,8709,8726,9936
1207,2364,3290,3600,3715,5193,5515,5530,5547,6421,8041,9577
1217,2211,2682,5120,5687,5693,5720,5723,5727,5954,6899,7367
1248,3113,3406,4349,5134,5626,5781,5809,6224,6330,6383,6597
1249,1378,3362,3721,4039,4232,4700,6650,6679,7616,7815,8559
1264,2314,2676,4229,4678,4711,5389,5392,6735,6803,6826,8983
1279,1881,2331,2342,3468,4757,4940,6158,7116,7363,8518,9847
1290,1793,2529,3528,4366,4380,4469,5924,6620,7937,7999,9165
1295,2031,2403,3200,3712,3759,4681,5472,6858,7969,9269,9351
1328,2294,3020,3395,4134,5007,5527,5759,6965,6988,7463,8120
1403,1738,2609,3370,3706,4178,4812,5236,7806,8371,8378,8393
1439,3022,3077,3253,3696,4237,5092,5108,5689,8027,8384,8976
1458,1529,3252,4762,5257,5259,5457,5499,5696,5722,7262,8847
1482,2659,2947,3798,3931,5171,5316,5895,6286,6797,6844,8874
1502,1839,1933,4115,4171,5132,5833,5840,5864,5865,7997,9909
1552,1621,2043,2461,4282,4721,4756,4802,6901,7761,9534,9566
1554,2010,2497,2498,2712,3948,5439,6776,7923,7940,7946,8757
1651,1760,2175,3978,5138,6115,6133,6136,6138,6142,6148,8486
1787,2438,2591,2636,2643,2711,3368,4807,7905,9231,9883,10000
1790,2168,2171,2490,2538,3950,3996,4045,8926,9148,9285,9493
1806,2415,3560,4047,4743,5056,5169,5306,5552,6891,6903,8552
1820,2602,2885,3831,4196,5144,5923,6284,6387,6532,7010,7386
1917,2078,2231,2280,5161,5226,5818,5916,7109,7126,7130,8008
1923,2913,3219,4444,4766,4892,5071,6014,6019,6030,7354,7355
1960,2924,3231,3312,4124,6159,6167,6182,6184,6190,6192,7375
2037,2282,3046,4161,4169,4870,4977,5173,6603,7013,7287,8382
2099,2396,2545,2986,4048,5228,5255,5266,5829,7066,8444,8838
2128,2192,2654,3097,3133,3182,4784,6241,6289,7141,9578,9581
2141,2271,2402,2971,2996,3541,3944,5032,6842,8940,8981,9939
2208,2724,3010,3227,4038,4062,4442,5684,6490,7525,7577,9013
2227,3087,3204,3273,4916,5464,5475,5635,6325,6441,6450,7503
2360,2691,3352,3394,3535,3958,6583,6651,6687,6700,6701,7388
2390,2509,2555,2755,2788,2933,2970,5401,8322,8591,8810,9976
2422,3183,3685,4246,4704,4708,4754,5331,5351,5817,7592,8207
2447,2526,2535,2866,3412,4372,5623,6281,6319,6804,8099,8716
2813,3589,3593,3613,3616,3634,3644,4691,6641,7160,7210,9796
