952,970,970,970,970,970,970,970
935,972,972,972,972,973,973,973
903,977,977,977,977,977,977,977
889,979,979,979,979,979,979,979
446,446,978,978,978,979,979,979,979
489,489,896,978,978,978,978,978,978
232,938,938,939,939,939,939,939,939
241,729,956,969,969,969,969,970,970
198,272,468,972,972,972,972,972,972,972
450,490,494,582,818,951,989,989,989,990
542,800,800,800,800,800,800,800,800,800
333,823,823,823,823,823,823,823,824,824
56,854,854,854,854,854,854,854,854,854
178,262,781,911,935,935,935,935,935,935
158,266,347,995,996,996,996,996,996,996
118,168,192,895,895,895,895,895,895,895,999
107,306,320,412,669,988,988,988,988,988,988
431,432,432,433,831,863,864,864,864,864,864
53,424,465,494,506,947,970,970,971,971,971
213,266,409,605,692,766,856,983,984,984,984
75,94,229,918,918,918,918,918,918,918,918
41,55,142,938,938,938,938,938,938,938,938
64,205,266,396,973,973,973,973,973,973,973
59,89,444,557,728,977,977,977,978,978,978
178,209,290,396,753,986,986,986,986,986,986
84,107,211,513,902,987,987,987,988,988,988
43,231,491,503,763,784,951,994,994,994,994
4,307,314,541,573,789,869,869,869,869,869,869
31,177,358,358,515,526,865,982,982,982,983,983
60,122,445,446,614,709,891,891,891,891,891,891
193,317,318,597,789,789,789,790,790,790,790,790
340,438,460,548,548,740,778,778,778,778,778,778
10,66,288,708,708,851,851,852,852,852,852,852
189,216,282,295,597,757,901,901,901,901,901,901
33,43,43,124,800,957,957,957,957,957,957,957
38,62,221,340,340,963,963,963,963,963,963,963
123,152,218,541,618,622,638,885,986,986,986,987
169,350,351,406,406,410,700,990,990,990,990,990
78,122,200,266,320,787,994,995,995,995,995,995
1,185,186,225,469,676,1000,1000,1000,1000,1000,1000
43,69,81,275,467,467,641,949,950,950,950,950,950
15,34,57,318,318,319,954,954,954,954,955,955,955
46,128,145,164,172,312,967,967,968,968,968,968,969
89,139,147,291,372,530,882,882,882,882,882,882,882
40,194,196,266,402,479,880,880,881,881,881,881,881
55,217,279,350,408,497,698,873,873,873,873,873,873
172,239,299,357,440,440,693,702,880,880,880,880,880
12,183,201,201,282,312,742,855,967,996,997,997,997
267,290,315,328,330,389,621,867,867,867,867,867,867
60,78,192,245,378,487,571,955,955,955,955,955,956
41,47,120,374,476,731,850,850,850,850,851,851,851
55,128,149,741,741,741,741,741,741,741,741,741,741
81,113,202,396,606,793,793,793,793,793,793,793,793
17,173,233,376,550,799,799,799,799,799,799,799,800
38,106,195,267,312,497,545,808,994,995,995,995,995
101,105,149,376,644,704,809,809,809,809,809,809,809
3,88,210,366,367,688,860,860,860,860,860,860,860
98,156,168,217,545,642,702,869,869,869,869,869,869
114,378,378,381,399,435,436,870,870,870,870,870,871
83,169,304,406,481,500,500,883,883,883,883,883,884
27,108,152,193,290,592,911,911,911,911,912,912,912
84,139,149,152,251,338,947,947,947,947,947,947,947
66,119,195,213,227,288,947,947,948,948,948,948,948
121,138,156,249,356,392,584,821,985,985,985,985,985
1,3,20,214,269,347,483,614,965,965,965,965,965,966
2,34,57,119,282,369,745,789,887,887,887,887,887,910
41,41,158,252,388,420,535,586,701,762,934,974,975,975
57,104,332,333,342,343,417,417,417,996,996,996,996,996
7,85,99,272,311,376,495,549,924,924,925,925,925,925
88,144,210,226,237,644,773,773,773,774,775,775,775,775
15,104,181,216,234,296,837,837,837,837,837,837,837,837
13,122,169,247,265,285,649,856,856,856,856,856,856,856
16,84,132,261,364,381,396,872,872,872,873,873,873,873
142,151,213,245,360,446,447,451,581,941,941,941,941,942
125,143,171,299,314,435,496,534,572,930,930,931,931,931
103,106,180,363,364,404,432,641,827,864,864,864,865,865
22,173,204,206,208,209,356,629,852,946,984,984,984,985
10,30,43,60,238,454,610,869,887,908,908,908,908,909
20,27,36,184,212,252,503,664,974,974,974,974,974,974
55,179,300,386,386,413,413,572,827,827,827,827,827,903
161,169,200,222,392,489,559,783,784,784,784,784,784,847
94,131,133,153,469,470,497,498,599,939,939,940,940,940
96,97,172,240,377,418,507,589,589,931,931,931,932,932
135,187,191,239,272,309,429,591,759,926,926,926,926,926
50,137,161,203,296,316,518,641,740,936,936,936,936,936
87,263,291,592,650,651,651,651,651,651,651,651,651,651
28,74,142,626,653,653,653,653,653,653,654,654,654,992
244,274,393,394,424,668,668,668,668,668,668,668,668,669
23,100,180,282,682,705,705,706,706,706,706,706,709,826
59,96,154,313,712,712,712,712,712,712,712,712,712,712
211,254,256,256,258,723,723,723,723,723,723,723,723,723
232,239,255,291,358,359,751,751,751,751,751,751,751,751
26,136,177,236,345,758,758,758,758,758,758,758,758,758
12,113,314,393,432,432,550,785,785,785,785,785,785,786
100,202,403,406,406,407,418,516,814,814,814,814,814,814
15,29,121,204,207,582,823,823,823,823,823,823,823,823
42,46,66,129,387,470,567,761,824,890,890,890,890,890
11,17,26,90,296,567,825,844,844,844,844,844,845,845
30,134,161,250,334,448,448,449,820,846,882,980,980,980
6,19,19,34,41,847,847,847,847,847,847,847,847,847
2,4,7,16,237,620,857,857,857,857,857,857,857,857
2,4,5,321,429,430,538,859,859,859,859,859,859,859
109,199,202,374,374,386,575,575,603,863,863,863,863,893
46,110,121,166,171,528,544,865,865,865,865,865,865,866
103,106,107,110,153,287,814,866,866,866,866,866,866,866
89,182,225,234,260,324,325,679,904,904,904,904,904,904
30,41,111,125,182,217,546,927,927,927,927,927,927,928
67,81,134,156,282,352,524,566,930,930,930,930,930,930
133,144,163,259,269,304,394,600,816,932,932,932,932,932
84,95,117,127,315,402,403,507,948,948,949,949,949,949
4,29,38,84,117,171,745,836,953,953,953,953,953,953
4,4,4,23,47,223,735,957,957,957,957,958,958,958
9,28,33,119,219,320,639,740,840,959,959,959,959,959
2,12,70,293,423,423,492,511,591,985,985,985,985,985
14,58,164,245,322,447,495,496,547,990,991,991,991,991
