10,120,262,593,953,953,953,954,954,954,954,954,954
1,81,106,185,753,938,938,938,938,938,938,938,938,938
209,210,436,491,598,762,762,762,762,762,762,763,763,763,763
104,160,297,298,399,468,481,512,889,993,993,993,993,994,994
54,75,122,174,295,387,446,575,853,937,937,937,937,937,937,965
14,99,182,300,352,399,450,473,558,963,963,963,963,963,963,963
216,241,259,316,360,360,361,422,879,879,879,879,879,879,879,880
16,119,216,445,446,446,459,553,727,877,877,877,877,877,878,878
36,50,106,133,138,144,417,456,774,806,929,929,930,930,930,930,930
20,51,107,160,182,499,567,635,816,816,816,816,816,816,817,817,817
13,26,72,183,209,287,292,352,903,903,904,904,904,904,904,904,904
45,125,170,237,331,331,339,366,407,408,846,976,997,997,997,998,998
11,12,42,149,237,283,312,712,736,884,884,884,884,884,884,885,885
156,165,188,239,327,361,549,549,631,656,821,821,821,821,821,821,821
122,170,194,195,242,251,318,440,515,880,880,880,880,880,880,880,961
6,23,57,183,243,274,563,577,605,666,723,753,910,996,996,996,997
24,58,64,209,261,398,403,431,499,501,796,949,995,995,995,995,995
43,64,113,132,143,172,190,595,648,735,735,999,999,1000,1000,1000,1000
3,32,112,207,242,267,270,308,480,497,531,655,994,994,994,994,994,994
53,56,56,73,125,187,376,419,419,629,704,742,848,941,985,985,985,985
1,4,16,45,121,186,308,337,463,465,952,952,953,953,953,953,953,953
2,5,53,119,156,174,222,316,318,728,786,955,955,955,956,956,956,956
21,57,131,165,190,204,212,341,472,780,861,861,861,862,862,862,862,964
46,81,156,164,202,230,278,365,454,465,486,942,942,942,942,942,956,975
8,122,203,208,376,391,502,698,706,706,706,706,706,706,706,706,706,706
17,62,131,212,349,431,432,504,727,744,744,745,745,745,745,745,745,745
123,132,178,263,276,441,442,453,514,749,749,749,749,750,750,750,750,750
149,161,198,204,244,261,556,558,563,643,750,750,750,751,751,751,751,777
92,141,165,167,183,285,324,412,413,741,825,825,825,825,825,825,826,869
14,79,81,102,262,307,358,412,468,494,775,870,870,871,871,871,871,992
13,57,71,175,250,267,279,416,417,624,765,873,873,873,874,874,874,993
2,5,13,62,128,180,396,468,594,710,822,884,884,884,884,884,884,884
12,92,110,161,178,202,261,288,460,660,893,893,893,893,893,893,893,893
46,66,83,147,174,362,427,456,458,495,526,539,963,965,965,965,965,966
14,47,62,118,207,291,331,446,480,552,599,619,967,967,967,967,967,967
22,87,208,266,303,321,354,360,362,593,676,676,758,776,913,945,974,974
41,50,54,59,99,207,264,395,494,494,495,988,988,988,988,988,988,988
7,119,207,210,213,282,429,430,431,494,518,658,770,800,800,800,800,800,800
11,22,38,154,245,305,305,306,408,443,494,610,737,915,915,915,915,915,915
17,24,33,128,243,288,372,449,450,462,680,680,680,682,784,828,864,952,952
30,32,50,92,189,248,287,332,380,390,432,475,663,994,994,995,995,995,995
16,24,41,131,202,350,543,560,677,677,677,677,677,677,677,677,678,678,929
4,41,43,255,266,281,352,375,398,399,508,676,796,796,796,796,796,995,995
41,107,246,423,423,423,424,424,424,424,424,582,630,632,648,743,743,848,959
8,12,51,70,138,173,286,427,429,431,687,799,860,860,860,860,860,878,879
19,43,54,165,300,394,442,457,465,520,576,618,626,654,708,869,886,886,886
2,9,19,60,91,203,328,384,423,664,703,704,776,867,867,867,867,867,867
31,56,60,254,266,413,449,452,452,453,453,626,635,679,742,749,900,903,995
4,63,86,192,239,250,269,330,372,403,466,486,576,972,972,972,972,972,972
63,71,318,368,369,370,371,396,455,461,520,578,595,622,699,755,777,842,938
77,177,180,234,364,368,435,440,472,544,614,645,651,653,653,659,674,864,864
2,20,30,64,83,169,235,314,376,545,858,859,859,859,859,859,859,859,859
82,84,91,99,115,189,281,414,477,578,688,705,713,748,795,805,831,933,940
23,87,107,115,148,178,296,392,442,494,498,593,885,885,885,885,885,885,885
22,94,215,272,285,350,357,370,372,455,466,513,642,658,773,931,931,931,931
18,75,78,104,123,163,193,297,299,617,744,744,858,875,876,876,876,876,876
14,17,104,111,112,131,325,369,726,727,727,727,727,727,728,744,832,843,877
17,35,76,107,107,126,164,242,490,615,785,819,855,855,855,855,855,855,855
4,41,108,167,187,210,223,353,607,607,607,608,608,689,807,911,911,947,973
41,45,116,122,218,362,363,363,363,490,569,658,700,711,775,784,900,992,996
14,88,96,126,133,185,229,257,276,722,722,823,823,824,824,824,824,824,954
60,79,127,128,185,234,266,291,484,485,642,751,751,757,855,856,869,869,879
38,42,113,135,431,440,495,495,495,508,570,571,572,627,650,679,751,965,991
19,94,131,136,269,314,315,338,358,664,735,739,739,739,739,739,739,866,895
99,128,131,145,173,177,285,327,350,476,477,544,659,672,985,985,985,985,985
79,84,141,147,228,299,300,358,407,408,524,524,679,898,898,898,898,899,899
35,102,126,164,171,233,304,349,443,444,567,654,655,886,887,887,887,887,887
6,55,84,85,169,192,240,252,424,509,515,862,862,862,862,863,863,863,1000
107,119,170,284,441,504,611,611,611,611,611,611,611,611,611,611,611,611,611
155,172,199,266,355,414,430,552,594,621,621,621,621,621,621,621,622,622,840
99,112,147,175,215,217,223,402,420,446,467,514,758,799,836,854,933,957,994
54,58,176,207,239,261,279,302,447,448,541,633,688,765,894,894,894,894,894
2,2,20,54,143,183,213,290,398,445,580,670,934,934,934,935,935,935,961
6,34,59,141,183,270,358,398,427,429,476,703,748,889,889,889,889,890,890
3,10,100,157,183,241,255,293,448,530,566,589,734,778,823,913,981,982,982
33,85,185,285,289,341,372,388,416,427,486,506,591,591,657,979,979,979,979
49,181,193,332,348,604,604,604,604,604,605,605,605,605,605,605,605,605,605
72,103,132,154,193,249,291,459,460,460,460,663,685,749,817,818,823,984,996
34,70,183,198,232,268,316,376,545,649,682,682,682,683,684,684,777,911,912
21,56,88,187,200,244,248,565,565,565,566,619,688,717,719,788,852,916,964
64,77,118,133,201,214,288,310,380,577,613,669,673,764,832,839,902,957,957
1,71,109,205,227,259,270,320,321,326,569,766,869,869,869,869,869,869,910
98,195,197,206,251,319,319,443,637,637,638,638,638,638,638,638,638,800,1000
2,61,136,185,207,297,357,357,458,459,461,462,600,921,921,921,921,921,921
68,110,143,200,208,307,332,358,367,494,518,681,708,821,850,850,851,851,851
21,210,274,528,528,528,528,528,528,529,529,529,529,529,529,535,554,707,925
53,100,130,195,199,211,315,332,466,505,561,571,573,627,928,928,929,966,979
15,29,41,58,66,85,109,172,173,211,229,252,261,375,385,666,954,957,999
60,74,93,129,164,175,214,266,315,403,636,824,830,897,897,897,898,898,898
83,214,245,269,316,517,543,585,585,585,585,585,585,585,586,586,606,607,901
51,75,214,286,334,335,336,357,365,455,733,733,733,734,734,734,734,734,891
39,165,219,227,246,283,335,350,362,448,504,550,616,720,900,901,901,901,901
65,90,121,166,216,228,243,325,451,462,463,569,697,912,912,912,912,912,912
218,227,228,348,368,368,376,380,414,453,517,564,580,636,637,639,801,901,913
88,135,166,194,229,454,491,491,491,492,492,492,556,655,696,721,827,914,984
4,92,131,232,242,261,312,314,566,644,735,735,735,736,736,736,736,736,885
5,22,189,202,226,238,457,457,457,457,458,617,749,775,812,812,850,872,913
72,75,85,122,134,136,249,252,338,470,700,807,871,871,871,871,871,871,902
44,46,88,156,248,252,304,317,532,553,654,698,698,698,742,866,866,893,913
29,30,33,80,97,105,203,253,435,603,785,855,855,855,856,856,856,856,926
64,140,207,230,258,260,359,393,424,466,523,560,565,582,803,890,929,931,984
137,161,215,235,252,267,267,267,281,501,560,601,698,780,837,837,839,906,927
188,249,268,269,283,408,408,411,464,511,520,547,569,593,616,816,816,816,816
12,44,89,182,234,272,281,371,412,468,473,473,541,945,945,945,946,946,989
29,62,94,112,153,223,272,459,460,477,486,823,823,823,823,823,823,834,969
30,95,98,121,272,324,341,393,487,487,488,488,488,645,889,976,976,976,994
135,190,193,194,278,290,302,340,381,430,435,458,817,817,817,818,818,871,984
30,81,155,162,252,267,279,306,403,643,716,753,753,753,754,754,784,785,938
61,107,131,168,282,290,291,297,352,419,548,571,696,857,899,899,900,900,900
69,90,129,159,170,216,295,345,345,461,601,830,830,830,830,831,831,831,875
56,121,179,182,304,417,519,564,600,600,600,600,600,600,600,600,633,863,930
