6157,9515,9517,9525,9538,9916
1223,3461,8253,9435,9465,9561,9569,9591,9604,9838
121,1503,1986,2588,3513,7708,8691,8741,8763,8912,9027,9043,9404
318,1030,2143,3674,3778,6024,6135,7684,9779,9801,9812,9830,9992
293,1215,2795,4337,4668,6051,6258,7488,7489,7493,7507,7522,7526,9358
413,980,1261,3515,4885,5174,6006,6816,7500,8009,8015,8805,8987,9634
4,882,2480,2726,2914,3010,4207,5413,8149,8339,8344,8355,8377,8394,8406
503,749,1892,2604,2806,3681,4189,6071,7551,7906,7912,7914,8645,8690,8887
753,1283,2788,3300,3783,3857,4135,5123,5500,6186,7069,8477,8774,8986,9986
966,1738,1861,2415,3097,3278,3305,4501,7023,7739,7856,8329,9045,9371,9476
1496,1983,2646,2999,3531,3651,4233,5460,5559,6078,7310,7529,9123,9141,9261
116,322,434,1093,2030,3446,3886,4933,4935,6873,6893,7097,8283,9871,9889,9899
171,481,2583,2957,3614,4032,4386,4786,5158,5543,5582,5619,8520,8575,8817,9176
246,1363,1425,1525,1722,2116,3219,3700,3816,6768,7600,9093,9100,9319,9378,9610
295,831,1840,1857,2245,2799,3080,4036,6415,6435,6895,6982,8159,9053,9386,9692
326,600,1574,1994,2645,2705,4681,5284,5727,5795,7034,7065,7073,8781,8964,9752
350,910,1369,2135,2775,2832,4574,4884,5699,5938,6226,6324,7290,9095,9709,9890
382,1161,1200,2400,2432,3035,3192,3960,4008,5761,6812,8278,8963,8989,9625,9802
675,979,1863,1938,2933,3277,4196,4198,5170,5596,6253,6337,8869,8870,9192,9654
689,953,1014,1088,2025,3121,4331,4543,5374,6154,7147,7288,7721,9046,9662,9844
704,1330,1479,1508,2299,3042,4182,4344,5402,5711,6676,7863,8463,8503,9084,9410
869,900,1132,2397,3612,4015,4160,4803,4854,5010,7217,7378,7387,8386,8549,9331
922,1103,1358,3194,3522,3759,4824,4958,5802,5961,5968,6697,6743,7934,8412,8843
1,1303,1480,1831,2527,2639,2889,2967,3699,5363,5631,5639,7205,9166,9200,9219,9241
43,229,1567,1598,4993,4999,5004,5026,5040,5060,5070,5099,5461,6581,7617,8087,8526
50,507,1511,1999,2223,2581,2906,2912,4219,4765,4801,6666,7473,8634,9316,9700,9737
57,400,1419,2425,2573,2702,3152,3761,4813,6013,6098,7112,7162,7204,7752,8046,9311
75,474,1148,1343,1675,1704,2567,4727,5240,5438,5544,7343,8109,8409,8729,8736,8739
111,1057,1114,1682,2860,3500,3630,3821,4634,6235,6699,6775,6921,7026,7075,8092,8768
113,1094,1688,1947,1996,2632,2949,3817,4712,6161,6372,6383,6385,7790,8049,8103,9809
117,449,575,1889,2083,2576,2651,3792,3969,4515,5786,7673,8438,8539,8547,8732,9669
119,422,777,1065,1314,2861,3154,4097,4635,6549,6677,6707,7717,8302,8310,8398,8896
120,825,1336,1527,1962,2518,4391,4679,6212,6342,6450,6484,6510,6669,7543,7573,8859
129,756,793,1090,1485,2875,3248,4511,4860,4976,5704,6573,6992,7763,8850,9648,9747
156,369,823,1085,2515,3545,4146,4156,5211,5686,5769,6500,7308,7943,8175,8289,8324
189,763,789,1856,2172,2793,3252,3265,5047,5349,7245,7337,7377,7404,7538,7989,9635
199,493,1004,1042,1315,2409,3535,3543,3754,6539,6811,6814,7002,7833,8061,9664,9982
236,496,1178,1751,3113,3838,4021,4453,4695,4819,6141,6306,6360,7028,7062,8603,9900
239,1119,1282,1407,2022,2709,3404,4260,5281,6353,6651,6718,6930,7407,7896,7937,8385
251,732,862,961,1399,1741,3102,3629,6250,6558,7105,7108,7133,7327,8182,8287,9373
253,2280,2389,2600,2650,3084,3561,3921,3966,4744,5056,6134,6755,6780,7997,8810,9020
288,647,839,1361,2354,3260,4058,4174,4555,5408,5683,6090,6847,7862,8800,8879,8895
296,520,2146,2161,2274,2898,2986,3272,4345,6140,6162,6165,7637,7640,7682,7689,9987
314,642,806,1143,1521,2856,3738,4907,4928,5333,5365,5640,7765,8143,8423,8799,9677
328,928,1560,1924,2109,3523,3533,3656,4651,4675,5156,5372,7347,7844,8070,9383,9941
420,556,1605,1929,2522,2606,3423,4478,4736,4783,5270,6070,6515,7090,8957,9368,9672
436,669,1498,1543,1902,2757,2960,3576,3600,5177,6222,6234,7830,7839,8519,9265,9973
450,930,1272,2240,2717,3317,3379,3701,3715,3774,4896,6400,8131,8160,8326,8765,9827
462,512,2741,2899,2939,3013,3293,4272,4356,4784,5039,5161,5545,7247,8675,9086,9976
530,538,1348,1879,2773,3242,3883,4362,4901,5376,5685,5750,7093,7459,8259,8268,8654
597,694,926,1590,2018,2085,4243,4521,5586,5824,5836,6081,6127,6947,8555,8614,9756
634,686,958,1061,1203,1974,2426,2843,4969,5991,6206,6906,8058,8437,8667,9322,9659
692,1243,2330,2544,3037,3399,3454,4722,5180,5912,6396,6404,6405,6449,6687,7058,8088
752,845,1072,1204,2365,2496,2674,3444,3850,4970,7110,8161,8171,8211,8214,8230,8231
779,1533,1595,1674,1811,2568,4592,4754,4951,4957,5805,6041,6772,6783,8099,8628,8658
837,863,1323,1341,1660,2487,3061,3144,4524,5845,6093,6661,7082,7463,8444,9291,9881
1104,1957,2406,2419,2623,4072,4125,4159,4171,4445,4717,4779,4822,7348,8245,9293,9315
1112,1470,1613,2005,2157,2210,2279,3318,3362,4092,4785,7604,7675,8461,8515,9646,9696
1149,1347,1978,2231,2321,3335,3349,3820,4671,5635,5853,6954,6972,7010,7013,7020,9342
1167,1607,2128,2722,3073,3085,3390,4208,4649,5636,6197,6301,6495,6785,6911,7811,7835
1237,1292,1493,1699,2097,3040,3948,4064,4101,4870,5624,6297,6683,7431,7882,9049,9193
1690,1903,2131,2294,3101,3216,3281,3333,4202,4602,5126,7140,7148,7394,7425,7702,8312
