117,189,493,910,1863,2018,2717,3305,4189,4671,5070,5333,5836,7394,8283,8437,9737,9756,9801,9881
171,436,647,1014,3084,3816,4356,5640,5685,5699,5711,5750,5961,6093,6161,6707,7790,7833,8088,9358
236,449,597,642,689,3121,4386,4511,5010,5374,5938,6500,6972,7002,7105,7387,7425,8549,8765,9342
116,121,314,328,400,462,732,869,1119,1132,1303,1525,1607,1613,1861,2321,2518,3629,6041,6157
481,686,1042,1204,1361,2986,3379,3699,3821,4345,5177,6699,7500,7507,7684,7739,8109,8409,8547,9625
382,538,749,779,2583,3144,3921,4146,4174,4337,4819,5170,5586,6785,7343,8245,8957,9095,9331,9916
420,825,1088,1399,2022,2210,2245,2757,3783,4182,4543,6162,7147,7493,8302,8398,8539,8628,9871,9986
503,530,575,756,922,1104,3774,3966,4717,5372,5460,5727,6051,7082,7090,8555,9265,9291,9319,9941
928,1237,1363,2085,2397,2775,3278,3754,5060,5099,6090,6098,6140,6234,6306,7010,7551,7989,8859,9747
845,1030,1358,1978,2426,3042,3293,3333,3523,4008,4884,6226,6906,7247,7721,7839,8009,8461,8503,9368
296,793,1419,2409,2419,3500,3778,3850,3948,4092,4362,4885,6930,7028,7069,7459,7906,8645,9410,9802
1272,1605,1738,2496,2709,3404,3454,3513,3792,3857,4785,6558,6676,6687,6768,7075,7308,7752,8575,9976
450,1094,1149,1425,1704,2109,2646,2795,2875,3886,4233,6134,6921,7133,8182,8377,9646,9659,9752,9830
239,2354,2389,2432,3152,3242,3515,3543,3576,4036,4779,6127,6235,6258,6360,7020,7065,8895,9192,9591
1283,1503,2365,2860,2898,3113,3399,3535,4064,4649,4681,5056,5349,6206,6449,7675,7943,8103,9404,9465
1167,1407,1590,1924,2527,2576,2702,3102,3701,3838,3883,4478,7205,7600,8161,8329,8344,8603,8964,9899
1112,1215,1521,1567,2005,2604,3097,3101,3969,4501,4970,5039,6385,7204,7404,7997,8412,9046,9241,9610
199,229,694,1243,1261,1751,1902,2143,3461,4957,6070,6222,7023,7348,8675,8799,9043,9316,9677,9987
119,246,1343,1485,1508,1856,2573,2722,3761,4695,5544,5596,7058,8171,8259,8406,8423,8912,9654,9669
75,293,961,1479,2806,3061,3265,3362,4021,5026,5161,5281,6165,6755,6816,7327,9123,9322,9812,9889
120,669,1470,1595,2674,3154,3277,3759,4156,4243,4260,5631,7013,7347,7378,7912,8058,8253,9383,9648
288,966,1831,1840,2645,2773,2843,3013,3317,4453,6006,6071,6495,7310,7543,7637,7689,8211,9373,9696
1161,1947,2025,2650,2788,2914,3614,3700,4171,4574,4675,4824,5365,6677,6812,8046,8049,8175,8614,9219
1103,1598,1879,2030,2330,2832,2906,4135,4744,4754,4901,4993,6024,6154,6911,7811,7863,8817,9049,9166
253,979,1498,2223,2606,2639,2705,4635,4783,5004,5047,5156,5270,7140,7407,7489,8061,8355,8850,9900
831,1314,1369,1496,1957,2487,3335,3600,3715,4196,4219,5158,5402,7934,7937,8131,8385,8987,9709,9838
251,369,496,692,1223,1999,2425,3085,3531,4801,5211,5683,7112,7702,7765,8805,9476,9692,9700,9982
763,1114,1323,1682,1994,2299,2480,3318,4058,5363,5635,5686,5802,6573,7882,8070,8312,8774,9200,9672
129,507,2588,2651,2861,3035,3192,3349,4344,4765,4976,5413,6324,6353,6666,7673,7914,8087,9569,9604
556,1093,1347,2406,2415,2522,3300,4015,4072,5174,5769,6301,6396,6549,6783,7529,7538,7856,9086,9293
350,926,1675,1892,2097,2172,2949,3073,3674,5545,5795,6081,6342,7093,7526,7896,8230,8691,8732,9261
322,900,930,1178,1480,1929,3248,3681,4032,4445,4651,4822,6078,7108,8729,8800,8870,9141,9664,9992
434,520,958,1574,1962,3219,3252,4208,5438,5991,6337,6404,6510,6515,7034,7288,7488,7522,8326,9020
295,634,837,1493,3080,3216,3545,3561,4555,5408,5461,5582,5845,6435,7073,8015,8278,8386,8986,9315
777,789,953,1200,1974,2128,2967,3533,4736,5500,5559,6197,6415,6450,7377,7640,8092,8763,9435,9515
839,882,1061,2161,2280,2568,4202,4521,4813,4896,5240,5284,5761,6661,7062,7245,7473,7717,9525,9809
43,1148,1348,2116,2799,2912,3281,3651,4854,4935,6186,6253,6683,6718,7290,7463,7604,7835,8214,8667
111,1315,1688,2231,2567,2899,2933,3522,4198,4933,6141,6400,6669,6780,6811,6992,7026,8160,8989,9635
326,413,753,1072,1674,2400,3040,3960,4160,4207,4391,6212,6895,7162,7431,8520,8887,9084,9634,9779
4,113,474,752,1065,1292,1511,1690,4722,5853,6954,7097,7217,8159,8438,8519,8634,8896,9093,9517
600,823,1722,1741,2135,3037,4125,4515,4679,5376,5636,5704,6135,6297,6651,7110,7617,7763,8963,9371
50,1857,1938,2793,2889,3390,3630,3738,3820,4668,5624,5912,6013,6250,6775,6982,7682,7844,9045,9100
863,1660,1811,1986,2146,2632,4272,4331,4602,4860,5180,5639,5805,6539,6697,6743,7862,8143,8339,9890
1,512,1085,1341,1543,3444,4097,4592,4634,4803,4870,5040,6405,6814,8149,8268,8287,8289,8515,9311
57,1560,2131,2279,2294,2600,2939,3423,3817,4101,4786,5824,6372,6581,7337,8324,8394,8768,9027,9386
156,862,1203,1330,1903,2240,2726,2960,3272,4727,4951,5619,6847,8099,8444,8477,8810,8843,8869,9662
318,806,980,1533,1699,2856,2957,2999,3194,4524,4958,5123,6383,7708,8310,8526,8736,8879,9538,9973
422,675,1004,1057,1143,2083,2515,3656,4999,5126,5968,6484,6772,6893,6947,7830,8463,8741,9378,9844
704,1527,1983,2157,2544,2581,2623,3010,3260,3446,4784,4969,5786,7148,8654,8658,8690,8739,9176,9561
1090,1282,1336,1889,1996,2274,2741,3612,4159,4712,4907,4928,5543,6873,7573,8231,8781,9053,9193,9827
