6222,9293,9322,9331
239,2415,2645,3715,6258,7337,7526,9916,9976,9986,9987
882,2279,2722,6450,7407,7912,8302,8310,8324,8326,9086
1094,1330,2005,4744,4933,7245,9659,9662,9664,9672,9992
434,1085,1567,3252,3576,6226,6549,8245,9700,9709,9827,9830
556,2425,3260,3277,4174,4331,7112,7844,9100,9291,9311,9319
753,2109,3533,3948,5158,5769,6510,7708,8437,8438,8444,9193
1527,2898,2939,2986,4125,5635,7090,7110,8099,8377,9315,9899
1675,2843,2861,3194,4445,5461,7431,7459,7488,8957,8986,9200
43,1688,1962,3701,3792,4819,5711,6755,7290,8398,8409,8412,9020
382,1203,1343,1347,4021,5460,6699,7162,7640,7934,8817,8869,9123
481,1237,2135,3293,3513,4592,5853,6772,6811,7882,8887,8896,9648
4,1598,1974,2741,3152,3545,3699,4681,6404,6539,8547,9027,9043,9046
57,520,900,1983,2933,2999,3300,6651,7763,7863,8171,8503,8519,9838
113,2419,2522,2606,3379,3561,6093,6134,6140,6141,6687,7105,7839,9261
129,322,1358,1863,3010,3966,4036,6500,6558,7347,8149,8406,8555,9801
236,1341,1840,2083,2143,4386,4786,4803,5365,7394,7551,8603,9569,9900
326,1560,2365,2651,3600,4555,4783,4870,5631,5912,7377,8175,8634,9561
400,953,1425,1574,1879,2496,3073,6337,7404,7862,7943,9525,9538,9591
450,634,1061,1590,3061,3612,3778,6775,6895,7573,7600,7765,9265,9941
530,1399,1811,2709,3113,3305,4736,5991,6157,6676,6812,7147,9802,9812
538,1751,2567,3080,3265,4391,4969,5349,6098,6573,6816,7387,7997,9219
600,979,2518,2623,3102,3399,3630,5438,7507,7811,7835,7856,7937,8765
756,1892,2544,3097,3248,4717,4722,4765,4896,7065,8009,8049,8109,8131
763,863,1314,1407,2568,2639,4156,5180,5845,8329,8520,9371,9410,9635
777,1336,2409,2576,3084,4976,5281,5284,5639,5685,6360,8385,8539,9669
825,1856,2527,2832,3754,3774,4072,4202,4785,7721,7830,8230,8628,8964
837,1132,1503,1595,2581,3515,4064,4712,7026,7133,8386,8739,9342,9435
1014,1104,1496,1902,2914,3278,3821,4198,4999,7093,8799,9692,9809,9881
1200,1348,1704,2726,3037,5010,5402,5543,6041,6161,6253,7013,9045,9517
1243,1613,1994,2025,2600,3272,4727,6071,6206,7310,7463,7689,8800,8987
1479,2240,2321,2906,3614,4146,4574,4754,4854,6383,7473,7493,8287,9476
1543,1929,2085,3242,3335,3500,4649,5240,5938,6154,7906,7914,8253,8312
1,779,1057,1103,1999,4635,4668,4675,4679,5270,6078,7833,8614,9241,9368
50,474,1283,2717,3446,3738,4219,4356,4860,7205,7217,7288,7378,7425,8344
75,675,1112,1323,1947,1986,2775,3921,6707,7247,7739,8423,8515,8774,8781
111,449,806,1261,2583,3349,3651,4344,4822,4957,8046,8087,8161,9677,9696
116,831,910,1363,2795,2799,3700,4651,5802,5805,6234,7500,8763,9358,9373
117,422,686,1699,3681,4260,4511,4907,5795,6186,6250,6814,7028,8549,9095
119,862,1738,2161,2875,3040,3042,4182,5126,5177,5786,8061,9084,9093,9654
120,647,922,930,1605,3121,3454,3535,5750,6212,7675,8214,8989,9192,9634
121,704,1004,1282,2146,2788,3759,5026,5039,6495,6581,7896,8654,8859,9646
156,350,1292,2650,3857,4784,5413,5545,5686,5699,6165,6669,6718,7343,7673
171,575,1682,1722,3318,3850,4362,4801,5123,5374,6415,6697,6785,9378,9747
189,369,503,1315,2960,3886,4272,6372,6780,6911,6954,6982,7020,7148,8339
199,229,1114,3144,4092,4243,4521,5099,5824,5836,5961,6873,6992,7023,8850
246,493,1498,2957,3317,3531,4207,4671,4928,4951,5683,7204,8159,8182,9973
251,1361,1660,2604,3154,3216,4135,4160,4337,5636,6135,7489,8231,8736,8895
253,1065,2400,2705,3656,4032,4159,4196,5211,5372,5376,6353,6666,8667,9889
288,1690,1831,2515,2632,2674,3085,3281,3783,6197,6449,8463,8805,9141,9166
293,694,1149,2806,3461,4602,5161,5170,5408,5500,6484,6677,6683,7752,8160
295,1119,2397,2480,2702,3035,3674,4171,4345,5060,6342,7538,7702,9515,9625
296,1167,1369,1511,2294,2426,2588,2889,4813,7637,8058,8088,8394,8691,9779
314,869,1303,1889,2172,4501,4524,4695,4970,5004,5968,8015,8289,8575,8912
318,512,839,926,1525,2223,4958,6070,6127,6515,7327,7529,7543,7717,9871
328,669,1161,1521,2128,3219,3883,4008,4993,5619,6013,8810,8843,9049,9756
413,420,980,1607,2487,2860,3444,3543,4779,6768,6783,8092,8879,8963,9982
436,1042,1996,2157,4015,4058,4101,4634,5559,5582,5596,6162,7617,8355,8690
462,789,845,2022,2573,3523,3816,4097,5624,6385,6930,7010,7348,8732,9844
496,966,1204,1485,2018,2210,2646,5056,5174,6297,6324,7308,9316,9610,9890
507,642,749,1924,1938,2389,3333,4478,5363,5586,7790,8526,8729,8870,9176
597,1090,1143,2030,2231,2912,2949,3423,5040,6306,6661,7604,8658,9604,9752
689,692,961,2116,2299,2793,4233,5640,6972,7058,7062,7069,7073,7075,8268
732,1533,1903,2330,2354,4189,4453,4901,5070,5544,6051,6400,7684,8211,8645
752,958,1088,2280,2967,3960,4208,4885,6396,6435,6847,6921,6947,7097,8259
793,1093,2245,2899,3013,3362,3817,4935,5761,6006,6235,7002,7034,7522,8283
823,1178,1419,1508,2432,2757,2773,3101,3404,7108,8103,8143,8461,9053,9737
928,1030,1148,1215,1223,1470,1957,2131,6024,7682,8278,8741,9383,9386,9404
1072,1272,1493,1857,3838,3969,4543,5047,5333,6301,6405,6893,6906,7082,7989
1480,1674,1978,2097,2856,3390,3522,3761,4515,4884,5156,8070,8477,8675,9465
1741,1861,2274,2406,3192,3629,3820,4824,5704,5727,6081,6090,6743,7140,8768
