5203,7269,48134,64385,89724
44206,78373,85900,93509,98012
3081,20587,91270,93142,93278,98642
21567,39065,60559,92872,92947,92990
40072,47886,49133,86992,87904,88013
1601,14899,56441,64542,84548,88447,89522
2185,13238,44198,61135,87750,95553,95941
4359,15834,47380,71661,83380,84349,93037
4893,28083,35092,58844,84648,91028,97412
5515,31718,43402,53170,81687,87810,96698
13493,20941,27144,76628,80388,87352,94054
15473,19764,48505,69385,77630,78977,90266
16571,28632,36664,47040,83736,89235,98122
18247,33239,55061,71066,73753,74221,74413
31927,37278,41159,44220,71074,86654,87688
279,5655,35610,42953,70002,72438,85377,87686
459,6319,49467,57911,62600,64880,76813,81551
695,19248,35833,46894,56980,59429,90085,90836
732,14501,16927,44698,57570,78686,90788,96098
770,27997,31722,36967,50219,74188,83356,94781
785,21713,40585,46869,52637,65529,85931,85951
1347,20650,41102,44306,62179,75353,75435,79628
1383,11258,32411,44405,49552,85866,87444,87681
1507,34595,34906,37814,57217,60187,75210,98564
2178,27134,33197,35038,47010,80828,84945,89670
2267,21709,31467,60327,67913,69585,70550,76182
2526,8229,20127,62015,72735,74497,75675,84196
2710,21918,33424,34138,60209,72693,75438,99470
3212,38334,40058,40257,56876,59605,73138,88520
3467,16534,20758,31734,62107,75077,94547,95776
3683,23252,32623,42391,56871,64980,80090,96110
3770,17938,36291,40696,61557,68124,85764,85860
4106,9355,27434,53633,58753,64618,84030,98071
4180,5534,9675,47162,54190,81343,98409,99507
4243,18620,44862,46373,47061,70755,74662,93424
4443,7369,26579,36945,71090,76640,82984,93950
5171,26998,38603,45676,61507,68082,73221,80742
5419,37440,40504,42838,61411,62155,72070,78163
5794,17141,28165,53302,54738,70390,82723,87747
6331,13297,43126,50468,51458,51559,90333,93428
6434,17732,45227,45369,55974,61727,73340,94197
6458,16875,27941,30466,48183,84165,91872,94040
6540,22070,33801,47143,63985,68637,76982,80842
6793,34114,34912,37219,40862,78494,81069,86537
7099,24683,24991,52388,59098,68180,81573,81988
7594,24787,33971,39406,47570,63132,86962,96578
7850,34873,49414,50303,53702,59267,61739,82852
8124,16824,29470,61061,61628,65192,70200,87501
8398,15387,33896,41699,59625,66368,80937,93690
8644,15970,21832,25180,67907,79153,82622,98692
8949,20981,44798,53383,65902,66066,66216,73705
9178,17743,21949,29958,67119,70901,87127,96025
9183,30283,34370,54223,56243,67767,73427,74504
9696,9920,34860,41395,62514,65889,84355,91371
9754,12329,25992,27034,75725,75835,81924,91407
9918,11715,31406,56238,60039,60943,75177,94564
10342,20154,38579,44556,52361,70684,75736,87588
10490,25391,26507,34418,43904,63961,96028,99301
10739,26100,45841,48011,48105,48466,80974,91764
10930,39944,44540,45918,51640,52071,69702,85255
10969,35362,35973,36831,57376,61310,79970,82209
11666,15868,19593,27224,72442,82650,85188,85369
11705,25819,30295,36360,51107,68074,87027,89613
11748,11839,20081,40317,61617,71761,86114,96523
12105,15964,19320,29885,70431,80166,83060,89069
12260,28380,39093,40921,55957,68571,71456,83362
13662,31267,31793,38936,65650,66981,73529,78182
13900,20811,35077,43483,46200,65208,83421,91900
13933,21154,24179,48904,57815,65566,71002,97447
13944,20070,40594,45470,56465,66912,70325,86220
14034,17474,36952,38378,41216,75628,86332,89986
14240,27918,28649,40000,59280,64663,76369,88881
15968,21483,42757,46103,54986,64582,73640,80481
16109,16402,24786,34614,50832,76814,81732,98711
16279,18934,19664,34032,53245,67439,90941,99466
17592,20424,43990,52739,56803,61164,64494,82794
17688,27967,29748,42075,64581,72009,72253,73679
17782,27842,31596,37231,42766,54748,88411,99624
18920,23162,29752,57446,57769,66420,71313,75218
20629,25446,29383,49463,51910,55822,68463,98884
21505,23323,28964,37649,58103,58681,78083,93692
21975,25938,36010,36068,39320,77393,79229,84067
25746,29120,30683,40668,56737,60727,61746,94573
26570,31153,33463,36676,39811,52033,82109,98185
29573,30540,30641,32366,32752,59402,88262,96464
232,1894,16250,18254,29671,53578,84771,96837,98513
928,1786,2934,9295,70736,71292,74019,83885,85125
1085,4600,16563,24203,46911,49218,71332,87084,99004
1296,16775,21315,21418,41187,41541,77371,83665,95432
1896,4065,10238,28937,36856,59140,77426,90193,91249
2340,15116,18884,20875,37657,47987,75572,84814,96755
2623,13453,23863,39391,41196,50118,54097,76730,98529
2793,4405,13405,27029,41495,58314,80650,81757,90152
3118,4460,21360,42286,43260,55158,66487,75539,88332
3927,17539,17618,22342,31124,60373,64165,89114,93798
4249,7289,35683,39483,47954,54398,59241,75636,76067
4350,7623,13468,21737,44425,61017,65635,87211,94534
4468,7003,14187,19490,31771,63918,81112,81632,96419
5004,11727,22154,39892,41057,46668,68961,79616,84921
5685,13871,16077,29291,30776,33646,74138,97439,99077
6100,15284,15784,27483,29699,56218,65325,88999,95108
6306,9909,27766,30588,39870,46649,49620,92472,96820
6550,9358,11125,15665,22750,69518,84351,87074,93609
6771,14288,22096,23766,30206,44849,78517,85525,93982
6800,16627,21095,25331,48613,57257,62143,80251,81883
7141,12672,17963,35116,36154,48586,53445,91858,97065
7471,8096,29533,30482,30948,49409,54427,94760,94874
7543,15642,32290,40638,42878,46931,51091,65258,97729
8687,13387,23868,26534,35278,56922,77488,77824,80012
8728,21665,27916,31219,38436,54280,56197,77259,84300
9617,13731,28389,36204,36674,40673,62009,82350,90353
10386,22821,29899,31636,38737,42840,62309,63123,98249
10609,14990,24353,27121,32941,62497,64131,77321,86037
11037,22868,34123,37145,46936,47528,47836,55967,96560
12411,17288,24495,30542,43449,46025,60560,65704,99526
13910,15944,21884,35157,38640,52950,60693,77164,83658
13946,21603,26222,32908,37766,58350,60989,67110,81106
14165,14942,22052,24747,44708,53547,54540,83046,88253
14657,16097,16201,37008,42987,44313,58076,83454,87207
15379,19479,24520,33797,36179,47345,54692,84209,84400
17549,20740,27268,32245,32595,55552,56598,78386,79067
20195,25775,26794,27284,36738,37267,45787,82707,97453
27496,31458,40961,42992,44932,49099,49244,55018,58800
