1786,9754,24203,25938,34138,36664,44698,52637,52950,61628,70550,71066,72442,73138,73221,97065,98122
4106,7623,10238,35092,36010,38436,40673,52033,56238,57911,61135,69585,71074,79153,92872,92947,94874
6319,18920,20424,21665,28165,30283,36738,41159,45470,57217,75435,75628,85188,85377,85860,87588,98564
6793,17141,17592,18620,22096,30588,38737,55018,56737,57815,68124,71313,71661,84648,85764,97729,99624
8398,16563,21567,26100,30641,31458,39093,43126,48505,57769,61411,73340,73529,90941,91371,91407,94781
232,3212,9675,13871,14942,19320,26570,27268,37814,55158,61507,73705,89069,89235,93278,93692,94040,97412
279,7594,16109,19593,21154,26534,29885,39870,42286,46373,49467,53702,87747,88332,89114,90788,91872,99301
928,3927,8687,27941,29748,35077,36179,36952,37267,47954,52388,60943,76369,84209,84300,84548,94054,98529
1296,6458,14288,17618,33801,34614,35157,39406,41395,43260,44556,76814,81988,82350,82622,82650,82723,99004
1347,3118,11748,13900,16077,35116,36674,43449,46911,53170,62009,64581,65192,78163,83380,94564,94573,96028
1383,13662,13910,21709,34595,34906,40317,41102,43990,46103,46869,49409,56243,84030,87750,92472,93037,98513
1507,9617,15473,27496,28649,31596,34032,37219,37278,40696,65258,71090,73753,80742,82109,83736,85951,93798
1601,16927,20070,22342,27029,27144,29671,37008,47380,60727,61061,61557,65635,72253,79628,84067,88447,97453
2178,4243,4350,17539,18934,21832,24786,31771,42992,62143,64494,70755,84945,89522,89613,89724,89986,90193
2185,15970,16279,17938,23162,25180,28937,33463,33646,60373,68074,71292,72070,75572,84814,85866,86537,98642
2267,4180,13297,16534,20981,25331,32623,47040,51107,56598,56803,59241,78182,78373,79970,88411,93509,95553
2340,14240,20758,23323,24683,34912,38603,41196,45787,54986,68961,69385,69702,70325,72438,73640,83885,90836
2623,14501,14899,15784,22821,28632,30206,34114,44425,54190,66420,73427,75353,78386,81757,83665,85369,93428
2793,4065,9909,11715,25992,27766,32908,61164,61739,62309,65902,66066,66487,67110,67907,87127,88013,91028
3081,15379,29533,31219,33197,33424,34418,43402,44708,47836,54223,56465,58314,64618,77393,80828,93950,98012
3770,4460,13238,17474,23252,32245,33239,44540,45369,53302,57570,59429,74413,76067,81069,83658,97439,99466
4443,13468,17782,30540,30776,35038,41495,41699,44405,45227,48904,58076,68637,74221,76182,87444,87681,93982
4468,7099,8124,11258,15968,33896,39391,40961,47143,55822,59098,63961,68082,77164,81687,93609,95432,96837
4600,7289,16775,17549,26222,27842,29120,29470,36204,49133,55957,56876,80012,82707,91764,93690,96098,98692
4893,5419,16097,26579,44206,46936,48105,50832,54398,54540,56197,56980,61310,65566,65650,67439,87352,87501
5203,8949,12672,13453,20875,21975,22154,40257,53547,62514,65325,70684,75835,82794,84355,86114,86220,87074
6100,12411,15665,23868,26998,30482,31406,40638,45841,56218,59267,60559,70200,74504,80090,87084,88999,89670
6550,8229,8728,23766,24179,33971,36676,36967,41541,44932,49099,60187,80166,83046,83356,87027,94760,96820
6800,7003,15642,15944,17963,21713,29752,31124,52739,55552,65889,67913,77321,77371,80937,83454,96419,96464
7543,11705,15116,15387,16824,17288,35683,38936,45918,46894,63123,70431,72735,74497,75725,96110,96578,99507
9183,12260,13387,21483,27918,28389,29699,31153,38579,48466,51458,71456,72009,76813,81551,91249,96698,98249
9358,20941,31722,34873,40000,41187,42391,42840,42878,42953,48183,49620,58844,62155,63918,82209,90152,95776
10386,19490,27967,38378,40058,40504,44313,44849,46668,47162,57257,62107,62179,64385,64663,65208,71002,93424
10490,13405,32752,36068,36831,37649,39065,51091,54280,54427,54692,55061,56441,65529,67119,67767,82984,84349
10609,12329,13946,21918,31734,32595,32941,36856,47570,51559,57446,59280,64980,69518,85125,85525,86992,99077
11037,11839,16250,21884,22750,31636,43904,46200,53245,54097,58350,58753,60327,63985,75539,84400,91270,94534
11727,14657,14990,16571,18884,19479,24747,28380,40668,60560,64880,71332,81112,81343,81573,81883,87688,99526
15284,20154,20650,20811,28964,30542,36360,41216,47528,49244,49552,52071,53578,74138,79616,87686,94197,98409
16875,19764,21360,22868,27483,32411,35278,44862,47345,50219,53383,60693,62600,66216,75218,75736,93142,94547
20587,21949,27284,30295,30466,31718,37231,38334,50468,58681,59140,60039,60989,64542,65704,74019,80650,87904
459,3467,7141,10930,27434,32290,34123,36945,37657,43483,48134,58103,64131,70390,75177,83060,83421,84771,98884
695,3683,4405,5794,23863,24991,25775,27916,31467,37145,40862,47061,76730,84921,87211,88262,95941,96523,96755
732,1896,5534,9696,16627,24520,25446,26507,28083,50303,66912,75438,77630,77824,78494,78517,78686,84165,92990
770,5515,20127,22070,25746,27034,29958,40072,42757,46931,47987,49218,55974,71761,72693,74662,76640,91900,98185
785,2934,13944,17732,21505,24495,33797,34860,40921,42075,48011,49414,59402,68463,80842,84351,85900,91858,98711
1085,4249,5171,6306,6331,6540,7269,7471,8096,9178,9918,9920,10342,30683,41057,42987,54748,70002,83362
1894,7369,13493,15834,20081,20629,30948,39483,39811,42766,47886,48613,50118,75077,80974,82852,86654,97447,98071
2526,5655,10969,12105,17688,20740,25819,44306,44798,51910,52361,66368,66981,68180,78977,80251,80481,81632,88253
2710,4359,5685,8644,9355,14034,19248,39892,39944,40594,62497,75636,76982,77426,77488,79229,81732,88520,96025
5004,11666,14187,17743,21418,24353,24787,26794,27134,31267,53633,59605,61746,74188,80388,85931,90333,90353,99470
6434,15868,15964,16201,16402,21315,27121,35973,36154,44220,55967,56871,60209,70901,76628,84196,86037,86332,87207
6771,13933,14165,18254,25391,29291,32366,34370,35362,35610,47010,59625,62015,64582,77259,78083,81924,88881,95108
7850,9295,29383,29573,36291,38640,40585,42838,44198,45676,46025,48586,49463,51640,53445,75210,75675,79067,96560
10739,18247,19664,21095,21737,27224,29899,37440,37766,46649,54738,61617,61727,63132,68571,70736,73679,85255,90085
11125,13731,20195,21603,22052,27997,31793,31927,35833,39320,56922,57376,58800,61017,64165,81106,86962,87810,90266
