90,95,95,95,95,95,95,95
24,47,97,97,98,98,98,98,98
4,6,47,47,84,92,95,95,95,95,95
7,7,26,43,46,49,58,64,71,96,96,96,96
1,11,14,36,36,62,74,74,74,74,74,75,75,75
5,10,22,36,37,51,58,73,77,77,77,77,77,78
3,13,17,25,31,35,40,62,62,85,95,95,96,96
2,2,5,9,37,43,82,82,82,82,82,82,82,83
2,4,9,11,16,44,44,89,89,89,89,89,90,90
3,9,23,24,26,43,67,68,69,69,69,69,69,69,78
4,7,11,13,14,20,40,72,75,76,84,84,85,85,85
11,20,21,36,36,36,65,66,66,66,66,66,66,67,67
21,23,24,24,25,26,68,68,68,68,68,68,68,68,68
10,28,28,38,39,39,46,49,49,49,76,76,76,76,76
1,5,9,17,26,27,43,78,78,78,78,78,79,79,79
2,11,13,20,24,26,28,37,45,91,91,91,92,92,92
4,9,37,39,47,50,51,51,51,51,51,51,51,57,61,94
4,4,11,17,30,35,47,48,52,53,53,53,57,94,98,99
1,5,12,17,25,27,31,32,50,67,73,76,79,81,87,92
2,3,6,9,9,12,13,17,21,33,43,43,50,67,78,82
8,11,12,13,13,22,25,57,58,59,77,80,80,80,80,80
3,4,5,6,9,13,21,43,81,81,81,81,81,82,82,82
6,6,16,33,33,41,45,45,45,45,46,66,69,70,93,96
4,16,17,18,19,19,19,20,25,40,75,96,96,97,97,97
1,14,14,18,28,29,30,34,35,41,85,85,85,85,85,86
5,9,11,13,15,18,20,32,43,49,90,90,90,90,90,90
4,14,23,23,29,30,32,41,53,54,55,76,76,76,76,93
9,13,22,23,25,29,29,30,34,41,49,79,87,93,93,99
1,5,6,14,18,19,27,35,43,62,87,87,87,88,88,88
8,20,24,27,31,43,44,48,48,48,48,48,48,76,96,98
1,1,1,5,7,18,24,31,31,90,91,91,91,91,91,91
8,33,33,34,35,35,37,41,45,48,52,68,68,70,72,76
9,10,15,20,27,32,34,34,64,64,65,65,70,79,79,88
6,12,25,33,35,36,36,36,36,36,36,73,74,89,96,96
2,12,14,22,23,24,32,41,41,42,42,69,93,99,99,100
15,20,26,28,30,34,43,43,43,43,44,44,70,89,89,94
1,9,11,14,42,42,44,54,63,64,64,64,64,64,70,85
1,4,7,11,12,20,36,41,41,41,53,88,100,100,100,100
4,16,29,29,52,55,55,55,56,56,56,56,56,56,57,67
13,18,25,30,32,36,38,57,57,57,58,58,58,58,80,80
6,10,14,21,58,58,58,58,59,59,59,59,59,59,59,59
8,25,26,32,32,33,35,59,59,60,60,61,61,61,61,82
4,8,20,40,41,52,53,53,53,54,54,54,55,55,60,99
3,6,9,12,29,45,45,49,49,54,56,61,65,74,99,99
18,18,21,21,23,28,38,48,62,62,63,63,63,73,75,79
2,4,4,9,13,18,33,52,60,63,72,72,88,88,88,89
8,31,32,32,42,42,42,43,43,43,43,50,64,64,86,90
15,16,16,20,23,26,30,65,65,65,65,66,66,66,67,84
5,5,7,10,24,48,53,67,67,67,67,67,67,67,67,67
3,9,10,14,24,31,32,38,47,63,63,72,76,88,91,94
5,6,9,17,21,22,26,42,61,72,72,73,73,73,89,94
5,6,7,7,16,26,31,47,73,73,73,73,73,73,78,94
1,5,6,9,16,19,24,52,75,75,75,75,75,75,76,97
9,12,16,18,28,30,36,37,55,57,63,63,79,80,80,92
10,13,15,21,22,23,24,48,54,56,68,71,73,83,86,88
1,4,4,5,16,22,31,38,53,83,83,83,83,83,83,83
4,6,16,20,33,35,39,41,42,55,69,69,79,81,81,85
1,11,15,20,23,24,28,30,42,50,80,83,87,87,87,87
4,17,26,31,32,32,41,42,46,46,47,48,72,86,92,93
1,2,19,26,28,30,31,39,46,51,51,57,93,93,94,94
1,5,8,10,26,27,34,37,44,51,53,70,96,96,97,100
3,10,14,29,48,49,49,49,49,49,50,50,64,68,76,98
5,5,14,18,23,28,36,38,38,53,53,62,84,99,99,100
4,9,9,17,29,31,38,38,39,45,73,77,77,78,91,100
1,3,3,15,27,47,62,62,62,62,62,62,62,62,63,100
