33,100
34,99
35,98
35,98
35,98
36,97
36,97
36,97
36,97
37,96
37,96
37,96
38,95
38,95
38,95
38,95
38,95
41,92
42,91
42,91
42,91
43,90
43,90
43,90
43,90
43,90
43,90
43,90
43,90
44,89
45,88
45,88
46,87
46,87
48,85
48,85
48,85
48,85
48,85
49,84
49,84
50,83
50,83
50,83
50,83
50,83
51,82
51,82
51,82
51,82
51,82
51,82
53,80
53,80
53,80
53,80
53,80
53,80
54,79
55,78
56,77
56,77
57,76
57,76
57,76
57,76
57,76
57,76
58,75
58,75
58,75
59,74
59,74
59,74
59,74
60,73
60,73
60,73
61,72
61,72
61,72
61,72
61,72
62,71
63,70
63,70
63,70
63,70
64,69
64,69
64,69
65,68
65,68
65,68
66,67
66,67
66,67
66,67
66,67
66,67
66,67
1,32,100
1,33,99
1,33,99
1,33,99
1,36,96
1,36,96
1,36,96
1,36,96
1,36,96
1,37,95
1,37,95
1,39,93
1,41,91
1,43,89
1,43,89
1,58,74
2,32,99
2,36,95
2,42,89
2,42,89
2,42,89
2,58,73
2,62,69
2,64,67
3,30,100
3,34,96
3,39,91
3,43,87
3,44,86
3,53,77
3,62,68
3,63,67
3,65,65
4,31,98
4,34,95
4,35,94
4,37,92
4,40,89
4,41,88
4,43,86
4,46,83
4,46,83
4,47,82
4,48,81
4,48,81
4,48,81
4,49,80
4,51,78
4,54,75
4,61,68
4,62,67
4,62,67
5,28,100
5,28,100
5,28,100
5,28,100
5,32,96
5,34,94
5,41,87
5,41,87
5,41,87
5,43,85
5,47,81
5,49,79
5,52,76
5,52,76
5,52,76
5,59,69
5,62,66
6,28,99
6,29,98
6,32,95
6,32,95
6,33,94
6,41,86
6,45,82
6,45,82
6,48,79
6,49,78
6,54,73
6,55,72
6,59,68
7,29,97
7,31,95
7,31,95
7,32,94
7,35,91
7,44,79
7,56,70
7,58,68
8,31,94
8,32,93
8,34,91
8,40,85
8,49,76
8,50,75
8,62,63
9,25,99
9,25,99
9,28,96
9,31,93
9,31,93
9,36,88
9,41,83
9,47,77
9,47,77
9,48,76
9,48,76
9,49,75
9,51,73
9,51,73
9,51,73
9,55,69
9,56,68
9,57,67
9,58,66
9,59,65
10,23,100
10,23,100
10,26,97
10,32,91
10,35,88
10,35,88
10,38,85
10,55,68
10,55,68
11,25,97
11,31,91
11,32,90
11,34,88
11,44,78
11,47,75
11,47,75
11,49,73
11,53,69
11,53,69
11,56,66
12,25,96
12,29,92
12,30,91
12,36,85
12,43,78
12,49,72
12,54,67
12,56,65
13,21,99
13,26,94
13,30,90
13,31,89
13,38,82
13,39,81
13,40,80
13,41,79
13,43,77
13,44,76
13,56,64
13,59,61
14,21,98
14,24,95
14,26,93
14,26,93
14,26,93
14,31,88
14,37,82
14,38,81
14,41,78
14,47,72
14,55,64
14,56,63
15,20,98
15,22,96
15,26,92
15,36,82
15,39,79
15,43,75
15,45,73
16,23,94
16,24,93
16,26,91
16,28,89
16,44,73
16,52,65
16,53,64
16,53,64
16,54,63
16,55,62
16,57,60
17,18,98
17,22,94
17,24,92
17,29,87
17,32,84
17,35,81
17,39,77
17,49,67
17,58,58
18,19,96
18,23,92
18,23,92
18,35,80
18,41,74
18,46,69
18,47,68
18,48,67
18,48,67
18,57,58
19,24,90
19,25,89
19,27,87
19,27,87
19,52,62
20,25,88
20,25,88
20,30,83
20,30,83
20,32,81
20,36,77
20,38,75
20,40,73
20,42,71
20,45,68
20,51,62
20,54,59
21,26,86
21,27,85
21,33,79
21,42,70
21,53,59
21,53,59
21,54,58
22,33,78
22,36,75
22,42,69
22,49,62
22,49,62
23,25,85
23,26,84
23,32,78
23,42,68
23,46,64
23,47,63
24,25,84
24,29,80
24,30,79
24,30,79
24,30,79
24,31,78
24,33,76
24,41,68
24,45,64
26,29,78
26,34,73
26,43,64
26,45,62
27,30,76
27,31,75
27,32,74
27,33,73
28,29,76
28,42,63
28,43,62
29,31,73
29,49,55
30,41,62
36,45,52
39,44,50
