89,99,99,99
19,20,70,81,97,99
20,36,66,66,99,99
6,76,76,76,76,76
6,76,76,76,76,76
2,4,45,47,96,96,96
12,12,24,45,93,100,100
5,8,28,64,86,95,100
2,31,43,53,65,96,96
1,1,6,31,62,95,95,95
4,4,36,44,58,58,91,91
4,8,25,31,38,89,93,98
7,24,33,44,58,65,77,78
9,10,16,30,36,89,97,99
11,22,23,44,56,59,76,95
12,14,17,37,49,72,85,100
6,7,14,14,85,86,87,87
3,14,16,32,50,85,88,98
16,24,28,35,48,77,79,79
14,18,19,36,49,78,80,92
5,5,13,24,78,78,85,98
1,18,29,43,48,49,98,100
21,27,30,39,55,55,76,83
23,31,31,41,59,59,60,82
18,26,26,31,32,72,85,96
4,6,20,31,54,90,90,91
10,22,32,32,72,72,73,73
17,17,33,35,36,48,100,100
9,10,31,38,41,59,99,99
9,29,31,38,47,62,75,95
1,6,21,40,48,75,95,100
22,23,41,43,51,54,59,93
1,9,42,43,55,58,82,96
2,9,9,43,48,91,92,92
4,10,13,48,56,64,95,96
16,23,27,39,49,50,85,97
25,25,37,49,57,58,66,69
12,15,25,50,50,51,91,92
1,5,7,9,30,32,37,51
19,36,40,51,51,57,58,74
4,14,27,52,52,52,91,94
4,17,35,43,48,53,90,96
9,18,20,53,69,69,70,78
23,33,34,53,53,53,55,82
12,38,39,45,47,55,68,82
9,11,35,55,62,68,73,73
27,32,39,42,46,55,67,78
3,9,46,54,57,57,77,83
21,34,35,36,41,58,68,93
20,32,41,43,45,59,70,76
22,41,44,45,52,56,59,67
3,20,28,37,46,60,96,96
26,27,32,48,49,60,62,82
10,13,21,42,61,61,89,89
13,18,49,61,61,61,61,62
4,24,47,52,61,66,66,66
4,21,25,31,58,62,90,95
14,16,40,62,62,62,62,68
1,12,14,54,63,67,80,95
1,32,32,63,63,65,65,65
42,42,43,43,43,46,63,64
2,5,63,63,63,63,63,64
25,32,38,41,45,64,64,77
24,30,38,42,53,62,65,72
2,6,20,67,67,67,67,90
9,29,45,45,51,67,67,73
4,30,41,43,44,67,77,80
5,15,18,58,58,68,82,82
8,24,26,28,53,68,88,91
3,9,39,43,67,68,78,79
20,40,41,41,53,53,68,70
16,17,24,33,48,68,84,96
4,19,26,42,68,68,68,91
5,15,51,51,56,56,69,83
4,9,27,49,51,70,83,93
8,13,34,35,59,71,83,83
5,9,13,28,72,78,85,96
5,9,13,67,73,73,73,73
13,24,36,38,67,67,68,73
16,20,28,30,73,73,73,73
21,26,32,49,57,62,65,74
14,33,44,48,49,50,74,74
2,5,23,55,67,74,80,80
4,14,37,38,62,75,75,81
8,13,29,51,56,57,75,97
4,7,34,59,69,69,69,75
1,4,17,64,75,75,75,75
8,15,26,48,48,75,76,90
11,34,42,53,54,54,62,76
11,11,28,43,47,77,77,92
2,5,18,60,66,78,78,79
10,17,28,41,53,79,79,79
24,25,32,34,35,76,80,80
3,16,23,47,66,66,81,84
9,23,24,42,62,64,81,81
4,5,47,47,48,73,81,81
6,23,34,41,43,75,82,82
5,8,10,46,57,82,89,89
33,36,36,36,36,44,82,83
1,2,10,38,64,83,91,97
3,5,15,51,56,79,84,93
6,23,29,43,45,67,85,88
3,18,20,36,57,83,84,85
3,16,22,35,47,77,86,100
10,26,28,43,46,52,86,95
1,18,28,29,49,87,87,87
6,7,11,14,87,87,87,87
11,20,22,43,64,69,69,88
9,11,20,26,56,88,88,88
4,7,9,20,85,85,88,88
14,25,26,29,49,72,82,89
9,11,12,54,59,63,89,89
13,17,21,35,50,70,90,90
1,23,33,41,43,72,83,90
7,11,17,30,66,74,90,91
9,11,26,27,30,92,93,98
18,21,24,26,42,80,81,94
6,15,21,25,37,94,94,94
13,13,16,37,64,65,84,94
3,4,5,36,57,93,94,94
29,30,33,33,39,58,69,95
1,5,6,30,71,88,90,95
1,16,26,31,53,68,95,96
6,12,19,22,59,80,91,97
1,19,24,36,50,79,80,97
1,7,36,42,49,74,79,98
5,15,18,29,31,92,98,98
