18,60,91,91,91,91,91,91
7,17,48,92,92,92,92,92,92
4,17,29,82,82,82,82,82,82,82
6,8,27,29,79,95,95,95,95,95
4,9,24,37,76,79,79,79,79,79,79
21,24,30,35,43,43,53,55,65,85,85,85
1,3,38,42,43,51,58,59,59,90,90,90
3,7,8,17,30,50,84,85,85,85,85,85
4,4,11,21,52,52,80,80,80,80,80,80
10,19,22,28,32,47,52,81,83,83,83,84
6,9,49,49,63,64,64,64,64,64,64,64
11,25,26,33,59,67,67,67,67,67,67,68
2,12,17,31,34,35,35,82,94,94,94,94
6,9,13,23,26,32,33,96,96,96,97,97
5,13,27,38,42,42,48,48,69,97,97,98
4,16,20,21,22,35,36,39,41,96,98,98,98
5,10,15,23,29,31,46,46,68,80,81,95,95
1,1,2,5,8,10,11,14,14,14,15,19,22
5,6,8,12,16,21,28,48,96,96,96,96,96
1,7,19,20,23,32,33,66,66,69,90,99,99
1,4,9,18,23,53,57,75,75,76,76,78,79
9,13,42,44,53,53,53,53,53,53,53,56,89
8,11,20,26,28,31,48,48,58,69,85,96,96
9,13,14,20,40,55,58,58,58,59,64,86,90
9,11,13,28,34,36,68,69,69,70,70,70,77
13,14,15,23,32,45,46,65,65,67,68,74,97
9,13,16,41,47,55,59,59,60,61,63,63,78
2,12,18,22,24,34,35,40,80,83,84,95,95
15,20,26,31,43,47,47,47,48,53,62,91,94
5,14,22,24,33,57,57,58,58,58,74,75,89
9,24,26,28,32,33,43,46,47,66,82,93,95
10,18,25,30,38,43,50,68,68,68,68,68,70
20,24,26,26,26,29,43,50,56,57,89,89,89
13,16,25,26,27,38,49,54,58,66,66,91,95
13,14,21,29,42,42,42,43,43,50,89,97,99
6,11,12,27,29,38,46,58,68,77,78,83,91
3,5,9,30,31,32,54,62,67,68,84,89,90
1,12,14,20,23,36,36,48,72,72,95,96,99
20,27,36,36,36,36,36,42,48,54,72,85,96
6,24,24,36,36,41,43,47,70,72,72,72,81
4,5,24,33,37,37,51,53,74,74,74,74,84
16,29,44,44,44,45,45,45,45,45,67,67,88
1,1,2,27,28,36,44,45,88,88,88,88,88
9,12,17,23,34,41,47,47,52,54,94,96,98
1,6,8,11,18,18,48,51,64,99,100,100,100
25,29,30,38,43,48,50,50,51,51,51,67,91
5,5,7,25,56,56,56,56,57,74,75,76,76
1,4,30,31,62,62,62,62,62,62,62,62,62
10,13,24,24,31,61,61,61,61,61,62,62,93
22,25,28,34,36,41,60,63,63,63,63,63,63
4,18,49,49,49,49,49,49,49,49,49,64,97
5,9,14,16,28,64,65,65,65,65,71,71,86
23,32,32,35,35,44,45,45,66,66,67,67,67
1,4,18,20,21,23,63,69,76,77,77,77,98
4,10,12,28,32,33,67,73,73,73,73,73,73
5,5,13,19,20,52,72,73,73,73,73,73,73
3,3,9,9,10,65,75,75,75,75,75,75,75
5,9,16,20,32,34,48,56,73,75,77,79,100
5,11,15,18,21,38,60,76,76,76,76,76,76
4,7,9,33,36,39,41,52,62,77,85,87,92
3,3,8,23,26,34,69,69,73,77,78,78,83
4,14,17,31,41,41,41,51,54,72,78,82,98
5,9,25,32,33,38,40,51,54,69,81,89,98
16,17,20,30,31,36,37,51,59,81,81,82,83
15,16,16,18,41,55,55,55,55,59,76,81,82
4,4,6,9,10,42,54,70,78,81,83,83,100
6,7,43,43,43,43,43,43,50,61,76,80,86
1,2,4,4,5,14,73,86,87,87,87,87,87
1,6,10,21,30,39,39,41,87,87,87,88,88
1,13,25,25,26,26,32,42,67,89,89,90,99
2,3,4,6,16,30,53,62,88,90,90,90,90
1,19,27,37,37,38,46,57,59,68,68,76,91
1,3,7,11,35,43,44,51,57,93,93,93,93
11,14,15,17,28,51,53,57,58,59,80,88,93
2,20,23,26,31,31,40,57,59,68,78,94,95
6,9,22,29,39,41,42,48,49,69,83,93,94
5,6,21,24,31,35,41,55,76,78,78,79,95
4,11,12,17,19,30,36,66,66,66,99,99,99
2,7,9,18,24,32,37,39,56,100,100,100,100
