1140738,9523779,264656584,983135894,991798854,999839080
3205407,9893064,259894403,984405564,991881257,998890192
7227594,10583347,255951762,985084025,995497461,998485229
7616451,10818554,250725021,986049681,995521160,997741825
17280102,30496670,308165017,956842558,963270301,974607206
17426847,24229222,308538324,957201375,964233848,974945059
18320708,24770880,303118063,959718193,964959682,976256147
18347824,26597099,303582797,960269266,966848381,976471276
23845950,50149146,344035607,938215182,945499527,951504995
33245934,40663447,338067484,938956578,945586650,952380488
34727436,42940204,333281909,941308730,946134549,952879199
34977437,43566357,325159698,942862980,946626881,954892336
40453422,58265146,378197042,918161537,924218453,932108059
50467478,54911746,367864154,919329643,924947677,933719464
50518514,61306554,361171525,919486758,925313577,933802783
50838962,56034536,362171653,919729362,925600400,934456114
54901110,63834548,425634508,896774424,902083799,908499969
55940942,64422925,412217433,898843530,904602652,911607280
59470798,63858382,411946208,898002032,903121983,910913519
62094406,65572777,403818103,900678646,904965956,914417711
70361044,75380701,457143893,877911785,883148351,885227946
70688473,78140375,450624417,878045391,883567610,886514658
71328209,86134737,440334493,879228089,884439077,889065125
71955778,78922086,441717100,881148476,884691114,892696469
78635475,89428706,495895699,853908819,864190301,870673179
83875043,87934805,498456960,853037272,860495068,868190917
84954345,88637092,494265237,853148412,861100348,870207268
87261883,89677019,476707523,855629425,865834473,872437537
95549521,109837340,532669357,834771912,838819265,840924826
97490546,103581994,529473217,835932088,839813992,846141829
98702172,106539817,523606846,836348365,840287677,846589012
98857616,104892959,524263167,837321242,840586025,846851080
102067471,106003266,586549829,811784492,818771497,823995593
104232029,112206417,575285855,812577332,819783204,829218194
106142974,111310589,572689394,812288415,819214347,824663815
108179914,113605394,559071058,813004821,820194023,830976209
119320603,127185418,625610146,781859352,790708682,805564842
121289208,127244473,622160503,782094654,792020329,806839963
123218411,135413627,609505091,782101163,793273671,807667450
123779630,129990600,611420099,782200777,794652308,809118040
127491937,132110808,682600021,761572540,770214101,777540337
131728427,134256063,686410966,758557402,766244176,775021380
131784493,134700392,681841494,759075050,766401992,776779301
132405755,135992710,667988483,761890328,771410370,777756079
143255400,151740727,728140597,734136063,740719014,751256724
143913160,152619845,728634500,734283581,741338171,751336659
144782033,152840850,723801209,734793622,743544172,751949968
145064623,150135888,723933670,735484129,744280777,754053813
149252932,247288227,702550116,709863806,718310954,723372156
149647484,242397987,704253073,713219090,718799367,723538056
149873635,228047871,704349682,713928337,719902265,731574865
153675270,221270211,705064421,715387665,719980481,731629447
158940668,373133741,664540074,672212069,681838306,697734830
164274550,361145457,666371171,674593876,687542964,698443049
164289960,356135906,666848903,674786218,689045906,699132161
175368646,488302396,636857816,641049011,648159218,658576756
176723308,488843262,637562265,641656547,649533184,658843290
179890882,494089811,634156011,640949821,646334533,657450945
213417243,587145037,596578417,601398129,622311735,631448271
225648823,587122109,596332137,599362054,607872380,627969098
241923968,583365321,593770507,598961396,607213161,621866971
403502485,550426980,554473714,566518627,580497559,584457927
419391227,550238636,553891295,564344288,580132961,583681166
430865870,549000495,553229939,563463427,571679265,579697715
375519385,375649214,384908379,388310283,388829926,388919276,389583519
8911116,12240667,27926688,222189912,988397277,995901075,996609920
22450930,39795532,57062076,216310559,961739929,972019623,980182707
48532967,53183871,66519815,233268635,944579780,948308370,956579347
53914131,63673274,69584117,208531094,945057976,950104603,956752446
63577207,75146614,81021528,245426318,923595707,927164720,935101728
75341195,83759983,87563142,216939356,923785427,928187016,936041336
87430094,92640097,105903279,239642192,900986407,907766893,917519305
94204732,99883300,105926665,223414004,901871958,908332024,917572884
99824616,108725415,117639880,263061149,881628996,884853665,894047705
109204223,118304091,126017900,235864797,881905817,885081140,895853868
125531562,134117956,139795218,256422613,857672935,866932352,872766798
130257799,146736038,151309817,293470549,837901505,840661396,847367983
130670789,134198850,141022669,240199995,859032671,867527349,876746931
148024506,151622652,157534445,264466435,838261321,840840276,851135689
157510128,165231743,182856886,276265556,817066220,821250959,832121036
165554621,179524863,191301864,246490586,811394232,823819709,833464579
179315105,182117125,199614457,304374247,783289483,795000700,809545646
179470709,190176734,200552732,288710537,784937970,798442938,810182629
194270029,204803098,215120229,320356779,764786878,771515890,779022287
340181691,340705431,344796644,346073821,351308308,358155767,373751321
194788579,206256283,251434682,304926363,739445580,772088823,779972809
196703174,252189538,258445981,276342398,645498743,801899989,818315473
395476834,421567427,435620546,437903119,438894595,450251440,454090264
7935042,11731385,27476740,221481139,988254978,995789071,996909587
14897846,23265945,29248751,201868690,990791420,996179200,996458965
21964771,35515344,45586480,239063347,961662425,969273347,978976418
40317282,49601794,57801304,183848243,963227952,972981002,982692582
51799798,56059576,62964796,233149795,943671015,947614736,956361132
66000920,74158489,79516282,244127540,923464208,927005236,934944513
87281306,91517721,99382788,250931090,900736956,905730974,916200499
105565691,108369778,113778055,261887799,881276198,884785982,893772266
124374274,130004020,132440083,269075695,856749384,866731136,872514570
137768459,146399021,150437139,292766611,837364892,840616339,847078162
155561615,165099201,189244390,275104496,815260839,820848112,831591713
164451604,177573516,181963848,650298140,682787483,692493353,699184753
171658348,419261008,516649887,523088242,529467692,541678672,545488967
181069124,192952374,204112336,543350194,683099776,699369901,740136174
181235223,398893097,518819476,529730979,535333802,542271654,546735814
183957170,196816545,208929520,544584478,685624505,699809972,726812495
184792278,403463964,517287968,523552276,534012641,542043000,545856743
185809697,197065415,209395984,544599926,686070377,700982521,721978185
188290103,198200330,243974688,637770369,644255685,660074179,677625095
191906153,197122906,218160728,522597858,693147481,705674502,717952144
191975422,202365349,243547496,496836371,693721699,707422723,716304080
193369916,204579062,399487487,597412104,602990208,623258496,631527544
203086081,218570729,248462950,449126859,696645469,708761007,715577545
214829616,239034574,465292833,576722605,581009600,584969614,587191122
218386678,260717321,273499223,528039439,637960697,653428827,679223851
224114712,248893105,265369735,582818388,624655074,639560082,660951142
230560707,274918387,536851927,543137622,547859550,552019093,567913767
235901923,255086560,265762499,552992902,631676649,644342281,663116413
237660914,255557341,281748636,521948753,634056511,644652903,668861957
238224257,258756011,272737585,509107541,634076818,652030326,678551396
256141039,422562838,500114535,506249045,513166688,521275725,530713589
256396003,288708904,296679591,311534755,588108429,747398542,755045466
261808474,291773466,295026169,426731110,639147417,656706784,679513833
266191661,294158789,310632689,577413378,585544936,598192343,615216912
269460606,299752594,311693489,321574712,528083321,755854649,765080960
271559171,289549935,293996343,299870712,522777339,781500579,790444722
274711310,320035806,337190467,497474610,589749883,606263386,624237515
280359645,291941853,355708243,552661455,570435762,592191216,606471110
280683655,291976442,303007366,571219236,583224528,597740003,614728242
288216541,294174989,318964637,548025658,586217680,598194301,617102584
291741216,294801227,334628500,509173065,586413210,604181484,623668592
301293808,432423906,468416959,492343620,500940087,514441627,531200255
307564877,313601461,321824628,328641315,437971356,765367576,774168010
309977834,465263798,474210826,481438615,498821467,505781351,512377727
319755739,368471993,383015382,484478867,548297791,560284325,578654431
320064971,413563140,458095982,479176156,486051662,540256851,548880892
322436566,410826290,469106338,492869447,502230150,516537669,531209557
322875620,457745012,472976533,481427487,498546988,505669796,511401056
324393293,361084705,478569337,493656371,502496389,532267300,553212552
328273428,335035045,342777607,352007615,423937319,732396074,738718818
328522804,336278501,343235271,353438475,406223676,732779222,750085910
328953386,464525699,472498623,481239848,486470409,504275740,511108024
329243525,367092327,381858854,496664184,537949013,559707370,577655032
336994509,343881974,355077716,360421216,366006113,733856851,757072698
355668103,369925147,398190452,464848460,514035710,568475004,581404017
358919937,362269019,370731600,377623066,387098350,668435975,725505606
359129011,364848013,371655007,377707977,387491804,662233562,726650648
372190527,377822612,387548312,393966055,408420355,560619060,750738963
392151284,399835290,404209860,417161974,429960357,483013781,720813928
392941404,400291245,417750095,425262217,430410020,461431765,720921909
401331455,418082811,425625695,430603948,449758851,454516652,671683387
402956028,426716996,438482185,451116651,462802396,528276776,539245119
427427317,437461554,452632365,459445241,482677140,489859511,496094981
437668082,443210629,452992135,461116652,468008632,477112020,508815727
