1140738,11731385,33245934,53183871,64422925,83759983,98857616,130004020,838261321,855629425,877911785,893772266,910913519,927164720,946134549,963227952,999839080
3205407,12240667,34727436,53914131,65572777,83875043,99382788,111310589,838819265,856749384,878045391,894047705,911607280,928187016,946626881,963270301,998890192
7227594,14897846,34977437,54901110,66000920,84954345,99824616,112206417,820848112,857672935,879228089,895853868,914417711,932108059,947614736,964233848,998485229
7616451,17280102,35515344,54911746,66519815,86134737,99883300,113605394,806839963,859032671,881148476,896774424,916200499,933719464,948308370,964959682,997741825
7935042,17426847,39795532,55940942,69584117,87261883,102067471,113778055,779972809,860495068,881276198,898002032,917519305,933802783,950104603,966848381,996909587
8911116,18320708,40317282,56034536,70361044,87281306,103581994,132110808,761572540,861100348,881628996,898843530,917572884,934456114,951504995,969273347,996609920
9523779,18347824,40453422,56059576,70688473,87430094,104232029,118304091,761890328,864190301,881905817,900678646,918161537,934944513,952380488,972019623,996458965
9893064,21964771,40663447,57062076,71328209,87563142,104892959,119320603,740719014,865834473,883148351,900736956,919329643,935101728,952879199,972981002,996179200
10583347,22450930,42940204,57801304,71955778,87934805,105565691,121289208,725505606,866731136,883567610,900986407,919486758,936041336,954892336,974607206,995901075
10818554,23265945,43566357,58265146,74158489,88637092,105903279,134198850,713219090,866932352,884439077,901871958,919729362,938215182,956361132,974945059,995789071
23845950,45586480,59470798,75146614,89428706,105926665,123779630,134256063,580497559,867527349,884691114,902083799,923464208,938956578,956579347,976256147,995521160
24229222,48532967,61306554,75341195,89677019,106003266,124374274,134700392,560619060,868190917,884785982,903121983,923595707,941308730,956752446,976471276,995497461
109837340,143913160,157510128,181235223,196703174,214829616,377623066,641049011,662233562,682600021,700982521,719980481,734136063,755045466,776779301,798442938,819783204
117639880,148024506,164451604,183957170,199614457,218386678,239642192,631448271,667988483,686410966,705674502,723538056,739445580,781500579,809118040,823995593,840616339
123218411,150135888,171658348,189244390,203086081,222189912,258445981,498821467,672212069,693147481,726650648,743544172,765367576,782200777,811784492,831591713,846141829
130257799,144782033,157534445,181963848,196816545,215120229,361145457,641656547,663116413,682787483,702550116,720813928,734283581,755854649,777540337,801899989,820194023
130670789,145064623,158940668,182117125,197065415,216310559,322875620,644255685,664540074,683099776,704253073,720921909,734793622,757072698,777756079,805564842,839813992
131728427,146399021,164274550,182856886,197122906,216939356,291773466,644342281,666371171,685624505,704349682,721978185,735484129,758557402,779022287,821250959,840287677
131784493,146736038,164289960,183848243,198200330,218160728,239063347,644652903,666848903,686070377,705064421,723372156,738718818,759075050,807667450,823819709,840586025
132405755,149252932,165099201,184792278,200552732,218570729,240199995,606471110,668435975,687542964,707422723,723801209,740136174,781859352,809545646,824663815,840661396
132440083,149647484,165231743,185809697,201868690,221270211,256396003,554473714,668861957,689045906,708761007,723933670,764786878,782094654,810182629,829218194,840840276
134117956,149873635,165554621,188290103,202365349,221481139,242397987,529730979,671683387,692493353,709863806,741338171,765080960,782101163,811394232,830976209,840924826
150437139,175368646,190176734,204112336,223414004,243974688,258756011,311693489,693721699,713928337,726812495,744280777,766244176,783289483,812288415,832121036,846589012
151309817,176723308,191301864,204579062,224114712,244127540,259894403,294801227,696645469,715387665,728140597,747398542,766401992,784937970,812577332,833464579,846851080
275104496,355077716,404209860,426716996,449126859,465263798,486051662,500114535,516649887,531200255,545856743,560284325,592191216,611420099,634156011,652030326,674593876
276265556,313601461,406223676,426731110,449758851,465292833,486470409,500940087,517287968,531209557,546735814,581009600,593770507,614728242,636857816,653428827,674786218
30496670,51799798,63858382,81021528,98702172,109204223,129990600,143255400,155561615,340181691,876746931,892696469,908499969,927005236,945586650,961739929,985084025,986049681
179890882,194270029,209395984,233268635,248893105,264466435,288216541,301293808,320356779,338067484,549000495,732779222,751949968,774168010,794652308,818771497,837364892,853148412
181069124,194788579,213417243,235864797,250725021,264656584,288708904,303007366,321574712,360421216,506249045,733856851,754053813,775021380,795000700,819214347,837901505,853908819
238224257,291941853,342777607,361171525,388310283,411946208,430865870,454516652,478569337,502230150,521275725,535333802,550426980,581404017,597740003,623668592,658576756,718310954
239034574,266191661,343235271,362171653,388829926,412217433,432423906,457143893,479176156,502496389,522777339,536851927,552019093,582818388,598192343,624237515,658843290,717952144
250931090,269075695,310632689,368471993,388919276,413563140,435620546,457745012,488302396,504275740,523088242,540256851,552661455,583224528,598194301,624655074,660074179,716304080
251434682,269460606,294174989,351308308,392151284,417161974,437461554,458095982,488843262,505669796,523552276,541678672,564344288,583365321,598961396,625610146,660951142,715577545
252189538,271559171,303118063,324393293,370731600,417750095,437668082,468008632,489859511,505781351,523606846,542043000,568475004,584969614,599362054,637562265,677625095,699809972
255086560,272737585,303582797,328522804,355708243,393966055,437903119,468416959,492343620,508815727,524263167,547859550,570435762,585544936,617102584,637770369,678551396,699369901
255951762,308165017,340705431,361084705,378197042,410826290,430603948,454090264,477112020,494265237,518819476,534012641,550238636,575285855,597412104,623258496,657450945,718799367
265369735,293470549,311534755,352007615,371655007,395476834,419391227,451116651,474210826,495895699,521948753,537949013,552992902,583681166,601398129,637960697,679513833,697734830
265762499,293996343,321824628,353438475,372190527,398190452,427427317,452632365,476707523,496094981,522597858,539245119,563463427,584457927,602990208,639147417,681838306,681841494
273499223,304374247,328953386,356135906,375649214,398893097,419261008,450251440,469106338,492869447,509107541,528039439,548025658,586217680,621866971,639560082,679223851,699184753
289549935,307564877,334628500,358919937,377822612,399835290,430410020,452992135,472976533,494089811,511108024,532669357,548880892,572689394,596332137,622311735,656706784,719902265
235901923,237660914,255557341,256141039,291741216,291976442,294158789,308538324,309977834,322436566,343881974,355668103,369925147,375519385,392941404,418082811,571219236,640949821
24770880,49601794,62094406,75380701,91517721,106142974,125531562,135413627,151622652,408420355,870207268,884853665,904602652,923785427,942862980,956842558,978976418,991881257
26597099,50149146,62964796,78140375,92640097,106539817,126017900,135992710,151740727,389583519,870673179,885081140,904965956,924218453,943671015,957201375,980182707,991798854
27476740,50467478,63577207,78635475,94204732,108179914,127185418,137768459,152619845,373133741,872437537,885227946,905730974,924947677,944579780,959718193,982692582,990791420
27926688,50518514,63673274,78922086,95549521,108369778,127244473,139795218,152840850,373751321,872514570,886514658,907766893,925313577,945057976,960269266,983135894,988397277
29248751,50838962,63834548,79516282,97490546,108725415,127491937,141022669,153675270,359129011,872766798,889065125,908332024,925600400,945499527,961662425,984405564,988254978
177573516,191906153,204803098,225648823,245426318,260717321,276342398,295026169,318964637,335035045,615216912,728634500,750085910,770214101,790444722,813004821,834771912,847078162
179315105,191975422,206256283,228047871,246490586,261808474,280359645,296679591,319755739,336278501,596578417,731574865,750738963,771410370,790708682,815260839,835932088,847367983
