76,2694,3473,8098,8258,8443,8958
77,1672,3635,8260,8619,8778,8959
78,721,858,9092,9551,9701,9999
79,1021,3160,8445,8960,9093,9242
80,1024,2370,8787,9096,9243,9400
81,1026,1193,8449,9553,9705,9993
83,239,1026,9403,9554,9705,9990
83,399,866,9403,9554,9706,9989
230,719,1181,8619,9550,9701,10000
231,857,2543,7118,9551,9701,9999
231,859,2366,7295,9552,9702,9995
231,2366,3635,8101,8261,8625,8781
232,397,723,9399,9552,9702,9995
238,724,1679,8108,9553,9704,9994
239,1532,1858,8626,9098,9245,9402
391,567,2543,8778,9091,9239,9391
397,724,3305,6323,9553,9703,9995
570,863,4270,8265,8446,8626,8960
574,1680,3313,7123,8962,9101,9247
722,1184,3943,7783,8625,8784,8959
857,1847,6652,7292,7627,7779,7946
863,2036,3639,7788,8264,8626,8784
1369,4900,5047,6654,6957,7293,7780
1674,3305,6655,6819,6960,7120,7467
1678,3479,5665,6961,7121,7467,7629
1680,3948,5998,6821,6961,7123,7469
2031,2694,3157,7627,7947,8101,8443
2206,4099,5668,6141,7121,7297,7468
2208,2850,3645,7124,7791,8110,8272
2543,2696,3942,7463,7628,7781,7947
3156,3302,5194,6813,6957,7117,7461
3947,4549,5202,6324,6500,6657,6821
2,4198,5134,5464,5866,6380,6415,6541
2,4267,4860,5178,6206,6399,6412,6676
2,4596,4871,5355,5690,5907,6480,7099
4,3483,4655,5372,5979,6624,6846,7037
5,3719,4686,5197,5994,6512,6866,7021
6,4004,4699,5201,5756,6521,6876,6937
7,4198,5501,5746,5807,6133,6198,6410
8,3820,5149,5271,5485,6547,6832,6888
8,4143,4623,4993,5636,6344,6632,7621
9,3207,4985,5473,6048,6591,6776,6911
10,3703,4625,5009,6023,6374,6641,7615
11,3715,4644,5344,5672,6388,6645,7581
11,3742,4398,4834,6416,6607,6783,7209
11,4043,4394,5099,5843,6604,6781,7225
12,4261,4719,5057,5742,6063,6691,7455
13,3301,4824,5291,6065,6716,6891,6899
13,3763,5363,5616,5878,6148,6425,6794
16,3840,4998,5301,5536,6221,6721,7367
17,3051,3800,6182,6434,6618,6804,7094
17,3118,5160,5458,5820,6505,6756,7166
18,3872,4331,5167,6184,6506,6763,7159
20,3941,4162,5770,6008,6510,6661,6928
24,3191,4912,5394,6240,6451,6835,6953
24,4250,5281,5471,5789,6046,6408,6731
25,3821,4597,5405,5720,6638,6845,6949
26,3010,5041,5361,6036,6405,6666,7455
26,4631,5219,5439,5742,6000,6304,6639
26,4708,5047,5368,5694,6053,6411,6693
27,3900,4512,5343,5649,6562,6740,7267
28,3129,5067,5361,5699,6410,6690,7616
29,3951,5049,5552,5824,6108,6625,6862
