16080187,314588123,474713381,668924330,718578551,845816039,960824442
35158568,445775152,455167525,584066664,681880768,864030799,933828477
79976622,325367109,456440216,575790845,763438149,882866208,915492612
142560211,293236673,446472881,570840017,752114070,875548357,919113808
286332692,459960866,471194697,574602112,673945353,735873470,797473253
324901421,429684068,486318736,585436544,674452764,686578416,812200513
424571560,454675711,483650689,561765313,673863057,676508415,724679151
453772644,459940895,469140706,574380052,583537604,676478467,782082396
32585,4605674,22881949,43162437,968892553,976525504,983537742,999587899
145124,21375137,28545272,41839503,937201123,982247922,988167950,999471868
240149,14351269,22147455,29850609,963254975,983650296,988208339,998018830
376488,7792906,16779501,48728841,956731983,983138916,988256864,997340901
744732,15947215,22433613,37863435,966642163,973874394,983395221,997853391
767717,17341106,22252080,48968469,937562064,983817242,990454772,997807391
782771,7750317,23280387,42461192,968684898,976286823,980556780,999246918
850072,15479246,24407226,34087093,956796482,982585689,985087796,999778146
857562,8241258,23767632,29441045,971605110,979600589,986638329,999625070
933956,9266876,24138766,30544220,966677850,980879070,986811860,999559365
1171726,9266209,16906661,22211937,978722655,983285603,989635666,997102749
1389973,5309202,15815026,48607668,959875610,978455632,989760639,999249709
1501759,12125478,16177876,51027094,948471150,981574665,988280810,999436754
1699240,12885977,25702883,32941606,955526284,981848083,989318321,998352770
1699735,7009480,16722628,51597703,966930994,974053765,984762059,997003672
1799970,10919051,17088487,41069463,957110040,984199930,990343810,996553706
1808167,8319173,16140967,44185076,960429444,978931349,990677743,999119553
1848565,6173071,26703596,51560989,948030453,978279401,986546663,999884838
2050323,17688229,27401960,39006915,944670581,982025427,986673971,999554632
2105980,16181734,27821114,68609454,916653774,982673652,985175283,999695391
2446282,8007350,17804967,41146999,962564471,982028612,987067168,997939085
2523175,8913136,18077498,24898473,974155347,979192831,992837707,997794242
2547706,9327619,31220629,39122623,958263527,976151828,986080557,996406356
2568966,8856608,16159111,82402899,934003182,976290766,980958671,998697903
2606133,9615511,35866621,45783569,941070308,978055839,986891566,999246054
2639873,14211868,34845488,39444764,955824980,973816291,979452360,998660812
2668174,9762328,26243421,57989938,950324066,974510373,979557862,997981910
2914709,10844118,27001458,44573096,943885494,979368937,992967796,997393557
2968809,13066595,25375150,72199346,920147655,978410982,987311866,998946884
3246755,11015665,20516350,45015911,948004382,980953179,993585226,996150703
3252522,10932555,27406893,34790032,951286880,984432058,991243398,996354199
3291069,8891737,17898138,49621742,951971751,982904519,988288297,996513035
3416640,13412218,27625784,53967934,930843457,982661516,988475335,998676294
3473207,13156458,20567343,27681801,960288012,985805042,991662124,996178854
3515588,9402596,23650158,44139942,962222807,976999682,981274718,997899270
3541762,10342648,19433842,36458585,973297561,977089739,981779330,997192051
3547524,17107235,35520212,44611015,931703583,982932636,985179150,999340166
3630924,10482689,24240162,30349588,973621558,977369225,982031507,996886990
3675177,11313202,28051778,35387499,969302779,974536024,979897306,997477864
3713140,18346038,24534393,42705964,951925727,976378233,987274515,994794527
3815657,14483963,38942499,50271896,924684665,983931541,988649206,994870684
