1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
1,1,1,2,4,7,8,8,9,9,10,10
